sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
CP167817.1_CapRel_4	CapRel	CapRel	Defense	CP167817.1_321	CP167817.1_321	CP167817.1_321	1	CapRel__CapRel
CP167817.1_SoFic_9	SoFIC	SoFic	Defense	CP167817.1_475	CP167817.1_475	CP167817.1_475	1	SoFic__SoFic
CP167817.1_HEC-01_7	HEC-01	HEC-01	Defense	CP167817.1_789	CP167817.1_790	CP167817.1_789,CP167817.1_790	2	HEC-01__HEC-01A,HEC-01__HEC-01B
CP167817.1_SanaTA_8	SanaTA	SanaTA	Defense	CP167817.1_1037	CP167817.1_1038	CP167817.1_1037,CP167817.1_1038	2	SanaTA__SanaA,SanaTA__SanaT
CP167817.1_Gao_TerY_6	Gao_TerY	Gao_TerY	Defense	CP167817.1_1076	CP167817.1_1078	CP167817.1_1076,CP167817.1_1077,CP167817.1_1078	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
CP167817.1_CBASS_II_3	CBASS	CBASS_II	Defense	CP167817.1_1079	CP167817.1_1082	CP167817.1_1079,CP167817.1_1080,CP167817.1_1081,CP167817.1_1082	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Phospholipase
CP167817.1_RM_Type_I_16	RM	RM_Type_I	Defense	CP167817.1_1254	CP167817.1_1257	CP167817.1_1254,CP167817.1_1255,CP167817.1_1257	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
CP167817.1_Gabija_5	Gabija	Gabija	Defense	CP167817.1_2281	CP167817.1_2282	CP167817.1_2281,CP167817.1_2282	2	Gabija__GajA,Gabija__GajB_1
CP167817.1_RM_Type_I_17	RM	RM_Type_I	Defense	CP167817.1_3045	CP167817.1_3050	CP167817.1_3045,CP167817.1_3050	2	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed
CP167817.1_RM_Type_IIG_2_20	RM	RM_Type_IIG_2	Defense	CP167817.1_3134	CP167817.1_3134	CP167817.1_3134	1	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed
CP167817.1_PD-Lambda-5_13	PD-Lambda-5	PD-Lambda-5	Defense	CP167817.1_3607	CP167817.1_3608	CP167817.1_3607,CP167817.1_3608	2	PD-Lambda-5__PD-Lambda-5_A,PD-Lambda-5__PD-Lambda-5_B
CP167817.1_Zorya_TypeIII_12	Zorya	Zorya_TypeIII	Defense	CP167817.1_4004	CP167817.1_4007	CP167817.1_4004,CP167817.1_4005,CP167817.1_4006,CP167817.1_4007	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
CP167817.1_RM_Type_IIG_19	RM	RM_Type_IIG	Defense	CP167817.1_4175	CP167817.1_4175	CP167817.1_4175	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
CP167817.1_Wadjet_I_11	Wadjet	Wadjet_I	Defense	CP167817.1_4392	CP167817.1_4395	CP167817.1_4392,CP167817.1_4393,CP167817.1_4394,CP167817.1_4395	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
