replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JBEGEV010000105.1	JBEGEV010000105.1_1	Gabija__GajA	260	defense-finder-models/DefenseFinder/Gabija/Gabija	JBEGEV010000105.1_Gabija_9	1	1	1.0	2.0	1	Gabija__GajA	mandatory	297	4.5e-26	89.7	0.408	0.859	11	265			Gabija	Gabija	Defense
JBEGEV010000105.1	JBEGEV010000105.1_2	Gabija__GajB_3	261	defense-finder-models/DefenseFinder/Gabija/Gabija	JBEGEV010000105.1_Gabija_9	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	366	2.2e-114	380.4	0.969	0.932	7	347			Gabija	Gabija	Defense
JBEGEV010000015.1	JBEGEV010000015.1_43	RM__Type_I_MTases_FAM_0	823	defense-finder-models/RM/RM/RM_Type_I	JBEGEV010000015.1_RM_Type_I_13	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	503	1.2000000000000002e-167	556.9	0.992	0.99	4	501		JBEGEV010000015.1_PrrC_12	RM	RM_Type_I	Defense
JBEGEV010000015.1	JBEGEV010000015.1_46	RM__Type_I_S_51	826	defense-finder-models/RM/RM/RM_Type_I	JBEGEV010000015.1_RM_Type_I_13	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	266	4.4e-52	175.0	0.536	0.985	2	263		JBEGEV010000015.1_PrrC_12	RM	RM_Type_I	Defense
JBEGEV010000015.1	JBEGEV010000015.1_47	RM__Type_I_REases_FAM_0.einsi_trimmed	827	defense-finder-models/RM/RM/RM_Type_I	JBEGEV010000015.1_RM_Type_I_13	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	1.4e-228	759.8	0.98	0.964	10	1067		JBEGEV010000015.1_PrrC_12	RM	RM_Type_I	Defense
JBEGEV010000003.1	JBEGEV010000003.1_89	RM_Type_III__Type_III_MTases_FAM_0	1781	defense-finder-models/RM/RM/RM_Type_III	JBEGEV010000003.1_RM_Type_III_16	1	1	1.0	2.0	1	RM_Type_III__Type_III_MTases_FAM_0	mandatory	593	9.9e-100	333.3	0.892	0.902	2	536			RM	RM_Type_III	Defense
JBEGEV010000003.1	JBEGEV010000003.1_90	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	1782	defense-finder-models/RM/RM/RM_Type_III	JBEGEV010000003.1_RM_Type_III_16	1	1	1.0	2.0	1	RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed	mandatory	921	3.2999999999999997e-137	456.9	0.981	0.963	12	898			RM	RM_Type_III	Defense
JBEGEV010000034.1	JBEGEV010000034.1_22	Zorya_III__ZorG3	2000	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JBEGEV010000034.1_Zorya_TypeIII_11	1	1	0.75	3.0	1	Zorya_III__ZorG3	mandatory	246	2.9e-93	310.2	0.892	0.992	1	244			Zorya	Zorya_TypeIII	Defense
JBEGEV010000034.1	JBEGEV010000034.1_24	Zorya__ZorB	2002	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JBEGEV010000034.1_Zorya_TypeIII_11	1	1	0.75	3.0	1	Zorya__ZorB	mandatory	225	4.5e-15	53.7	0.83	0.884	9	207			Zorya	Zorya_TypeIII	Defense
JBEGEV010000034.1	JBEGEV010000034.1_25	Zorya_III__ZorF3	2003	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JBEGEV010000034.1_Zorya_TypeIII_11	1	1	0.75	3.0	1	Zorya_III__ZorF3	mandatory	218	7e-79	263.2	0.815	0.972	2	213			Zorya	Zorya_TypeIII	Defense
JBEGEV010000041.1	JBEGEV010000041.1_32	AbiJ__AbiJ	2438	defense-finder-models/DefenseFinder/AbiJ/AbiJ	JBEGEV010000041.1_AbiJ_3	1	1	1.0	1.0	1	AbiJ__AbiJ	mandatory	248	1.9e-10	38.5	0.464	0.565	98	237			AbiJ	AbiJ	Defense
JBEGEV010000060.1	JBEGEV010000060.1_26	RM__Type_I_S_52	3325	defense-finder-models/RM/RM/RM_Type_I	JBEGEV010000060.1_RM_Type_I_15	1	1	0.667	2.0	1	RM__Type_I_S_01	mandatory	439	2.2e-82	275.7	0.717	0.986	3	435		JBEGEV010000060.1_PrrC_14	RM	RM_Type_I	Defense
JBEGEV010000060.1	JBEGEV010000060.1_27	RM__Type_I_MTases_FAM_2	3326	defense-finder-models/RM/RM/RM_Type_I	JBEGEV010000060.1_RM_Type_I_15	1	1	0.667	2.0	1	RM__Type_I_MTases_FAM_0	mandatory	512	2.5999999999999997e-221	733.7	0.974	0.934	11	488		JBEGEV010000060.1_PrrC_14	RM	RM_Type_I	Defense
JBEGEV010000061.1	JBEGEV010000061.1_11	Shango__SngC	3337	defense-finder-models/DefenseFinder/Shango/Shango	JBEGEV010000061.1_Shango_4	1	1	1.0	2.0	1	Shango__SngC	accessory	733	1.2000000000000001e-267	888.1	0.996	0.986	4	726			Shango	Shango	Defense
JBEGEV010000061.1	JBEGEV010000061.1_12	Shango__SngB	3338	defense-finder-models/DefenseFinder/Shango/Shango	JBEGEV010000061.1_Shango_4	1	1	1.0	2.0	1	Shango__SngB	accessory	433	6.8e-184	609.8	0.995	0.995	2	432			Shango	Shango	Defense
JBEGEV010000061.1	JBEGEV010000061.1_13	Shango__SngA	3339	defense-finder-models/DefenseFinder/Shango/Shango	JBEGEV010000061.1_Shango_4	1	1	1.0	2.0	1	Shango__SngA	mandatory	1078	5.4999999999999995e-105	350.8	0.973	0.673	353	1077			Shango	Shango	Defense
JBEGEV010000062.1	JBEGEV010000062.1_23	Wadjet__JetA_I	3378	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JBEGEV010000062.1_Wadjet_I_2	1	1	1.0	4.0	1	Wadjet__JetA_I	mandatory	490	4e-149	495.7	0.996	0.994	2	488		JBEGEV010000062.1_Wadjet_1	Wadjet	Wadjet_I	Defense
JBEGEV010000062.1	JBEGEV010000062.1_24	Wadjet__JetB_I	3379	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JBEGEV010000062.1_Wadjet_I_2	1	1	1.0	4.0	1	Wadjet__JetB_I	mandatory	235	1.1e-63	212.7	0.835	0.911	17	230		JBEGEV010000062.1_Wadjet_1	Wadjet	Wadjet_I	Defense
JBEGEV010000062.1	JBEGEV010000062.1_25	Wadjet__JetC_I	3380	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JBEGEV010000062.1_Wadjet_I_2	1	1	1.0	4.0	1	Wadjet__JetC_I	mandatory	1131	0.0	1166.9	0.993	0.969	19	1114		JBEGEV010000062.1_Wadjet_1	Wadjet	Wadjet_I	Defense
JBEGEV010000062.1	JBEGEV010000062.1_26	Wadjet__JetD_I	3381	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JBEGEV010000062.1_Wadjet_I_2	1	1	1.0	4.0	1	Wadjet__JetD_I	mandatory	394	1e-103	345.6	0.969	0.98	7	392		JBEGEV010000062.1_Wadjet_1	Wadjet	Wadjet_I	Defense
JBEGEV010000063.1	JBEGEV010000063.1_11	SoFic__SoFic	3393	defense-finder-models/DefenseFinder/SoFIC/SoFic	JBEGEV010000063.1_SoFic_7	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	383	1.7000000000000002e-106	354.4	0.983	0.953	17	381			SoFIC	SoFic	Defense
JBEGEV010000063.1	JBEGEV010000063.1_24	DS-10__DS-10	3406	defense-finder-models/DefenseFinder/DS-10/DS-10	JBEGEV010000063.1_DS-10_5	1	1	1.0	1.0	1	DS-10__DS-10	mandatory	465	2.2e-150	499.3	1.0	0.998	1	464			DS-10	DS-10	Defense
JBEGEV010000063.1	JBEGEV010000063.1_25	RloC__RloC	3407	defense-finder-models/DefenseFinder/RloC/RloC	JBEGEV010000063.1_RloC_6	1	1	1.0	1.0	1	RloC__RloC	mandatory	768	1.7e-182	606.8	0.996	0.995	1	764			RloC	RloC	Defense
JBEGEV010000008.1	JBEGEV010000008.1_67	SoFic__SoFic	3944	defense-finder-models/DefenseFinder/SoFIC/SoFic	JBEGEV010000008.1_SoFic_8	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	373	4.3e-120	399.2	0.975	0.93	9	355			SoFIC	SoFic	Defense
JBEGEV010000089.1	JBEGEV010000089.1_17	HEC-09__HEC-09	4152	defense-finder-models/DefenseFinder/HEC-09/HEC-09	JBEGEV010000089.1_HEC-09_10	1	1	1.0	1.0	1	HEC-09__HEC-09	mandatory	234	7.5e-36	121.5	0.805	0.979	5	233			HEC-09	HEC-09	Defense
