sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGGB010000048.1_Wadjet_I_12	Wadjet	Wadjet_I	Defense	JBEGGB010000048.1_19	JBEGGB010000048.1_21	JBEGGB010000048.1_19,JBEGGB010000048.1_20,JBEGGB010000048.1_21	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEGGB010000051.1_Zorya_TypeIII_3	Zorya	Zorya_TypeIII	Defense	JBEGGB010000051.1_20	JBEGGB010000051.1_23	JBEGGB010000051.1_20,JBEGGB010000051.1_21,JBEGGB010000051.1_22,JBEGGB010000051.1_23	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JBEGGB010000057.1_Prometheus_17	Prometheus	Prometheus	Defense	JBEGGB010000057.1_23	JBEGGB010000057.1_23	JBEGGB010000057.1_23	1	Prometheus__ProA
JBEGGB010000072.1_CBASS_II_7	CBASS	CBASS_II	Defense	JBEGGB010000072.1_28	JBEGGB010000072.1_31	JBEGGB010000072.1_28,JBEGGB010000072.1_29,JBEGGB010000072.1_30,JBEGGB010000072.1_31	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Phospholipase
JBEGGB010000095.1_HEC-09_15	HEC-09	HEC-09	Defense	JBEGGB010000095.1_6	JBEGGB010000095.1_6	JBEGGB010000095.1_6	1	HEC-09__HEC-09
JBEGGB010000106.1_SoFic_18	SoFIC	SoFic	Defense	JBEGGB010000106.1_6	JBEGGB010000106.1_6	JBEGGB010000106.1_6	1	SoFic__SoFic
JBEGGB010000132.1_6A_MBL_14	6A_MBL	6A_MBL	Defense	JBEGGB010000132.1_6	JBEGGB010000132.1_7	JBEGGB010000132.1_6,JBEGGB010000132.1_7	2	6A_MBL__MblB,6A_MBL__cap2_3
JBEGGB010000137.1_DS-1_4	DS-1	DS-1	Defense	JBEGGB010000137.1_12	JBEGGB010000137.1_13	JBEGGB010000137.1_12,JBEGGB010000137.1_13	2	DS-1__DS-1A,DS-1__DS-1B
JBEGGB010000138.1_RM_Type_I_20	RM	RM_Type_I	Defense	JBEGGB010000138.1_3	JBEGGB010000138.1_8	JBEGGB010000138.1_3,JBEGGB010000138.1_6,JBEGGB010000138.1_8	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
JBEGGB010000144.1_RloC_13	RloC	RloC	Defense	JBEGGB010000144.1_5	JBEGGB010000144.1_5	JBEGGB010000144.1_5	1	RloC__RloC
JBEGGB010000147.1_RM_Type_I_22	RM	RM_Type_I	Defense	JBEGGB010000147.1_2	JBEGGB010000147.1_6	JBEGGB010000147.1_2,JBEGGB010000147.1_3,JBEGGB010000147.1_6	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEGGB010000157.1_Hypnos_10	Hypnos	Hypnos	Defense	JBEGGB010000157.1_5	JBEGGB010000157.1_5	JBEGGB010000157.1_5	1	Hypnos__HyoA
JBEGGB010000181.1_HEC-09_16	HEC-09	HEC-09	Defense	JBEGGB010000181.1_6	JBEGGB010000181.1_6	JBEGGB010000181.1_6	1	HEC-09__HEC-09
JBEGGB010000192.1_AbiE_1	AbiE	AbiE	Defense	JBEGGB010000192.1_3	JBEGGB010000192.1_4	JBEGGB010000192.1_3,JBEGGB010000192.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JBEGGB010000205.1_Gabija_2	Gabija	Gabija	Defense	JBEGGB010000205.1_1	JBEGGB010000205.1_2	JBEGGB010000205.1_1,JBEGGB010000205.1_2	2	Gabija__GajA,Gabija__GajB_2
JBEGGB010000222.1_CBASS_I_9	CBASS	CBASS_I	Defense	JBEGGB010000222.1_1	JBEGGB010000222.1_2	JBEGGB010000222.1_1,JBEGGB010000222.1_2	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
