replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
CP168203.1	CP168203.1_80	HEC-09__HEC-09	80	defense-finder-models/DefenseFinder/HEC-09/HEC-09	CP168203.1_HEC-09_3	1	1	1.0	1.0	1	HEC-09__HEC-09	mandatory	319	7.700000000000001e-32	108.3	0.825	0.777	5	252			HEC-09	HEC-09	Defense
CP168203.1	CP168203.1_142	Retron_XI__RT_11	142	defense-finder-models/DefenseFinder/Retron/Retron_XI	CP168203.1_Retron_XI_6	1	1	1.0	1.0	1	Retron_XI__RT_11	mandatory	541	4.4e-152	505.4	0.982	0.98	4	533			Retron	Retron_XI	Defense
CP168203.1	CP168203.1_250	SoFic__SoFic	250	defense-finder-models/DefenseFinder/SoFIC/SoFic	CP168203.1_SoFic_8	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	385	1.3e-121	404.1	0.981	0.909	18	367			SoFIC	SoFic	Defense
CP168203.1	CP168203.1_332	RM_Type_II__Type_II_MTases_FAM_41	332	defense-finder-models/RM/RM/RM_Type_II	CP168203.1_RM_Type_II_18	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	405	2.7000000000000003e-133	442.6	0.955	0.938	1	380			RM	RM_Type_II	Defense
CP168203.1	CP168203.1_333	RM_Type_II__Type_II_REase25	333	defense-finder-models/RM/RM/RM_Type_II	CP168203.1_RM_Type_II_18	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	212	3.5e-24	84.2	0.732	0.906	8	199			RM	RM_Type_II	Defense
CP168203.1	CP168203.1_370	AbiD__AbiD	370	defense-finder-models/DefenseFinder/AbiD/AbiD	CP168203.1_AbiD_1	1	1	1.0	1.0	1	AbiD__AbiD	mandatory	307	1.1e-74	249.6	0.929	0.987	1	303			AbiD	AbiD	Defense
CP168203.1	CP168203.1_649	PD-Lambda-1__PD-Lambda-1	649	defense-finder-models/DefenseFinder/PD-Lambda-1/PD-Lambda-1	CP168203.1_PD-Lambda-1_5	1	1	1.0	1.0	1	PD-Lambda-1__PD-Lambda-1	mandatory	436	2.4e-121	403.8	0.803	0.878	47	429			PD-Lambda-1	PD-Lambda-1	Defense
CP168203.1	CP168203.1_2102	Wadjet__JetD_I	2102	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168203.1_Wadjet_I_11	1	1	1.0	4.0	1	Wadjet__JetD_I	mandatory	352	1.7000000000000002e-58	196.6	0.891	0.977	3	346		CP168203.1_Wadjet_9	Wadjet	Wadjet_I	Defense
CP168203.1	CP168203.1_2103	Wadjet__JetC_I	2103	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168203.1_Wadjet_I_11	1	1	1.0	4.0	1	Wadjet__JetC_I	mandatory	1104	3.1e-218	725.2	0.988	0.979	13	1093		CP168203.1_Wadjet_9	Wadjet	Wadjet_I	Defense
CP168203.1	CP168203.1_2104	Wadjet__JetB_I	2104	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168203.1_Wadjet_I_11	1	1	1.0	4.0	1	Wadjet__JetB_I	mandatory	235	1e-37	127.7	0.793	0.83	30	224		CP168203.1_Wadjet_9	Wadjet	Wadjet_I	Defense
CP168203.1	CP168203.1_2105	Wadjet__JetA_I	2105	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168203.1_Wadjet_I_11	1	1	1.0	4.0	1	Wadjet__JetA_I	mandatory	509	1.5e-77	259.5	0.974	0.935	21	496		CP168203.1_Wadjet_9	Wadjet	Wadjet_I	Defense
CP168203.1	CP168203.1_2726	RloC__RloC	2726	defense-finder-models/DefenseFinder/RloC/RloC	CP168203.1_RloC_7	1	1	1.0	1.0	1	RloC__RloC	mandatory	869	4.3e-112	374.0	0.99	0.901	80	862			RloC	RloC	Defense
CP168203.1	CP168203.1_2752	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	2752	defense-finder-models/RM/RM/RM_Type_III	CP168203.1_RM_Type_III_20	1	1	1.0	2.0	1	RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed	mandatory	884	3.1e-111	370.9	0.931	0.938	51	879			RM	RM_Type_III	Defense
CP168203.1	CP168203.1_2753	RM_Type_III__Type_III_MTases_FAM_0	2753	defense-finder-models/RM/RM/RM_Type_III	CP168203.1_RM_Type_III_20	1	1	1.0	2.0	1	RM_Type_III__Type_III_MTases_FAM_0	mandatory	521	2.1000000000000002e-111	371.8	0.693	0.777	2	406			RM	RM_Type_III	Defense
CP168203.1	CP168203.1_2863	RM__Type_I_REases_FAM_1.einsi_trimmed	2863	defense-finder-models/RM/RM/RM_Type_I	CP168203.1_RM_Type_I_17	1	1	0.667	2.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1028	0.0	1102.4	0.993	0.984	4	1015		CP168203.1_PrrC_16	RM	RM_Type_I	Defense
CP168203.1	CP168203.1_2867	RM__Type_I_MTases_FAM_3	2867	defense-finder-models/RM/RM/RM_Type_I	CP168203.1_RM_Type_I_17	1	1	0.667	2.0	1	RM__Type_I_MTases_FAM_0	mandatory	729	5.899999999999999e-257	852.1	0.995	0.995	2	726		CP168203.1_PrrC_16	RM	RM_Type_I	Defense
CP168203.1	CP168203.1_3523	Zorya_III__ZorG3	3523	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	CP168203.1_Zorya_TypeIII_13	1	1	0.75	3.0	1	Zorya_III__ZorG3	mandatory	246	1.3e-93	311.3	0.892	0.992	1	244			Zorya	Zorya_TypeIII	Defense
CP168203.1	CP168203.1_3525	Zorya__ZorB	3525	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	CP168203.1_Zorya_TypeIII_13	1	1	0.75	3.0	1	Zorya__ZorB	mandatory	225	4.6e-15	53.6	0.83	0.884	9	207			Zorya	Zorya_TypeIII	Defense
CP168203.1	CP168203.1_3526	Zorya_III__ZorF3	3526	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	CP168203.1_Zorya_TypeIII_13	1	1	0.75	3.0	1	Zorya_III__ZorF3	mandatory	217	1.3e-80	268.7	0.815	0.968	1	210			Zorya	Zorya_TypeIII	Defense
CP168203.1	CP168203.1_3551	Mokosh_TypeII__MkoC	3551	defense-finder-models/DefenseFinder/Mokosh/Mokosh_TypeII	CP168203.1_Mokosh_TypeII_4	1	1	1.0	1.0	1	Mokosh_TypeII__MkoC	mandatory	1172	0.0	1454.3	0.998	0.996	1	1167			Mokosh	Mokosh_TypeII	Defense
CP168203.1	CP168203.1_3554	Gabija__GajB_1	3554	defense-finder-models/DefenseFinder/Gabija/Gabija	CP168203.1_Gabija_2	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	622	4e-108	360.2	0.977	0.976	13	619			Gabija	Gabija	Defense
CP168203.1	CP168203.1_3555	Gabija__GajA	3555	defense-finder-models/DefenseFinder/Gabija/Gabija	CP168203.1_Gabija_2	1	1	1.0	2.0	1	Gabija__GajA	mandatory	763	1e-125	418.8	0.997	0.976	1	745			Gabija	Gabija	Defense
CP168203.1	CP168203.1_3585	RM_Type_IIG__Type_IIG_FAM_2.einsi_trimmed	3585	defense-finder-models/RM/RM/RM_Type_IIG	CP168203.1_RM_Type_IIG_19	1	1	0.167	1.0	1	RM_Type_IIG__Type_IIG_FAM_2.einsi_trimmed	mandatory	1492	3.4e-268	891.1	0.814	0.934	7	1400			RM	RM_Type_IIG	Defense
CP168203.1	CP168203.1_4016	Wadjet__JetD_I	4016	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168203.1_Wadjet_I_12	1	1	1.0	4.0	1	Wadjet__JetD_I	mandatory	394	2.6e-104	347.4	0.969	0.98	7	392		CP168203.1_Wadjet_10	Wadjet	Wadjet_I	Defense
CP168203.1	CP168203.1_4017	Wadjet__JetC_I	4017	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168203.1_Wadjet_I_12	1	1	1.0	4.0	1	Wadjet__JetC_I	mandatory	1131	0.0	1172.0	0.993	0.969	19	1114		CP168203.1_Wadjet_10	Wadjet	Wadjet_I	Defense
CP168203.1	CP168203.1_4018	Wadjet__JetB_I	4018	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168203.1_Wadjet_I_12	1	1	1.0	4.0	1	Wadjet__JetB_I	mandatory	235	1.1e-63	212.6	0.835	0.906	18	230		CP168203.1_Wadjet_10	Wadjet	Wadjet_I	Defense
CP168203.1	CP168203.1_4019	Wadjet__JetA_I	4019	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168203.1_Wadjet_I_12	1	1	1.0	4.0	1	Wadjet__JetA_I	mandatory	490	1.2e-149	497.4	0.994	0.992	2	487		CP168203.1_Wadjet_10	Wadjet	Wadjet_I	Defense
