sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGGA010000052.1_Wadjet_I_11	Wadjet	Wadjet_I	Defense	JBEGGA010000052.1_12	JBEGGA010000052.1_14	JBEGGA010000052.1_12,JBEGGA010000052.1_13,JBEGGA010000052.1_14	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEGGA010000054.1_Zorya_TypeIII_9	Zorya	Zorya_TypeIII	Defense	JBEGGA010000054.1_20	JBEGGA010000054.1_23	JBEGGA010000054.1_20,JBEGGA010000054.1_21,JBEGGA010000054.1_22,JBEGGA010000054.1_23	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JBEGGA010000062.1_Prometheus_15	Prometheus	Prometheus	Defense	JBEGGA010000062.1_2	JBEGGA010000062.1_2	JBEGGA010000062.1_2	1	Prometheus__ProA
JBEGGA010000065.1_Gabija_4	Gabija	Gabija	Defense	JBEGGA010000065.1_22	JBEGGA010000065.1_23	JBEGGA010000065.1_22,JBEGGA010000065.1_23	2	Gabija__GajA,Gabija__GajB_2
JBEGGA010000092.1_CBASS_II_7	CBASS	CBASS_II	Defense	JBEGGA010000092.1_22	JBEGGA010000092.1_25	JBEGGA010000092.1_22,JBEGGA010000092.1_23,JBEGGA010000092.1_24,JBEGGA010000092.1_25	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Phospholipase
JBEGGA010000104.1_SoFic_17	SoFIC	SoFic	Defense	JBEGGA010000104.1_6	JBEGGA010000104.1_6	JBEGGA010000104.1_6	1	SoFic__SoFic
JBEGGA010000127.1_6A_MBL_8	6A_MBL	6A_MBL	Defense	JBEGGA010000127.1_6	JBEGGA010000127.1_7	JBEGGA010000127.1_6,JBEGGA010000127.1_7	2	6A_MBL__MblB,6A_MBL__cap2_3
JBEGGA010000133.1_DS-1_16	DS-1	DS-1	Defense	JBEGGA010000133.1_1	JBEGGA010000133.1_2	JBEGGA010000133.1_1,JBEGGA010000133.1_2	2	DS-1__DS-1A,DS-1__DS-1B
JBEGGA010000134.1_RM_Type_I_20	RM	RM_Type_I	Defense	JBEGGA010000134.1_6	JBEGGA010000134.1_11	JBEGGA010000134.1_6,JBEGGA010000134.1_8,JBEGGA010000134.1_11	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
JBEGGA010000141.1_RloC_18	RloC	RloC	Defense	JBEGGA010000141.1_5	JBEGGA010000141.1_5	JBEGGA010000141.1_5	1	RloC__RloC
JBEGGA010000143.1_RM_Type_I_22	RM	RM_Type_I	Defense	JBEGGA010000143.1_2	JBEGGA010000143.1_6	JBEGGA010000143.1_2,JBEGGA010000143.1_3,JBEGGA010000143.1_6	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEGGA010000151.1_Hypnos_12	Hypnos	Hypnos	Defense	JBEGGA010000151.1_5	JBEGGA010000151.1_5	JBEGGA010000151.1_5	1	Hypnos__HyoA
JBEGGA010000170.1_HEC-09_13	HEC-09	HEC-09	Defense	JBEGGA010000170.1_3	JBEGGA010000170.1_3	JBEGGA010000170.1_3	1	HEC-09__HEC-09
JBEGGA010000185.1_HEC-09_14	HEC-09	HEC-09	Defense	JBEGGA010000185.1_1	JBEGGA010000185.1_1	JBEGGA010000185.1_1	1	HEC-09__HEC-09
JBEGGA010000188.1_AbiE_1	AbiE	AbiE	Defense	JBEGGA010000188.1_3	JBEGGA010000188.1_4	JBEGGA010000188.1_3,JBEGGA010000188.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JBEGGA010000218.1_CBASS_I_3	CBASS	CBASS_I	Defense	JBEGGA010000218.1_1	JBEGGA010000218.1_2	JBEGGA010000218.1_1,JBEGGA010000218.1_2	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
