hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
CP167246.1_16	CP167246.1	16	487	DISARM__drmC	5e-19	66.8	0.619	0.32	300	455
CP167246.1_73	CP167246.1	73	832	BREX__brxHI	1.4000000000000001e-43	147.2	0.463	0.406	77	414
CP167246.1_167	CP167246.1	167	628	Gabija__GajA	1.6000000000000002e-46	157.3	0.8	0.868	1	545
CP167246.1_262	CP167246.1	262	385	SoFic__SoFic	1.1e-123	411.0	0.975	0.904	20	367
CP167246.1_356	CP167246.1	356	269	Gao_Qat__QatD	2.6e-15	54.4	0.799	0.773	16	223
CP167246.1_370	CP167246.1	370	233	WYL_I_II_III_IV_V_VI_4	5.2e-12	44.2	0.5	0.369	137	222
CP167246.1_370	CP167246.1	370	233	WYL_I_II_III_IV_V_VI_1	1.7e-61	206.4	0.709	0.944	1	220
CP167246.1_389	CP167246.1	389	155	Nantosuelta__VCA0322	3.2999999999999996e-53	178.7	0.585	0.981	1	152
CP167246.1_519	CP167246.1	519	299	Ukko__UkkD2	2.2e-60	202.2	0.95	0.883	20	283
CP167246.1_519	CP167246.1	519	299	Ukko__UkkD1	2.2e-60	202.2	0.95	0.883	20	283
CP167246.1_548	CP167246.1	548	353	gcu24__gcu24	2.7e-50	169.8	0.835	0.938	5	335
CP167246.1_655	CP167246.1	655	270	RM_Type_II__Type_II_MTases_FAM_23	8.7e-14	49.3	0.588	0.667	89	268
CP167246.1_655	CP167246.1	655	270	RM_Type_II__Type_II_MTases_FAM_4	6.3e-68	227.0	0.989	0.978	5	268
CP167246.1_714	CP167246.1	714	322	WYL_I_II_III_IV_V_VI_4	1e-39	134.4	0.965	0.528	144	313
CP167246.1_714	CP167246.1	714	322	WYL_I_II_III_IV_V_VI_1	4.9e-68	227.9	0.984	0.994	1	320
CP167246.1_752	CP167246.1	752	318	Ukko__UkkC2	4.7e-56	188.5	0.974	0.953	6	308
CP167246.1_1152	CP167246.1	1152	824	Dodola__DolB	1.3e-10	38.9	0.507	0.237	311	505
CP167246.1_1159	CP167246.1	1159	245	DEDDh_I_II_III_IV_V_VI_1	4.9e-35	119.0	0.994	0.665	4	166
CP167246.1_1236	CP167246.1	1236	834	RM_Type_II__Type_II_MTases_FAM_13	1.8e-14	51.2	0.421	0.309	153	410
CP167246.1_1236	CP167246.1	1236	834	RM_Type_II__Type_II_MTases_FAM_33	1.4000000000000001e-43	147.4	0.444	0.294	162	406
CP167246.1_1236	CP167246.1	1236	834	RM__Type_I_MTases_FAM_1	3.5e-50	168.9	0.922	0.573	16	493
CP167246.1_1236	CP167246.1	1236	834	RM__Type_I_MTases_FAM_3	4.9e-58	194.8	0.689	0.553	10	470
CP167246.1_1236	CP167246.1	1236	834	PrrC__EcoprrI	2e-74	249.8	0.889	0.591	4	496
CP167246.1_1236	CP167246.1	1236	834	RM__Type_I_MTases_FAM_0	2.4e-163	542.7	0.986	0.994	4	832
CP167246.1_1237	CP167246.1	1237	454	RM__Type_I_S_06	1.7e-30	104.4	0.556	0.683	136	445
CP167246.1_1237	CP167246.1	1237	454	RM__Type_I_S_03	2.8e-36	123.7	0.832	0.923	24	442
CP167246.1_1237	CP167246.1	1237	454	RM__Type_I_S_02	4.1e-38	129.6	0.637	0.674	139	444
CP167246.1_1237	CP167246.1	1237	454	RM__Type_I_S_52	8.800000000000001e-79	263.8	0.673	0.941	16	442
CP167246.1_1237	CP167246.1	1237	454	RM__Type_I_S_04	1.9e-83	279.2	0.756	0.934	22	445
CP167246.1_1237	CP167246.1	1237	454	RM__Type_I_S_51	3.9e-97	323.6	0.826	0.952	15	446
CP167246.1_1239	CP167246.1	1239	1114	RM__Type_I_REases_FAM_0.einsi_trimmed	1.9e-153	511.1	0.886	0.879	6	984
CP167246.1_1408	CP167246.1	1408	175	RM_Type_II__Type_II_MTases_FAM_3	5.3e-09	33.9	0.522	0.749	39	169
CP167246.1_1408	CP167246.1	1408	175	RM_Type_II__Type_II_MTases_FAM_1	2.7e-19	67.7	0.465	0.76	37	169
CP167246.1_1431	CP167246.1	1431	869	RloC__RloC	1.4000000000000001e-109	365.8	0.99	0.901	80	862
CP167246.1_1437	CP167246.1	1437	651	RM_Type_II__Type_II_REase06	4.0000000000000004e-20	70.8	0.688	0.588	32	414
CP167246.1_1460	CP167246.1	1460	971	recD_IV-D_1	2.5000000000000002e-30	103.2	0.582	0.468	438	891
CP167246.1_1466	CP167246.1	1466	391	Ukko__UkkD2	3.3e-28	96.8	0.622	0.476	27	212
CP167246.1_1466	CP167246.1	1466	391	Ukko__UkkD1	3.3e-28	96.8	0.622	0.476	27	212
CP167246.1_1470	CP167246.1	1470	264	Ukko__UkkA1	1.7999999999999999e-93	311.0	0.941	0.962	9	262
CP167246.1_1470	CP167246.1	1470	264	Ukko__UkkA2	1.7999999999999999e-93	311.0	0.941	0.962	9	262
CP167246.1_1582	CP167246.1	1582	834	BREX__brxHI	1e-48	164.2	0.854	0.763	23	658
CP167246.1_1582	CP167246.1	1582	834	Shango__SngC	3.8e-62	208.8	0.869	0.771	16	658
CP167246.1_1718	CP167246.1	1718	278	CBASS__AG_E1_ThiF	3.5999999999999997e-33	112.9	0.59	0.522	20	164
CP167246.1_1719	CP167246.1	1719	256	Gao_Qat__QatD	1e-16	59.0	0.953	0.973	2	250
CP167246.1_1729	CP167246.1	1729	242	Zorya__ZorB	2.7e-11	41.3	0.562	0.558	93	227
CP167246.1_1798	CP167246.1	1798	212	DEDDh_I_II_III_IV_V_VI_1	3.5e-24	83.8	0.994	0.825	26	200
CP167246.1_1829	CP167246.1	1829	482	DEDDh_I_II_III_IV_V_VI_1	4.6e-17	60.6	0.975	0.373	6	185
CP167246.1_1844	CP167246.1	1844	1168	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.4e-10	38.9	0.633	0.405	658	1130
CP167246.1_1844	CP167246.1	1844	1168	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	7.3e-12	42.1	0.434	0.415	1	485
CP167246.1_1844	CP167246.1	1844	1168	Wadjet__JetC_I	1e-12	44.8	0.449	0.429	341	841
CP167246.1_1918	CP167246.1	1918	375	Veles__VlsB1	1.9e-114	380.5	0.959	0.941	18	370
CP167246.1_1918	CP167246.1	1918	375	Veles__VlsB2	1.7e-114	380.8	0.921	0.939	18	369
CP167246.1_2143	CP167246.1	2143	325	Zorya__ZorB	2.8e-06	24.8	0.638	0.465	120	270
CP167246.1_2147	CP167246.1	2147	802	Gabija__GajA	1.8e-120	401.5	0.995	0.958	1	768
CP167246.1_2148	CP167246.1	2148	590	Gabija__GajB_3	1.1e-09	36.0	0.506	0.368	29	245
CP167246.1_2148	CP167246.1	2148	590	Gabija__GajB_2	6.100000000000001e-34	115.5	0.648	0.9	25	555
CP167246.1_2148	CP167246.1	2148	590	Gabija__GajB_1	2.9999999999999998e-133	443.1	0.877	0.968	5	575
CP167246.1_2192	CP167246.1	2192	370	Veles__VlsB1	1.1e-123	410.9	0.97	0.978	3	364
CP167246.1_2192	CP167246.1	2192	370	Veles__VlsB2	1.8e-126	420.2	0.936	0.981	2	364
CP167246.1_2229	CP167246.1	2229	761	Dodola__DolB	1.2000000000000001e-20	71.9	0.491	0.254	429	621
CP167246.1_2251	CP167246.1	2251	381	CBASS__AG_E1_ThiF	2e-70	234.9	0.992	0.625	119	356
CP167246.1_2322	CP167246.1	2322	155	Veles__VlsC1	9.6e-38	127.6	0.959	0.974	2	152
CP167246.1_2322	CP167246.1	2322	155	Veles__VlsC2	8.5e-38	127.7	0.953	0.961	3	151
CP167246.1_2369	CP167246.1	2369	195	DEDDh_I_II_III_IV_V_VI_1	1.9e-10	39.1	0.956	0.805	12	168
CP167246.1_2583	CP167246.1	2583	284	RM_Type_II__Type_II_MTases_FAM_4	1.7e-17	61.6	0.852	0.817	3	234
CP167246.1_2594	CP167246.1	2594	1465	Shango__SngC	4.3999999999999996e-67	225.2	0.743	0.371	17	560
CP167246.1_2594	CP167246.1	2594	1465	BREX__brxHI	5.2000000000000005e-71	237.9	0.743	0.382	24	583
CP167246.1_2603	CP167246.1	2603	322	WYL_I_II_III_IV_V_VI_4	1.6e-22	78.3	0.977	0.525	142	310
CP167246.1_2603	CP167246.1	2603	322	WYL_I_II_III_IV_V_VI_1	3.1e-50	169.4	0.968	0.963	4	313
CP167246.1_2657	CP167246.1	2657	382	Dpd__DpdA	1.5e-07	28.5	0.52	0.545	141	348
CP167246.1_2982	CP167246.1	2982	546	DISARM__drmC	2.5e-13	48.1	0.517	0.26	354	495
CP167246.1_3040	CP167246.1	3040	415	Dnd__DndA	1.3e-35	121.0	0.865	0.819	34	373
CP167246.1_3113	CP167246.1	3113	498	Gao_Mza__MzaB	1.0999999999999999e-174	580.1	0.875	0.988	5	496
CP167246.1_3114	CP167246.1	3114	973	RM_Type_II__Type_II_REase38	1.4e-177	590.5	0.913	0.932	61	967
CP167246.1_3114	CP167246.1	3114	973	Gao_Mza__MzaC	0.0	1034.9	0.909	0.982	12	966
CP167246.1_3115	CP167246.1	3115	339	Gao_Mza__MzaD	6.4e-96	319.5	0.968	0.976	6	336
CP167246.1_3116	CP167246.1	3116	590	Gao_Mza__MzaE	1e-221	735.6	0.975	0.976	1	576
CP167246.1_3120	CP167246.1	3120	522	RM_Type_II__Type_II_MTases_FAM_2	8.2e-39	131.7	0.959	0.966	7	510
CP167246.1_3120	CP167246.1	3120	522	Druantia_II__DruM	1.4999999999999998e-47	160.6	0.842	0.979	4	514
CP167246.1_3120	CP167246.1	3120	522	RM_Type_II__Type_II_MTases_FAM_0	2.0999999999999998e-66	222.6	0.97	0.973	7	514
CP167246.1_3120	CP167246.1	3120	522	DISARM_2__drmMII	2.3000000000000003e-84	281.6	0.968	0.977	7	516
CP167246.1_3153	CP167246.1	3153	306	Brig1__ADP_ribosyl	2.2e-57	192.9	0.44	0.935	6	291
