sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAUBKZ010000003.1_Zorya_TypeIII_9	Zorya	Zorya_TypeIII	Defense	JAUBKZ010000003.1_15	JAUBKZ010000003.1_18	JAUBKZ010000003.1_15,JAUBKZ010000003.1_16,JAUBKZ010000003.1_17,JAUBKZ010000003.1_18	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JAUBKZ010000017.1_CBASS_II_6	CBASS	CBASS_II	Defense	JAUBKZ010000017.1_6	JAUBKZ010000017.1_9	JAUBKZ010000017.1_6,JAUBKZ010000017.1_7,JAUBKZ010000017.1_8,JAUBKZ010000017.1_9	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Phospholipase
JAUBKZ010000017.1_Gao_TerY_7	Gao_TerY	Gao_TerY	Defense	JAUBKZ010000017.1_10	JAUBKZ010000017.1_12	JAUBKZ010000017.1_10,JAUBKZ010000017.1_11,JAUBKZ010000017.1_12	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
JAUBKZ010000021.1_SspBCDE_1	SspBCDE	SspBCDE	Defense	JAUBKZ010000021.1_26	JAUBKZ010000021.1_28	JAUBKZ010000021.1_26,JAUBKZ010000021.1_27,JAUBKZ010000021.1_28	3	SspBCDE__SspB,SspBCDE__SspC,SspBCDE__SspD
JAUBKZ010000029.1_CAS_Class1-Subtype-I-F_16	Cas	CAS_Class1-Subtype-I-F	Defense	JAUBKZ010000029.1_22	JAUBKZ010000029.1_27	JAUBKZ010000029.1_22,JAUBKZ010000029.1_23,JAUBKZ010000029.1_24,JAUBKZ010000029.1_25,JAUBKZ010000029.1_26,JAUBKZ010000029.1_27	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
JAUBKZ010000059.1_RM_Type_I_15	RM	RM_Type_I	Defense	JAUBKZ010000059.1_3	JAUBKZ010000059.1_7	JAUBKZ010000059.1_3,JAUBKZ010000059.1_4,JAUBKZ010000059.1_7	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAUBKZ010000066.1_Erebus_3	Erebus	Erebus	Defense	JAUBKZ010000066.1_21	JAUBKZ010000066.1_21	JAUBKZ010000066.1_21	1	Erebus__EruA
JAUBKZ010000096.1_Wadjet_I_12	Wadjet	Wadjet_I	Defense	JAUBKZ010000096.1_1	JAUBKZ010000096.1_6	JAUBKZ010000096.1_1,JAUBKZ010000096.1_2,JAUBKZ010000096.1_4,JAUBKZ010000096.1_6	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
JAUBKZ010000112.1_AbiD_10	AbiD	AbiD	Defense	JAUBKZ010000112.1_8	JAUBKZ010000112.1_8	JAUBKZ010000112.1_8	1	AbiD__AbiD
JAUBKZ010000138.1_Prometheus_13	Prometheus	Prometheus	Defense	JAUBKZ010000138.1_2	JAUBKZ010000138.1_2	JAUBKZ010000138.1_2	1	Prometheus__ProA
JAUBKZ010000150.1_AbiE_8	AbiE	AbiE	Defense	JAUBKZ010000150.1_3	JAUBKZ010000150.1_4	JAUBKZ010000150.1_3,JAUBKZ010000150.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JAUBKZ010000154.1_Septu_2	Septu	Septu	Defense	JAUBKZ010000154.1_3	JAUBKZ010000154.1_4	JAUBKZ010000154.1_3,JAUBKZ010000154.1_4	2	Septu__PtuA_2,Septu__PtuB_2
