replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
CP167246.1	CP167246.1_262	SoFic__SoFic	262	defense-finder-models/DefenseFinder/SoFIC/SoFic	CP167246.1_SoFic_5	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	385	1.1e-123	411.0	0.975	0.904	20	367			SoFIC	SoFic	Defense
CP167246.1	CP167246.1_389	Nantosuelta__VCA0322	389	defense-finder-models/DefenseFinder/Nantosuelta/Nantosuelta	CP167246.1_Nantosuelta_3	1	1	1.0	1.0	1	Nantosuelta__VCA0322	mandatory	155	3.2999999999999996e-53	178.7	0.585	0.981	1	152			Nantosuelta	Nantosuelta	Defense
CP167246.1	CP167246.1_548	gcu24__gcu24	548	defense-finder-models/DefenseFinder/gcu24/gcu24	CP167246.1_gcu24_9	1	1	1.0	1.0	1	gcu24__gcu24	mandatory	353	2.7e-50	169.8	0.835	0.938	5	335			gcu24	gcu24	Defense
CP167246.1	CP167246.1_1236	RM__Type_I_MTases_FAM_0	1236	defense-finder-models/RM/RM/RM_Type_I	CP167246.1_RM_Type_I_11	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	834	2.4e-163	542.7	0.986	0.994	4	832		CP167246.1_PrrC_10	RM	RM_Type_I	Defense
CP167246.1	CP167246.1_1237	RM__Type_I_S_51	1237	defense-finder-models/RM/RM/RM_Type_I	CP167246.1_RM_Type_I_11	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	454	3.9e-97	323.6	0.826	0.952	15	446		CP167246.1_PrrC_10	RM	RM_Type_I	Defense
CP167246.1	CP167246.1_1239	RM__Type_I_REases_FAM_0.einsi_trimmed	1239	defense-finder-models/RM/RM/RM_Type_I	CP167246.1_RM_Type_I_11	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1114	1.8999999999999998e-153	511.1	0.886	0.879	6	984		CP167246.1_PrrC_10	RM	RM_Type_I	Defense
CP167246.1	CP167246.1_1431	RloC__RloC	1431	defense-finder-models/DefenseFinder/RloC/RloC	CP167246.1_RloC_4	1	1	1.0	1.0	1	RloC__RloC	mandatory	869	1.4e-109	365.8	0.99	0.901	80	862			RloC	RloC	Defense
CP167246.1	CP167246.1_2147	Gabija__GajA	2147	defense-finder-models/DefenseFinder/Gabija/Gabija	CP167246.1_Gabija_1	1	1	1.0	2.0	1	Gabija__GajA	mandatory	802	1.7999999999999998e-120	401.5	0.995	0.958	1	768			Gabija	Gabija	Defense
CP167246.1	CP167246.1_2148	Gabija__GajB_1	2148	defense-finder-models/DefenseFinder/Gabija/Gabija	CP167246.1_Gabija_1	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	590	2.9999999999999998e-133	443.1	0.877	0.968	5	575			Gabija	Gabija	Defense
CP167246.1	CP167246.1_3113	Gao_Mza__MzaB	3113	defense-finder-models/DefenseFinder/Gao_Mza/Gao_Mza	CP167246.1_Gao_Mza_2	1	1	0.8	4.0	1	Gao_Mza__MzaB	mandatory	498	1.1e-174	580.1	0.875	0.988	5	496			Gao_Mza	Gao_Mza	Defense
