replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JBEGEC010000010.1	JBEGEC010000010.1_111	SoFic__SoFic	518	defense-finder-models/DefenseFinder/SoFIC/SoFic	JBEGEC010000010.1_SoFic_12	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	390	5.5e-119	395.6	0.986	0.941	18	384			SoFIC	SoFic	Defense
JBEGEC010000011.1	JBEGEC010000011.1_35	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	633	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	JBEGEC010000011.1_Lamassu-Cap4_nuclease_5	1	1	1.0	2.5	1	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	mandatory	702	6.8e-127	423.0	0.98	0.991	1	696			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
JBEGEC010000011.1	JBEGEC010000011.1_36	Lamassu-Fam__LmuC_acc_Cap4_nuclease	634	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	JBEGEC010000011.1_Lamassu-Cap4_nuclease_5	1	1	1.0	2.5	1	Lamassu-Fam__LmuC_acc_Lipase	accessory	154	2.2e-14	52.2	0.945	0.922	10	151			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
JBEGEC010000011.1	JBEGEC010000011.1_37	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	635	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	JBEGEC010000011.1_Lamassu-Cap4_nuclease_5	1	1	1.0	2.5	1	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	mandatory	420	1.4e-50	171.6	0.949	0.919	24	409			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
JBEGEC010000016.1	JBEGEC010000016.1_48	cas2_I_II_III_IV_V_VI_3	1467	CasFinder/CAS_Class1-Subtype-I-C	JBEGEC010000016.1_CAS_Class1-Subtype-I-C_14	1	1	1.0	7.0	1	cas2_I_II_III_IV_V_VI_3	accessory	97	1.3e-26	90.6	0.987	0.856	3	85		JBEGEC010000016.1_CAS_Class1-Type-I_15,JBEGEC010000016.1_CAS_Cluster_16	Cas	CAS_Class1-Subtype-I-C	Defense
JBEGEC010000016.1	JBEGEC010000016.1_49	cas1_I_II_III_IV_V_VI_6	1468	CasFinder/CAS_Class1-Subtype-I-C	JBEGEC010000016.1_CAS_Class1-Subtype-I-C_14	1	1	1.0	7.0	1	cas1_I_II_III_IV_V_VI_6	accessory	345	1.3e-159	528.8	1.0	0.983	4	342		JBEGEC010000016.1_CAS_Class1-Type-I_15,JBEGEC010000016.1_CAS_Cluster_16	Cas	CAS_Class1-Subtype-I-C	Defense
JBEGEC010000016.1	JBEGEC010000016.1_50	cas4_I_II_III_IV_V_VI_1	1469	CasFinder/CAS_Class1-Subtype-I-C	JBEGEC010000016.1_CAS_Class1-Subtype-I-C_14	1	1	1.0	7.0	1	cas4_I_II_III_IV_V_VI_1	accessory	211	2.9e-38	129.8	1.0	0.863	7	188		JBEGEC010000016.1_CAS_Class1-Type-I_15,JBEGEC010000016.1_CAS_Cluster_16	Cas	CAS_Class1-Subtype-I-C	Defense
JBEGEC010000016.1	JBEGEC010000016.1_51	cas7_I-C_7	1470	CasFinder/CAS_Class1-Subtype-I-C	JBEGEC010000016.1_CAS_Class1-Subtype-I-C_14	1	1	1.0	7.0	1	cas7_I-C_13	mandatory	289	2.5e-121	402.2	0.996	0.969	7	286		JBEGEC010000016.1_CAS_Class1-Type-I_15,JBEGEC010000016.1_CAS_Cluster_16	Cas	CAS_Class1-Subtype-I-C	Defense
JBEGEC010000016.1	JBEGEC010000016.1_52	cas8c_I-C_2	1471	CasFinder/CAS_Class1-Subtype-I-C	JBEGEC010000016.1_CAS_Class1-Subtype-I-C_14	1	1	1.0	7.0	1	cas8c_I-C_4	mandatory	351	2.6e-98	328.0	0.546	0.943	2	332		JBEGEC010000016.1_CAS_Class1-Type-I_15,JBEGEC010000016.1_CAS_Cluster_16	Cas	CAS_Class1-Subtype-I-C	Defense
JBEGEC010000016.1	JBEGEC010000016.1_54	cas5_I-C_11	1473	CasFinder/CAS_Class1-Subtype-I-C	JBEGEC010000016.1_CAS_Class1-Subtype-I-C_14	1	1	1.0	7.0	1	cas5_I-C_11	mandatory	225	4.2e-88	292.4	1.0	0.938	5	215		JBEGEC010000016.1_CAS_Class1-Type-I_15,JBEGEC010000016.1_CAS_Cluster_16	Cas	CAS_Class1-Subtype-I-C	Defense
