sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYFSM010000014.1_Wadjet_II_3	Wadjet	Wadjet_II	Defense	JAYFSM010000014.1_2	JAYFSM010000014.1_5	JAYFSM010000014.1_2,JAYFSM010000014.1_3,JAYFSM010000014.1_4,JAYFSM010000014.1_5	4	Wadjet__JetA_II,Wadjet__JetB_II,Wadjet__JetC_II,Wadjet__JetD_II
JAYFSM010000014.1_Prometheus_1	Prometheus	Prometheus	Defense	JAYFSM010000014.1_6	JAYFSM010000014.1_6	JAYFSM010000014.1_6	1	Prometheus__ProA
JAYFSM010000002.1_RM_Type_I_20	RM	RM_Type_I	Defense	JAYFSM010000002.1_4	JAYFSM010000002.1_8	JAYFSM010000002.1_4,JAYFSM010000002.1_7,JAYFSM010000002.1_8	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYFSM010000020.1_AbiE_13	AbiE	AbiE	Defense	JAYFSM010000020.1_2	JAYFSM010000020.1_3	JAYFSM010000020.1_2,JAYFSM010000020.1_3	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JAYFSM010000024.1_Zorya_TypeIII_11	Zorya	Zorya_TypeIII	Defense	JAYFSM010000024.1_45	JAYFSM010000024.1_48	JAYFSM010000024.1_45,JAYFSM010000024.1_47,JAYFSM010000024.1_48	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYFSM010000035.1_Gabija_4	Gabija	Gabija	Defense	JAYFSM010000035.1_2	JAYFSM010000035.1_3	JAYFSM010000035.1_2,JAYFSM010000035.1_3	2	Gabija__GajA,Gabija__GajB_1
JAYFSM010000035.1_Wadjet_I_7	Wadjet	Wadjet_I	Defense	JAYFSM010000035.1_4	JAYFSM010000035.1_7	JAYFSM010000035.1_4,JAYFSM010000035.1_5,JAYFSM010000035.1_6,JAYFSM010000035.1_7	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
JAYFSM010000035.1_Gao_Upx_5	Gao_Upx	Gao_Upx	Defense	JAYFSM010000035.1_8	JAYFSM010000035.1_8	JAYFSM010000035.1_8	1	Gao_Upx__UpxA
JAYFSM010000039.1_Wadjet_I_10	Wadjet	Wadjet_I	Defense	JAYFSM010000039.1_29	JAYFSM010000039.1_31	JAYFSM010000039.1_29,JAYFSM010000039.1_30,JAYFSM010000039.1_31	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYFSM010000044.1_Gabija_12	Gabija	Gabija	Defense	JAYFSM010000044.1_1	JAYFSM010000044.1_2	JAYFSM010000044.1_1,JAYFSM010000044.1_2	2	Gabija__GajA,Gabija__GajB_2
JAYFSM010000005.1_SoFic_14	SoFIC	SoFic	Defense	JAYFSM010000005.1_109	JAYFSM010000005.1_109	JAYFSM010000005.1_109	1	SoFic__SoFic
JAYFSM010000054.1_RM_Type_II_23	RM	RM_Type_II	Defense	JAYFSM010000054.1_17	JAYFSM010000054.1_18	JAYFSM010000054.1_17,JAYFSM010000054.1_18	2	RM_Type_II__Type_II_MTases_FAM_6,RM_Type_II__Type_II_REase15
JAYFSM010000057.1_PD-Lambda-5_15	PD-Lambda-5	PD-Lambda-5	Defense	JAYFSM010000057.1_15	JAYFSM010000057.1_16	JAYFSM010000057.1_15,JAYFSM010000057.1_16	2	PD-Lambda-5__PD-Lambda-5_A,PD-Lambda-5__PD-Lambda-5_B
JAYFSM010000058.1_RM_Type_II_16	RM	RM_Type_II	Defense	JAYFSM010000058.1_19	JAYFSM010000058.1_20	JAYFSM010000058.1_19,JAYFSM010000058.1_20	2	RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase36
JAYFSM010000058.1_RM_Type_IV_17	RM	RM_Type_IV	Defense	JAYFSM010000058.1_22	JAYFSM010000058.1_22	JAYFSM010000058.1_22	1	RM_Type_IV__FAM_1
JAYFSM010000060.1_Gabija_8	Gabija	Gabija	Defense	JAYFSM010000060.1_1	JAYFSM010000060.1_2	JAYFSM010000060.1_1,JAYFSM010000060.1_2	2	Gabija__GajA,Gabija__GajB_1
JAYFSM010000069.1_RM_Type_IV_18	RM	RM_Type_IV	Defense	JAYFSM010000069.1_5	JAYFSM010000069.1_6	JAYFSM010000069.1_5,JAYFSM010000069.1_6	2	RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01
JAYFSM010000072.1_RM_Type_I_22	RM	RM_Type_I	Defense	JAYFSM010000072.1_3	JAYFSM010000072.1_8	JAYFSM010000072.1_3,JAYFSM010000072.1_6,JAYFSM010000072.1_8	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
