sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGEM010000108.1_Gabija_6	Gabija	Gabija	Defense	JBEGEM010000108.1_1	JBEGEM010000108.1_2	JBEGEM010000108.1_1,JBEGEM010000108.1_2	2	Gabija__GajA,Gabija__GajB_3
JBEGEM010000014.1_RM_Type_I_13	RM	RM_Type_I	Defense	JBEGEM010000014.1_5	JBEGEM010000014.1_9	JBEGEM010000014.1_5,JBEGEM010000014.1_6,JBEGEM010000014.1_9	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEGEM010000002.1_RM_Type_III_16	RM	RM_Type_III	Defense	JBEGEM010000002.1_24	JBEGEM010000002.1_25	JBEGEM010000002.1_24,JBEGEM010000002.1_25	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JBEGEM010000032.1_Zorya_TypeIII_4	Zorya	Zorya_TypeIII	Defense	JBEGEM010000032.1_22	JBEGEM010000032.1_25	JBEGEM010000032.1_22,JBEGEM010000032.1_24,JBEGEM010000032.1_25	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEGEM010000041.1_AbiJ_11	AbiJ	AbiJ	Defense	JBEGEM010000041.1_13	JBEGEM010000041.1_13	JBEGEM010000041.1_13	1	AbiJ__AbiJ
JBEGEM010000059.1_RM_Type_I_15	RM	RM_Type_I	Defense	JBEGEM010000059.1_1	JBEGEM010000059.1_2	JBEGEM010000059.1_1,JBEGEM010000059.1_2	2	RM__Type_I_MTases_FAM_2,RM__Type_I_S_52
JBEGEM010000060.1_Shango_3	Shango	Shango	Defense	JBEGEM010000060.1_17	JBEGEM010000060.1_19	JBEGEM010000060.1_17,JBEGEM010000060.1_18,JBEGEM010000060.1_19	3	Shango__SngA,Shango__SngB,Shango__SngC
JBEGEM010000061.1_Wadjet_I_2	Wadjet	Wadjet_I	Defense	JBEGEM010000061.1_2	JBEGEM010000061.1_5	JBEGEM010000061.1_2,JBEGEM010000061.1_3,JBEGEM010000061.1_4,JBEGEM010000061.1_5	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
JBEGEM010000062.1_RloC_8	RloC	RloC	Defense	JBEGEM010000062.1_1	JBEGEM010000062.1_1	JBEGEM010000062.1_1	1	RloC__RloC
JBEGEM010000062.1_DS-10_7	DS-10	DS-10	Defense	JBEGEM010000062.1_2	JBEGEM010000062.1_2	JBEGEM010000062.1_2	1	DS-10__DS-10
JBEGEM010000062.1_SoFic_9	SoFIC	SoFic	Defense	JBEGEM010000062.1_15	JBEGEM010000062.1_15	JBEGEM010000062.1_15	1	SoFic__SoFic
JBEGEM010000007.1_SoFic_10	SoFIC	SoFic	Defense	JBEGEM010000007.1_67	JBEGEM010000007.1_67	JBEGEM010000007.1_67	1	SoFic__SoFic
JBEGEM010000093.1_HEC-09_5	HEC-09	HEC-09	Defense	JBEGEM010000093.1_5	JBEGEM010000093.1_5	JBEGEM010000093.1_5	1	HEC-09__HEC-09
