sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGGJ010000001.1_Kiwa_8	Kiwa	Kiwa	Defense	JBEGGJ010000001.1_115	JBEGGJ010000001.1_116	JBEGGJ010000001.1_115,JBEGGJ010000001.1_116	2	Kiwa__KwaA,Kiwa__KwaB
JBEGGJ010000001.1_RM_Type_III_16	RM	RM_Type_III	Defense	JBEGGJ010000001.1_133	JBEGGJ010000001.1_134	JBEGGJ010000001.1_133,JBEGGJ010000001.1_134	2	RM_Type_III__Type_III_MTases_FAM_1,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JBEGGJ010000013.1_DS-12B_11	DS-12B	DS-12B	Defense	JBEGGJ010000013.1_33	JBEGGJ010000013.1_33	JBEGGJ010000013.1_33	1	DS-12__DS-12B
JBEGGJ010000016.1_SspBCDE_6	SspBCDE	SspBCDE	Defense	JBEGGJ010000016.1_12	JBEGGJ010000016.1_14	JBEGGJ010000016.1_12,JBEGGJ010000016.1_13,JBEGGJ010000016.1_14	3	SspBCDE__SspB,SspBCDE__SspC,SspBCDE__SspD
JBEGGJ010000018.1_SoFic_7	SoFIC	SoFic	Defense	JBEGGJ010000018.1_21	JBEGGJ010000018.1_21	JBEGGJ010000018.1_21	1	SoFic__SoFic
JBEGGJ010000022.1_Zorya_TypeIII_5	Zorya	Zorya_TypeIII	Defense	JBEGGJ010000022.1_13	JBEGGJ010000022.1_16	JBEGGJ010000022.1_13,JBEGGJ010000022.1_14,JBEGGJ010000022.1_16	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEGGJ010000028.1_Hachiman_1	Hachiman	Hachiman	Defense	JBEGGJ010000028.1_46	JBEGGJ010000028.1_47	JBEGGJ010000028.1_46,JBEGGJ010000028.1_47	2	Hachiman__HamA_1,Hachiman__HamB
JBEGGJ010000036.1_Wadjet_I_10	Wadjet	Wadjet_I	Defense	JBEGGJ010000036.1_10	JBEGGJ010000036.1_12	JBEGGJ010000036.1_10,JBEGGJ010000036.1_11,JBEGGJ010000036.1_12	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEGGJ010000041.1_RM_Type_I_13	RM	RM_Type_I	Defense	JBEGGJ010000041.1_17	JBEGGJ010000041.1_21	JBEGGJ010000041.1_17,JBEGGJ010000041.1_20,JBEGGJ010000041.1_21	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_52
JBEGGJ010000129.1_AbiE_3	AbiE	AbiE	Defense	JBEGGJ010000129.1_1	JBEGGJ010000129.1_2	JBEGGJ010000129.1_1,JBEGGJ010000129.1_2	2	AbiEii__AbiEi_4,AbiEii__AbiEii
JBEGGJ010000129.1_RosmerTA_4	RosmerTA	RosmerTA	Defense	JBEGGJ010000129.1_3	JBEGGJ010000129.1_4	JBEGGJ010000129.1_3,JBEGGJ010000129.1_4	2	RosmerTA__RmrA_2662548665,RosmerTA__RmrT_2662548665
JBEGGJ010000134.1_RM_Type_II_15	RM	RM_Type_II	Defense	JBEGGJ010000134.1_2	JBEGGJ010000134.1_3	JBEGGJ010000134.1_2,JBEGGJ010000134.1_3	2	RM_Type_II__Type_II_MTases_FAM_41,RM_Type_II__Type_II_REase25
JBEGGJ010000148.1_RM_Type_II_14	RM	RM_Type_II	Defense	JBEGGJ010000148.1_2	JBEGGJ010000148.1_3	JBEGGJ010000148.1_2,JBEGGJ010000148.1_3	2	RM_Type_II__Type_II_MTases_FAM_32,RM_Type_II__Type_II_REase22
JBEGGJ010000149.1_RM_Type_IV_17	RM	RM_Type_IV	Defense	JBEGGJ010000149.1_1	JBEGGJ010000149.1_2	JBEGGJ010000149.1_1,JBEGGJ010000149.1_2	2	RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01
