sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYGQQ010000004.1_RM_Type_I_13	RM	RM_Type_I	Defense	JAYGQQ010000004.1_14	JAYGQQ010000004.1_18	JAYGQQ010000004.1_14,JAYGQQ010000004.1_17,JAYGQQ010000004.1_18	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYGQQ010000007.1_Lamassu-Cap4_nuclease_2	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	JAYGQQ010000007.1_256	JAYGQQ010000007.1_257	JAYGQQ010000007.1_256,JAYGQQ010000007.1_257	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease
JAYGQQ010000010.1_Gabija_9	Gabija	Gabija	Defense	JAYGQQ010000010.1_147	JAYGQQ010000010.1_148	JAYGQQ010000010.1_147,JAYGQQ010000010.1_148	2	Gabija__GajA,Gabija__GajB_3
JAYGQQ010000011.1_Zorya_TypeIII_1	Zorya	Zorya_TypeIII	Defense	JAYGQQ010000011.1_129	JAYGQQ010000011.1_132	JAYGQQ010000011.1_129,JAYGQQ010000011.1_130,JAYGQQ010000011.1_132	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYGQQ010000012.1_AbiAlpha_10	AbiAlpha	AbiAlpha	Defense	JAYGQQ010000012.1_80	JAYGQQ010000012.1_80	JAYGQQ010000012.1_80	1	AbiAlpha__AbiAlpha
JAYGQQ010000012.1_PD-T7-3_11	PD-T7-3	PD-T7-3	Defense	JAYGQQ010000012.1_81	JAYGQQ010000012.1_81	JAYGQQ010000012.1_81	1	PD-T7-3__PD-T7-3
JAYGQQ010000013.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	JAYGQQ010000013.1_14	JAYGQQ010000013.1_16	JAYGQQ010000013.1_14,JAYGQQ010000013.1_15,JAYGQQ010000013.1_16	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYGQQ010000013.1_Hna_4	Hna	Hna	Defense	JAYGQQ010000013.1_125	JAYGQQ010000013.1_125	JAYGQQ010000013.1_125	1	Hna__Hna
JAYGQQ010000013.1_Gabija_3	Gabija	Gabija	Defense	JAYGQQ010000013.1_126	JAYGQQ010000013.1_127	JAYGQQ010000013.1_126,JAYGQQ010000013.1_127	2	Gabija__GajA,Gabija__GajB_2
JAYGQQ010000014.1_SoFic_7	SoFIC	SoFic	Defense	JAYGQQ010000014.1_127	JAYGQQ010000014.1_127	JAYGQQ010000014.1_127	1	SoFic__SoFic
JAYGQQ010000017.1_SoFic_8	SoFIC	SoFic	Defense	JAYGQQ010000017.1_18	JAYGQQ010000017.1_18	JAYGQQ010000017.1_18	1	SoFic__SoFic
