sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
CP167997.1_SoFic_6	SoFIC	SoFic	Defense	CP167997.1_583	CP167997.1_583	CP167997.1_583	1	SoFic__SoFic
CP167997.1_CAS_Class1-Subtype-I-C_13	Cas	CAS_Class1-Subtype-I-C	Defense	CP167997.1_893	CP167997.1_898	CP167997.1_893,CP167997.1_894,CP167997.1_895,CP167997.1_896,CP167997.1_897,CP167997.1_898	6	cas1_I_II_III_IV_V_VI_6,cas2_I_II_III_IV_V_VI_3,cas3_I_5,cas5_I-C_11,cas7_I-C_7,cas8c_I-C_2
CP167997.1_RM_Type_I_11	RM	RM_Type_I	Defense	CP167997.1_1578	CP167997.1_1588	CP167997.1_1578,CP167997.1_1579,CP167997.1_1581,CP167997.1_1584,CP167997.1_1587,CP167997.1_1588	6	RM__Type_I_MTases_FAM_1,RM__Type_I_MTases_FAM_2,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_51,RM__Type_I_S_52
CP167997.1_AbiD_1	AbiD	AbiD	Defense	CP167997.1_1580	CP167997.1_1580	CP167997.1_1580	1	AbiD__AbiD
CP167997.1_AbiE_2	AbiE	AbiE	Defense	CP167997.1_1878	CP167997.1_1879	CP167997.1_1878,CP167997.1_1879	2	AbiEii__AbiEi_4,AbiEii__AbiEii
CP167997.1_Gabija_3	Gabija	Gabija	Defense	CP167997.1_2784	CP167997.1_2786	CP167997.1_2784,CP167997.1_2786	2	Gabija__GajA,Gabija__GajB_3
CP167997.1_RM_Type_II_12	RM	RM_Type_II	Defense	CP167997.1_3629	CP167997.1_3630	CP167997.1_3629,CP167997.1_3630	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase15
CP167997.1_Zorya_TypeIII_9	Zorya	Zorya_TypeIII	Defense	CP167997.1_4265	CP167997.1_4268	CP167997.1_4265,CP167997.1_4267,CP167997.1_4268	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
CP167997.1_HEC-01_4	HEC-01	HEC-01	Defense	CP167997.1_4364	CP167997.1_4365	CP167997.1_4364,CP167997.1_4365	2	HEC-01__HEC-01A,HEC-01__HEC-01B
CP167997.1_Wadjet_I_8	Wadjet	Wadjet_I	Defense	CP167997.1_4709	CP167997.1_4712	CP167997.1_4709,CP167997.1_4710,CP167997.1_4711,CP167997.1_4712	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
CP167997.1_HEC-01_5	HEC-01	HEC-01	Defense	CP167997.1_4713	CP167997.1_4714	CP167997.1_4713,CP167997.1_4714	2	HEC-01__HEC-01A,HEC-01__HEC-01B
