replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAYGQN010000001.1	JAYGQN010000001.1_91	SoFic__SoFic	91	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAYGQN010000001.1_SoFic_17	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	385	1.1e-123	411.0	0.975	0.904	20	367			SoFIC	SoFic	Defense
JAYGQN010000001.1	JAYGQN010000001.1_119	cas6f_I_II_III_IV_V_VI_3	119	CasFinder/CAS_Class1-Subtype-I-F	JAYGQN010000001.1_CAS_Class1-Subtype-I-F_20	1	1	1.0	6.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	189	8.699999999999999e-62	206.6	1.0	0.979	4	188		JAYGQN010000001.1_CAS_Class1-Type-I_21,JAYGQN010000001.1_CAS_Cluster_22	Cas	CAS_Class1-Subtype-I-F	Defense
JAYGQN010000001.1	JAYGQN010000001.1_120	cas7f_I-F_2	120	CasFinder/CAS_Class1-Subtype-I-F	JAYGQN010000001.1_CAS_Class1-Subtype-I-F_20	1	1	1.0	6.0	1	cas7f_I-F_3	mandatory	346	1.2999999999999999e-141	469.8	0.997	0.971	7	342		JAYGQN010000001.1_CAS_Class1-Type-I_21,JAYGQN010000001.1_CAS_Cluster_22	Cas	CAS_Class1-Subtype-I-F	Defense
JAYGQN010000001.1	JAYGQN010000001.1_121	cas5f_I-F_4	121	CasFinder/CAS_Class1-Subtype-I-F	JAYGQN010000001.1_CAS_Class1-Subtype-I-F_20	1	1	1.0	6.0	1	cas5f_I-F_4	mandatory	337	1.5e-106	354.0	1.0	0.905	11	315		JAYGQN010000001.1_CAS_Class1-Type-I_21,JAYGQN010000001.1_CAS_Cluster_22	Cas	CAS_Class1-Subtype-I-F	Defense
JAYGQN010000001.1	JAYGQN010000001.1_122	cas8f_I-F_8	122	CasFinder/CAS_Class1-Subtype-I-F	JAYGQN010000001.1_CAS_Class1-Subtype-I-F_20	1	1	1.0	6.0	1	cas8f_I-F_8	mandatory	452	1.2000000000000002e-124	414.2	1.0	0.863	39	428		JAYGQN010000001.1_CAS_Class1-Type-I_21,JAYGQN010000001.1_CAS_Cluster_22	Cas	CAS_Class1-Subtype-I-F	Defense
JAYGQN010000001.1	JAYGQN010000001.1_123	cas3f_I-F_1	123	CasFinder/CAS_Class1-Subtype-I-F	JAYGQN010000001.1_CAS_Class1-Subtype-I-F_20	1	1	1.0	6.0	1	cas3f_I-F_1	mandatory	1128	0.0	1233.2	0.999	0.995	1	1122		JAYGQN010000001.1_CAS_Class1-Type-I_21,JAYGQN010000001.1_CAS_Cluster_22	Cas	CAS_Class1-Subtype-I-F	Defense
JAYGQN010000001.1	JAYGQN010000001.1_124	cas1_I-F_1	124	CasFinder/CAS_Class1-Subtype-I-F	JAYGQN010000001.1_CAS_Class1-Subtype-I-F_20	1	1	1.0	6.0	1	cas1_I-F_1	mandatory	330	1.1e-153	508.9	0.997	0.924	12	316		JAYGQN010000001.1_CAS_Class1-Type-I_21,JAYGQN010000001.1_CAS_Cluster_22	Cas	CAS_Class1-Subtype-I-F	Defense
JAYGQN010000001.1	JAYGQN010000001.1_500	DRT_3__drt3a	500	defense-finder-models/DefenseFinder/DRT/DRT_3	JAYGQN010000001.1_DRT_3_15	1	1	1.0	2.5	1	DRT_3__drt3a	mandatory	441	4.5e-88	294.4	0.923	0.984	6	439			DRT	DRT_3	Defense
JAYGQN010000001.1	JAYGQN010000001.1_501	DRT_3__drt3b	501	defense-finder-models/DefenseFinder/DRT/DRT_3	JAYGQN010000001.1_DRT_3_15	1	1	1.0	2.5	1	DRT_3__drt3b	mandatory	587	3.4000000000000005e-133	443.6	0.822	0.993	1	583			DRT	DRT_3	Defense
JAYGQN010000001.1	JAYGQN010000001.1_502	DRT_3__SLATT	502	defense-finder-models/DefenseFinder/DRT/DRT_3	JAYGQN010000001.1_DRT_3_15	1	1	1.0	2.5	1	DRT_3__SLATT	accessory	202	1.1e-57	192.6	0.975	0.975	3	199			DRT	DRT_3	Defense
JAYGQN010000001.1	JAYGQN010000001.1_505	PD-Lambda-1__PD-Lambda-1	505	defense-finder-models/DefenseFinder/PD-Lambda-1/PD-Lambda-1	JAYGQN010000001.1_PD-Lambda-1_16	1	1	1.0	1.0	1	PD-Lambda-1__PD-Lambda-1	mandatory	436	5.7e-121	402.6	0.791	0.865	53	429			PD-Lambda-1	PD-Lambda-1	Defense
JAYGQN010000002.1	JAYGQN010000002.1_143	DS-35__DS-35	1145	defense-finder-models/DefenseFinder/DS-35/DS-35	JAYGQN010000002.1_DS-35_4	1	1	1.0	1.0	1	DS-35__DS-35	mandatory	245	5.9e-64	214.4	0.873	0.939	5	234			DS-35	DS-35	Defense
JAYGQN010000002.1	JAYGQN010000002.1_147	PD-T7-2__PD-T7-2_B	1149	defense-finder-models/DefenseFinder/PD-T7-2/PD-T7-2	JAYGQN010000002.1_PD-T7-2_7	1	1	1.0	2.0	1	PD-T7-2__PD-T7-2_B	mandatory	591	8.7e-33	111.5	0.543	0.533	3	317			PD-T7-2	PD-T7-2	Defense
JAYGQN010000002.1	JAYGQN010000002.1_148	PD-T7-2__PD-T7-2_A	1150	defense-finder-models/DefenseFinder/PD-T7-2/PD-T7-2	JAYGQN010000002.1_PD-T7-2_7	1	1	1.0	2.0	1	PD-T7-2__PD-T7-2_A	mandatory	382	8.6e-22	75.5	0.522	0.639	90	333			PD-T7-2	PD-T7-2	Defense
JAYGQN010000002.1	JAYGQN010000002.1_150	Hypnos__HyoA	1152	defense-finder-models/DefenseFinder/Hypnos/Hypnos	JAYGQN010000002.1_Hypnos_6	1	1	1.0	1.0	1	Hypnos__HyoA	mandatory	1427	0.0	1319.3	0.994	0.995	3	1422			Hypnos	Hypnos	Defense
JAYGQN010000002.1	JAYGQN010000002.1_169	Gabija__GajB_2	1171	defense-finder-models/DefenseFinder/Gabija/Gabija	JAYGQN010000002.1_Gabija_5	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	583	2.4e-94	315.0	0.732	0.966	4	566			Gabija	Gabija	Defense
JAYGQN010000002.1	JAYGQN010000002.1_170	Gabija__GajA	1172	defense-finder-models/DefenseFinder/Gabija/Gabija	JAYGQN010000002.1_Gabija_5	1	1	1.0	2.0	1	Gabija__GajA	mandatory	600	5.4e-117	390.1	0.99	0.997	1	598			Gabija	Gabija	Defense
JAYGQN010000002.1	JAYGQN010000002.1_255	Septu__PtuA_2	1257	defense-finder-models/DefenseFinder/Septu/Septu	JAYGQN010000002.1_Septu_8	1	1	1.0	2.0	1	Septu__PtuA	mandatory	502	1.8e-134	447.2	0.964	0.992	3	500			Septu	Septu	Defense
JAYGQN010000002.1	JAYGQN010000002.1_256	Septu__PtuB_2	1258	defense-finder-models/DefenseFinder/Septu/Septu	JAYGQN010000002.1_Septu_8	1	1	1.0	2.0	1	Septu__PtuB	mandatory	283	4.6e-34	116.4	0.673	0.696	75	271			Septu	Septu	Defense
JAYGQN010000002.1	JAYGQN010000002.1_276	Septu__PtuA	1278	defense-finder-models/DefenseFinder/Septu/Septu	JAYGQN010000002.1_Septu_9	1	1	1.0	2.0	1	Septu__PtuA	mandatory	769	2.4999999999999997e-55	187.0	0.968	0.551	321	744			Septu	Septu	Defense
JAYGQN010000002.1	JAYGQN010000002.1_277	Septu__PtuB	1279	defense-finder-models/DefenseFinder/Septu/Septu	JAYGQN010000002.1_Septu_9	1	1	1.0	2.0	1	Septu__PtuB	mandatory	315	1.3999999999999998e-41	141.1	0.907	0.987	1	311			Septu	Septu	Defense
