sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGES010000104.1_SoFic_13	SoFIC	SoFic	Defense	JBEGES010000104.1_13	JBEGES010000104.1_13	JBEGES010000104.1_13	1	SoFic__SoFic
JBEGES010000136.1_6A_MBL_5	6A_MBL	6A_MBL	Defense	JBEGES010000136.1_2	JBEGES010000136.1_3	JBEGES010000136.1_2,JBEGES010000136.1_3	2	6A_MBL__MblB,6A_MBL__cap2_3
JBEGES010000142.1_DS-1_10	DS-1	DS-1	Defense	JBEGES010000142.1_1	JBEGES010000142.1_2	JBEGES010000142.1_1,JBEGES010000142.1_2	2	DS-1__DS-1A,DS-1__DS-1B
JBEGES010000143.1_RM_Type_I_20	RM	RM_Type_I	Defense	JBEGES010000143.1_6	JBEGES010000143.1_11	JBEGES010000143.1_6,JBEGES010000143.1_8,JBEGES010000143.1_11	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
JBEGES010000151.1_RloC_4	RloC	RloC	Defense	JBEGES010000151.1_5	JBEGES010000151.1_5	JBEGES010000151.1_5	1	RloC__RloC
JBEGES010000154.1_RM_Type_I_22	RM	RM_Type_I	Defense	JBEGES010000154.1_2	JBEGES010000154.1_6	JBEGES010000154.1_2,JBEGES010000154.1_3,JBEGES010000154.1_6	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEGES010000162.1_Hypnos_18	Hypnos	Hypnos	Defense	JBEGES010000162.1_5	JBEGES010000162.1_5	JBEGES010000162.1_5	1	Hypnos__HyoA
JBEGES010000197.1_HEC-09_11	HEC-09	HEC-09	Defense	JBEGES010000197.1_1	JBEGES010000197.1_1	JBEGES010000197.1_1	1	HEC-09__HEC-09
JBEGES010000200.1_AbiE_14	AbiE	AbiE	Defense	JBEGES010000200.1_3	JBEGES010000200.1_4	JBEGES010000200.1_3,JBEGES010000200.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JBEGES010000206.1_HEC-09_12	HEC-09	HEC-09	Defense	JBEGES010000206.1_4	JBEGES010000206.1_4	JBEGES010000206.1_4	1	HEC-09__HEC-09
JBEGES010000217.1_Gabija_6	Gabija	Gabija	Defense	JBEGES010000217.1_1	JBEGES010000217.1_2	JBEGES010000217.1_1,JBEGES010000217.1_2	2	Gabija__GajA,Gabija__GajB_2
JBEGES010000234.1_CBASS_I_2	CBASS	CBASS_I	Defense	JBEGES010000234.1_1	JBEGES010000234.1_2	JBEGES010000234.1_1,JBEGES010000234.1_2	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
JBEGES010000043.1_Prometheus_15	Prometheus	Prometheus	Defense	JBEGES010000043.1_27	JBEGES010000043.1_27	JBEGES010000043.1_27	1	Prometheus__ProA
JBEGES010000047.1_Wadjet_I_17	Wadjet	Wadjet_I	Defense	JBEGES010000047.1_12	JBEGES010000047.1_14	JBEGES010000047.1_12,JBEGES010000047.1_13,JBEGES010000047.1_14	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEGES010000049.1_Zorya_TypeIII_3	Zorya	Zorya_TypeIII	Defense	JBEGES010000049.1_9	JBEGES010000049.1_12	JBEGES010000049.1_9,JBEGES010000049.1_10,JBEGES010000049.1_11,JBEGES010000049.1_12	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JBEGES010000089.1_CBASS_II_9	CBASS	CBASS_II	Defense	JBEGES010000089.1_22	JBEGES010000089.1_25	JBEGES010000089.1_22,JBEGES010000089.1_23,JBEGES010000089.1_24,JBEGES010000089.1_25	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Phospholipase
