hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
CP167997.1_14	CP167997.1	14	487	DISARM__drmC	4.5e-18	63.8	0.604	0.31	301	451
CP167997.1_164	CP167997.1	164	77	PfiAT__PfiA	6.1e-05	21.1	0.805	0.922	1	71
CP167997.1_166	CP167997.1	166	832	BREX__brxHI	2.3e-43	146.6	0.463	0.406	77	414
CP167997.1_244	CP167997.1	244	659	UG35__UvrD	2.4e-82	275.4	0.515	0.634	4	421
CP167997.1_244	CP167997.1	244	659	Gabija__GajB_2	2.9e-96	321.4	0.775	0.962	4	637
CP167997.1_319	CP167997.1	319	885	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.3e-07	28.3	0.661	0.449	277	673
CP167997.1_451	CP167997.1	451	271	Gao_Qat__QatD	6.7e-16	56.5	0.791	0.76	17	222
CP167997.1_561	CP167997.1	561	934	UG9__DNA_pol	1.4000000000000002e-31	108.1	0.678	0.403	531	906
CP167997.1_582	CP167997.1	582	544	RM_Type_II__Type_II_MTases_FAM_8	4.6e-07	27.4	0.416	0.388	167	377
CP167997.1_582	CP167997.1	582	544	RM_Type_II__Type_II_MTases_FAM_3	1.2e-10	39.4	0.623	0.311	62	230
CP167997.1_582	CP167997.1	582	544	RM_Type_II__Type_II_MTases_FAM_1	1.3e-16	59.0	0.586	0.294	70	229
CP167997.1_582	CP167997.1	582	544	RM_Type_II__Type_II_MTases_FAM_37	1.4000000000000001e-42	144.2	0.726	0.575	64	376
CP167997.1_582	CP167997.1	582	544	RM_Type_III__Type_III_MTases_FAM_0	7.7e-131	436.1	0.718	0.787	11	438
CP167997.1_583	CP167997.1	583	383	SoFic__SoFic	1.3000000000000001e-123	410.9	0.967	0.903	17	362
CP167997.1_708	CP167997.1	708	378	Zorya__ZorB	4.1e-05	21.1	0.785	0.664	26	276
CP167997.1_786	CP167997.1	786	121	Dpd__QueD	1.4e-57	191.3	0.967	0.959	5	120
CP167997.1_893	CP167997.1	893	97	cas2_I_II_III_IV_V_VI_1	1.1e-21	75.1	0.944	0.897	1	87
CP167997.1_893	CP167997.1	893	97	cas2_I_II_III_IV_V_VI_5	2.3e-24	83.7	0.944	0.907	1	88
CP167997.1_893	CP167997.1	893	97	cas2_I_II_III_IV_V_VI_13	3.0000000000000002e-25	86.3	0.986	0.773	1	75
CP167997.1_893	CP167997.1	893	97	cas2_I_II_III_IV_V_VI_3	2.3000000000000003e-28	96.4	0.987	0.856	3	85
CP167997.1_894	CP167997.1	894	557	cas4_I_II_III_IV_V_VI_6	1.7e-33	114.1	0.957	0.314	9	183
CP167997.1_894	CP167997.1	894	557	cas4_I_II_III_IV_V_VI_1	5e-35	119.4	0.966	0.316	7	182
CP167997.1_894	CP167997.1	894	557	cas1_I_II_III_IV_V_VI_7	1.4000000000000001e-46	157.3	0.975	0.587	220	546
CP167997.1_894	CP167997.1	894	557	cas1_I_II_III_IV_V_VI_2	3.3e-66	221.3	1.0	0.481	220	487
CP167997.1_894	CP167997.1	894	557	cas1_I_II_III_IV_V_VI_8	1.3e-77	259.1	0.991	0.607	218	555
CP167997.1_894	CP167997.1	894	557	cas1_I_II_III_IV_V_VI_10	1.1e-97	324.7	1.0	0.524	220	511
CP167997.1_894	CP167997.1	894	557	cas1_I_II_III_IV_V_VI_1	2.3000000000000003e-102	340.4	1.0	0.589	218	545
CP167997.1_894	CP167997.1	894	557	cas1_I_II_III_IV_V_VI_6	9.6e-156	516.2	1.0	0.609	216	554
CP167997.1_895	CP167997.1	895	289	cas7b_I-B_I-C_2	4.2000000000000004e-109	362.1	1.0	0.934	6	275
CP167997.1_895	CP167997.1	895	289	cas7_I-C_7	5.300000000000001e-122	404.5	0.996	0.969	7	286
CP167997.1_896	CP167997.1	896	615	cas8c_I-C_1	1.9e-154	513.5	0.995	0.974	1	599
CP167997.1_896	CP167997.1	896	615	cas8c_I-C_4	9e-169	560.6	1.0	0.961	6	596
CP167997.1_896	CP167997.1	896	615	cas8c_I-C_2	2.2e-186	618.8	0.998	0.966	3	596
CP167997.1_897	CP167997.1	897	225	cas5_I-E_2	1.7000000000000002e-46	156.9	0.986	0.929	6	214
CP167997.1_897	CP167997.1	897	225	cas5_I_9	9.2e-55	183.6	0.995	0.938	5	215
CP167997.1_897	CP167997.1	897	225	cas5_I-C_5	1.8000000000000002e-86	287.1	1.0	0.938	5	215
CP167997.1_897	CP167997.1	897	225	cas5_I-C_11	9.4e-87	288.1	1.0	0.938	5	215
CP167997.1_898	CP167997.1	898	764	cas3_I_2	8.8e-29	98.8	0.924	0.423	251	573
CP167997.1_898	CP167997.1	898	764	cas3HD_I_1	8.6e-31	105.4	0.99	0.233	12	189
CP167997.1_898	CP167997.1	898	764	cas3_I_5	6.5000000000000004e-46	155.1	0.498	0.469	223	580
CP167997.1_1104	CP167997.1	1104	824	Dodola__DolB	2.6e-10	38.0	0.405	0.2	311	475
CP167997.1_1111	CP167997.1	1111	245	DEDDh_I_II_III_IV_V_VI_1	3.8e-35	119.5	0.994	0.665	4	166
CP167997.1_1431	CP167997.1	1431	862	Dodola__DolB	1.5e-21	75.0	0.597	0.277	485	723
CP167997.1_1498	CP167997.1	1498	415	Dnd__DndA	1.1e-33	114.8	0.865	0.819	34	373
CP167997.1_1569	CP167997.1	1569	910	Dodola__DolB	9e-28	95.5	0.437	0.195	599	775
CP167997.1_1578	CP167997.1	1578	501	RM__Type_I_S_02	9.700000000000001e-20	69.1	0.45	0.405	9	211
CP167997.1_1578	CP167997.1	1578	501	RM__Type_I_S_03	4.2e-37	126.6	0.855	0.94	1	471
