sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGFS010000103.1_SoFic_18	SoFIC	SoFic	Defense	JBEGFS010000103.1_13	JBEGFS010000103.1_13	JBEGFS010000103.1_13	1	SoFic__SoFic
JBEGFS010000126.1_6A_MBL_6	6A_MBL	6A_MBL	Defense	JBEGFS010000126.1_6	JBEGFS010000126.1_7	JBEGFS010000126.1_6,JBEGFS010000126.1_7	2	6A_MBL__MblB,6A_MBL__cap2_3
JBEGFS010000130.1_DS-1_7	DS-1	DS-1	Defense	JBEGFS010000130.1_12	JBEGFS010000130.1_13	JBEGFS010000130.1_12,JBEGFS010000130.1_13	2	DS-1__DS-1A,DS-1__DS-1B
JBEGFS010000131.1_RM_Type_I_22	RM	RM_Type_I	Defense	JBEGFS010000131.1_3	JBEGFS010000131.1_8	JBEGFS010000131.1_3,JBEGFS010000131.1_6,JBEGFS010000131.1_8	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
JBEGFS010000139.1_RloC_10	RloC	RloC	Defense	JBEGFS010000139.1_5	JBEGFS010000139.1_5	JBEGFS010000139.1_5	1	RloC__RloC
JBEGFS010000141.1_RM_Type_I_20	RM	RM_Type_I	Defense	JBEGFS010000141.1_2	JBEGFS010000141.1_6	JBEGFS010000141.1_2,JBEGFS010000141.1_3,JBEGFS010000141.1_6	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEGFS010000151.1_Hypnos_15	Hypnos	Hypnos	Defense	JBEGFS010000151.1_3	JBEGFS010000151.1_3	JBEGFS010000151.1_3	1	Hypnos__HyoA
JBEGFS010000185.1_HEC-09_16	HEC-09	HEC-09	Defense	JBEGFS010000185.1_6	JBEGFS010000185.1_6	JBEGFS010000185.1_6	1	HEC-09__HEC-09
JBEGFS010000189.1_AbiE_11	AbiE	AbiE	Defense	JBEGFS010000189.1_3	JBEGFS010000189.1_4	JBEGFS010000189.1_3,JBEGFS010000189.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JBEGFS010000202.1_HEC-09_17	HEC-09	HEC-09	Defense	JBEGFS010000202.1_3	JBEGFS010000202.1_3	JBEGFS010000202.1_3	1	HEC-09__HEC-09
JBEGFS010000204.1_Gabija_12	Gabija	Gabija	Defense	JBEGFS010000204.1_1	JBEGFS010000204.1_2	JBEGFS010000204.1_1,JBEGFS010000204.1_2	2	Gabija__GajA,Gabija__GajB_2
JBEGFS010000220.1_CBASS_I_2	CBASS	CBASS_I	Defense	JBEGFS010000220.1_1	JBEGFS010000220.1_2	JBEGFS010000220.1_1,JBEGFS010000220.1_2	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
JBEGFS010000049.1_Wadjet_I_9	Wadjet	Wadjet_I	Defense	JBEGFS010000049.1_19	JBEGFS010000049.1_21	JBEGFS010000049.1_19,JBEGFS010000049.1_20,JBEGFS010000049.1_21	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEGFS010000051.1_Zorya_TypeIII_13	Zorya	Zorya_TypeIII	Defense	JBEGFS010000051.1_20	JBEGFS010000051.1_23	JBEGFS010000051.1_20,JBEGFS010000051.1_21,JBEGFS010000051.1_22,JBEGFS010000051.1_23	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JBEGFS010000058.1_Prometheus_14	Prometheus	Prometheus	Defense	JBEGFS010000058.1_3	JBEGFS010000058.1_3	JBEGFS010000058.1_3	1	Prometheus__ProA
JBEGFS010000076.1_CBASS_II_5	CBASS	CBASS_II	Defense	JBEGFS010000076.1_28	JBEGFS010000076.1_31	JBEGFS010000076.1_28,JBEGFS010000076.1_29,JBEGFS010000076.1_30,JBEGFS010000076.1_31	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Phospholipase
