replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
CP168182.1	CP168182.1_129	6A_MBL__cap2_3	129	defense-finder-models/DefenseFinder/6A_MBL/6A_MBL	CP168182.1_6A_MBL_1	1	1	1.0	2.0	1	6A_MBL__cap2_3	mandatory	747	3e-50	169.2	0.535	0.521	352	740			6A_MBL	6A_MBL	Defense
CP168182.1	CP168182.1_130	6A_MBL__MblB	130	defense-finder-models/DefenseFinder/6A_MBL/6A_MBL	CP168182.1_6A_MBL_1	1	1	1.0	2.0	1	6A_MBL__MblB	mandatory	387	4.7999999999999996e-43	145.5	0.966	0.956	5	374			6A_MBL	6A_MBL	Defense
CP168182.1	CP168182.1_142	SoFic__SoFic	142	defense-finder-models/DefenseFinder/SoFIC/SoFic	CP168182.1_SoFic_15	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	385	1.0999999999999999e-121	404.7	0.981	0.909	18	367			SoFIC	SoFic	Defense
CP168182.1	CP168182.1_913	Gabija__GajA	913	defense-finder-models/DefenseFinder/Gabija/Gabija	CP168182.1_Gabija_10	1	1	1.0	2.0	1	Gabija__GajA	mandatory	623	3.2000000000000003e-80	268.8	0.985	0.995	1	620			Gabija	Gabija	Defense
CP168182.1	CP168182.1_914	Gabija__GajB_2	914	defense-finder-models/DefenseFinder/Gabija/Gabija	CP168182.1_Gabija_10	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	406	2.2e-48	163.5	0.451	0.732	8	304			Gabija	Gabija	Defense
CP168182.1	CP168182.1_1400	RM__Type_I_REases_FAM_0.einsi_trimmed	1400	defense-finder-models/RM/RM/RM_Type_I	CP168182.1_RM_Type_I_23	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	4.4999999999999995e-229	761.7	0.98	0.964	10	1067		CP168182.1_PrrC_21	RM	RM_Type_I	Defense
CP168182.1	CP168182.1_1401	RM__Type_I_S_51	1401	defense-finder-models/RM/RM/RM_Type_I	CP168182.1_RM_Type_I_23	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	402	9.400000000000001e-60	200.6	0.836	0.99	2	399		CP168182.1_PrrC_21	RM	RM_Type_I	Defense
CP168182.1	CP168182.1_1404	RM__Type_I_MTases_FAM_0	1404	defense-finder-models/RM/RM/RM_Type_I	CP168182.1_RM_Type_I_23	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	526	4.900000000000001e-162	538.6	0.992	0.99	4	524		CP168182.1_PrrC_21	RM	RM_Type_I	Defense
CP168182.1	CP168182.1_2216	Hypnos__HyoA	2216	defense-finder-models/DefenseFinder/Hypnos/Hypnos	CP168182.1_Hypnos_12	1	1	1.0	1.0	1	Hypnos__HyoA	mandatory	1450	0.0	1390.6	0.992	0.979	6	1425			Hypnos	Hypnos	Defense
CP168182.1	CP168182.1_2258	DS-1__DS-1A	2258	defense-finder-models/DefenseFinder/DS-1/DS-1	CP168182.1_DS-1_8	1	1	1.0	2.0	2	DS-1__DS-1A	mandatory	374	7.999999999999999e-30	102.2	0.738	0.791	70	365			DS-1	DS-1	Defense
