sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYGQO010000001.1_DS-35_5	DS-35	DS-35	Defense	JAYGQO010000001.1_143	JAYGQO010000001.1_143	JAYGQO010000001.1_143	1	DS-35__DS-35
JAYGQO010000001.1_PD-T7-2_8	PD-T7-2	PD-T7-2	Defense	JAYGQO010000001.1_147	JAYGQO010000001.1_148	JAYGQO010000001.1_147,JAYGQO010000001.1_148	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
JAYGQO010000001.1_Hypnos_7	Hypnos	Hypnos	Defense	JAYGQO010000001.1_150	JAYGQO010000001.1_150	JAYGQO010000001.1_150	1	Hypnos__HyoA
JAYGQO010000001.1_Gabija_6	Gabija	Gabija	Defense	JAYGQO010000001.1_169	JAYGQO010000001.1_170	JAYGQO010000001.1_169,JAYGQO010000001.1_170	2	Gabija__GajA,Gabija__GajB_2
JAYGQO010000001.1_Septu_9	Septu	Septu	Defense	JAYGQO010000001.1_255	JAYGQO010000001.1_256	JAYGQO010000001.1_255,JAYGQO010000001.1_256	2	Septu__PtuA_2,Septu__PtuB_2
JAYGQO010000001.1_Septu_10	Septu	Septu	Defense	JAYGQO010000001.1_276	JAYGQO010000001.1_277	JAYGQO010000001.1_276,JAYGQO010000001.1_277	2	Septu__PtuA,Septu__PtuB
JAYGQO010000002.1_RM_Type_IV_18	RM	RM_Type_IV	Defense	JAYGQO010000002.1_294	JAYGQO010000002.1_295	JAYGQO010000002.1_294,JAYGQO010000002.1_295	2	RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01
JAYGQO010000002.1_Zorya_TypeIII_1	Zorya	Zorya_TypeIII	Defense	JAYGQO010000002.1_767	JAYGQO010000002.1_770	JAYGQO010000002.1_767,JAYGQO010000002.1_769,JAYGQO010000002.1_770	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYGQO010000003.1_RM_Type_III_19	RM	RM_Type_III	Defense	JAYGQO010000003.1_238	JAYGQO010000003.1_239	JAYGQO010000003.1_238,JAYGQO010000003.1_239	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JAYGQO010000003.1_RloC_3	RloC	RloC	Defense	JAYGQO010000003.1_257	JAYGQO010000003.1_257	JAYGQO010000003.1_257	1	RloC__RloC
JAYGQO010000003.1_JukAB_2	JukAB	JukAB	Defense	JAYGQO010000003.1_292	JAYGQO010000003.1_293	JAYGQO010000003.1_292,JAYGQO010000003.1_293	2	JukAB__JukA,JukAB__JukB
JAYGQO010000004.1_SoFic_13	SoFIC	SoFic	Defense	JAYGQO010000004.1_92	JAYGQO010000004.1_92	JAYGQO010000004.1_92	1	SoFic__SoFic
JAYGQO010000004.1_CAS_Class1-Subtype-I-F_20	Cas	CAS_Class1-Subtype-I-F	Defense	JAYGQO010000004.1_120	JAYGQO010000004.1_125	JAYGQO010000004.1_120,JAYGQO010000004.1_121,JAYGQO010000004.1_122,JAYGQO010000004.1_123,JAYGQO010000004.1_124,JAYGQO010000004.1_125	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
JAYGQO010000004.1_DRT_3_11	DRT	DRT_3	Defense	JAYGQO010000004.1_503	JAYGQO010000004.1_505	JAYGQO010000004.1_503,JAYGQO010000004.1_504,JAYGQO010000004.1_505	3	DRT_3__SLATT,DRT_3__drt3a,DRT_3__drt3b
JAYGQO010000004.1_PD-Lambda-1_12	PD-Lambda-1	PD-Lambda-1	Defense	JAYGQO010000004.1_508	JAYGQO010000004.1_508	JAYGQO010000004.1_508	1	PD-Lambda-1__PD-Lambda-1
JAYGQO010000006.1_Dnd_ABCDE_4	Dnd	Dnd_ABCDE	Defense	JAYGQO010000006.1_41	JAYGQO010000006.1_48	JAYGQO010000006.1_41,JAYGQO010000006.1_44,JAYGQO010000006.1_45,JAYGQO010000006.1_46,JAYGQO010000006.1_47,JAYGQO010000006.1_48	6	Dnd__DndA,Dnd__DndB,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE
JAYGQO010000007.1_Wadjet_I_16	Wadjet	Wadjet_I	Defense	JAYGQO010000007.1_10	JAYGQO010000007.1_14	JAYGQO010000007.1_10,JAYGQO010000007.1_13,JAYGQO010000007.1_14	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYGQO010000007.1_SoFic_14	SoFIC	SoFic	Defense	JAYGQO010000007.1_155	JAYGQO010000007.1_155	JAYGQO010000007.1_155	1	SoFic__SoFic
JAYGQO010000008.1_Septu_17	Septu	Septu	Defense	JAYGQO010000008.1_115	JAYGQO010000008.1_116	JAYGQO010000008.1_115,JAYGQO010000008.1_116	2	Septu__PtuA,Septu__PtuB
