hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
CP168195.1_15	CP168195.1	15	487	DISARM__drmC	3.4e-18	64.2	0.608	0.312	300	451
CP168195.1_27	CP168195.1	27	404	Abi2__Abi_2	2.4999999999999997e-51	172.6	0.994	0.502	114	316
CP168195.1_27	CP168195.1	27	404	AbiD__AbiD	1.6000000000000001e-87	292.0	0.916	0.782	81	396
CP168195.1_100	CP168195.1	100	832	BREX__brxHI	3.7e-43	145.9	0.463	0.406	77	414
CP168195.1_102	CP168195.1	102	86	PfiAT__PfiA	1.8e-08	32.4	0.939	0.953	1	82
CP168195.1_262	CP168195.1	262	473	Mokosh_type_I__MkoB_C	3e-07	27.2	0.459	0.689	118	443
CP168195.1_262	CP168195.1	262	473	DISARM__drmC	4.5e-17	60.5	0.57	0.3	294	435
CP168195.1_264	CP168195.1	264	731	Gabija__GajB_1	1.2e-34	118.0	0.916	0.826	20	623
CP168195.1_264	CP168195.1	264	731	UG35__UvrD	4.8e-79	264.4	0.534	0.595	11	445
CP168195.1_264	CP168195.1	264	731	Gabija__GajB_2	1.4999999999999998e-103	345.4	0.77	0.867	11	644
CP168195.1_276	CP168195.1	276	927	Dodola__DolB	1.9000000000000001e-25	87.8	0.403	0.177	606	769
CP168195.1_306	CP168195.1	306	935	UG9__DNA_pol	3.1e-32	110.2	0.678	0.403	530	906
CP168195.1_516	CP168195.1	516	583	UG6__DnaG	2.4e-33	113.6	0.817	0.492	34	320
CP168195.1_583	CP168195.1	583	346	PsyrTA__PsyrA	1.4000000000000001e-30	104.6	0.774	0.893	28	336
CP168195.1_583	CP168195.1	583	346	ShosTA__ShosA	1.5e-57	193.1	0.693	0.601	40	247
CP168195.1_601	CP168195.1	601	72	MADS__mad1	4.6e-12	43.8	0.775	0.764	6	60
CP168195.1_602	CP168195.1	602	174	BREX__brxF	7.8e-55	183.2	0.837	0.879	17	169
CP168195.1_605	CP168195.1	605	626	RM_Type_II__Type_II_REase06	1e-09	36.6	0.846	0.796	23	520
CP168195.1_606	CP168195.1	606	924	RM_Type_II__Type_II_MTases_FAM_3	2.8e-08	31.6	0.571	0.171	488	645
CP168195.1_606	CP168195.1	606	924	RM_Type_II__Type_II_MTases_FAM_27	2.1e-177	590.2	0.949	0.947	46	920
CP168195.1_606	CP168195.1	606	924	BREX__pglXI	0.0	1719.5	0.997	0.998	1	922
CP168195.1_607	CP168195.1	607	945	BREX__brxHII_1	0.0	1349.8	0.997	0.979	9	933
CP168195.1_607	CP168195.1	607	945	BREX__brxHII	0.0	1382.1	0.997	0.978	10	933
CP168195.1_608	CP168195.1	608	683	BREX__pglZ3	8.8e-235	778.9	0.995	0.985	6	678
CP168195.1_631	CP168195.1	631	219	Zorya_III__ZorF3	6.9e-79	263.3	0.827	0.986	1	216
CP168195.1_632	CP168195.1	632	224	Zorya__ZorB	1.7e-15	55.1	0.838	0.906	6	208
CP168195.1_633	CP168195.1	633	897	Zorya__ZorA	9.7e-06	22.6	0.559	0.438	120	512
CP168195.1_634	CP168195.1	634	246	Zorya_III__ZorG3	8e-93	308.9	0.892	0.992	1	244
CP168195.1_690	CP168195.1	690	384	Zorya__ZorB	1.9e-05	22.2	0.785	0.654	26	276
CP168195.1_773	CP168195.1	773	121	Dpd__QueD	3.9e-57	189.9	0.967	0.959	5	120
CP168195.1_1058	CP168195.1	1058	180	DarTG__DarG	2.5e-67	225.2	0.739	0.972	1	175
CP168195.1_1176	CP168195.1	1176	862	Dodola__DolB	2.5e-22	77.6	0.597	0.277	485	723
CP168195.1_1233	CP168195.1	1233	228	Dpd__QueE	2.9e-06	25.1	0.561	0.566	72	200
CP168195.1_1234	CP168195.1	1234	225	Dpd__QueC	1.0999999999999999e-53	179.9	0.986	0.978	2	221
CP168195.1_1246	CP168195.1	1246	599	PsyrTA__PsyrT	1.8999999999999998e-90	302.0	0.517	0.578	4	349
CP168195.1_1265	CP168195.1	1265	306	Brig1__ADP_ribosyl	2.1e-60	203.0	0.435	0.922	5	286
CP168195.1_1435	CP168195.1	1435	415	Dnd__DndA	2.0000000000000003e-34	117.2	0.865	0.819	34	373
CP168195.1_1492	CP168195.1	1492	521	DISARM__drmC	1e-13	49.5	0.513	0.271	328	468
CP168195.1_1638	CP168195.1	1638	385	Wadjet__JetD_II	2.9999999999999996e-94	314.5	0.881	0.977	4	379
CP168195.1_1641	CP168195.1	1641	337	Gao_Iet__IetA	4.3e-49	165.5	0.7	0.801	55	324
CP168195.1_1643	CP168195.1	1643	78	MazEF__MazE	6.9e-12	43.3	0.525	0.538	2	43
CP168195.1_1837	CP168195.1	1837	382	Dpd__DpdA	1.3e-07	28.7	0.52	0.545	141	348
