sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
CP168203.1_HEC-09_3	HEC-09	HEC-09	Defense	CP168203.1_80	CP168203.1_80	CP168203.1_80	1	HEC-09__HEC-09
CP168203.1_Retron_XI_6	Retron	Retron_XI	Defense	CP168203.1_142	CP168203.1_142	CP168203.1_142	1	Retron_XI__RT_11
CP168203.1_SoFic_8	SoFIC	SoFic	Defense	CP168203.1_250	CP168203.1_250	CP168203.1_250	1	SoFic__SoFic
CP168203.1_RM_Type_II_18	RM	RM_Type_II	Defense	CP168203.1_332	CP168203.1_333	CP168203.1_332,CP168203.1_333	2	RM_Type_II__Type_II_MTases_FAM_41,RM_Type_II__Type_II_REase25
CP168203.1_AbiD_1	AbiD	AbiD	Defense	CP168203.1_370	CP168203.1_370	CP168203.1_370	1	AbiD__AbiD
CP168203.1_PD-Lambda-1_5	PD-Lambda-1	PD-Lambda-1	Defense	CP168203.1_649	CP168203.1_649	CP168203.1_649	1	PD-Lambda-1__PD-Lambda-1
CP168203.1_Wadjet_I_11	Wadjet	Wadjet_I	Defense	CP168203.1_2102	CP168203.1_2105	CP168203.1_2102,CP168203.1_2103,CP168203.1_2104,CP168203.1_2105	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
CP168203.1_RloC_7	RloC	RloC	Defense	CP168203.1_2726	CP168203.1_2726	CP168203.1_2726	1	RloC__RloC
CP168203.1_RM_Type_III_20	RM	RM_Type_III	Defense	CP168203.1_2752	CP168203.1_2753	CP168203.1_2752,CP168203.1_2753	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
CP168203.1_RM_Type_I_17	RM	RM_Type_I	Defense	CP168203.1_2863	CP168203.1_2867	CP168203.1_2863,CP168203.1_2867	2	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed
CP168203.1_Zorya_TypeIII_13	Zorya	Zorya_TypeIII	Defense	CP168203.1_3523	CP168203.1_3526	CP168203.1_3523,CP168203.1_3525,CP168203.1_3526	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
CP168203.1_Mokosh_TypeII_4	Mokosh	Mokosh_TypeII	Defense	CP168203.1_3551	CP168203.1_3551	CP168203.1_3551	1	Mokosh_TypeII__MkoC
CP168203.1_Gabija_2	Gabija	Gabija	Defense	CP168203.1_3554	CP168203.1_3555	CP168203.1_3554,CP168203.1_3555	2	Gabija__GajA,Gabija__GajB_1
CP168203.1_RM_Type_IIG_19	RM	RM_Type_IIG	Defense	CP168203.1_3585	CP168203.1_3585	CP168203.1_3585	1	RM_Type_IIG__Type_IIG_FAM_2.einsi_trimmed
CP168203.1_Wadjet_I_12	Wadjet	Wadjet_I	Defense	CP168203.1_4016	CP168203.1_4019	CP168203.1_4016,CP168203.1_4017,CP168203.1_4018,CP168203.1_4019	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
CP168204.1_HEC-09_14	HEC-09	HEC-09	Defense	CP168204.1_36	CP168204.1_36	CP168204.1_36	1	HEC-09__HEC-09
CP168204.1_HEC-09_15	HEC-09	HEC-09	Defense	CP168204.1_53	CP168204.1_53	CP168204.1_53	1	HEC-09__HEC-09
