replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JASVWG010000013.1	JASVWG010000013.1_90	SoFic__SoFic	452	defense-finder-models/DefenseFinder/SoFIC/SoFic	JASVWG010000013.1_SoFic_9	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	391	1.6e-116	387.5	0.986	0.939	19	385			SoFIC	SoFic	Defense
JASVWG010000015.1	JASVWG010000015.1_72	DS-20__DS-20	637	defense-finder-models/DefenseFinder/DS-20/DS-20	JASVWG010000015.1_DS-20_2	1	1	1.0	1.0	1	DS-20__DS-20	mandatory	487	1.8000000000000002e-174	579.1	0.976	0.998	1	486			DS-20	DS-20	Defense
JASVWG010000021.1	JASVWG010000021.1_58	PD-Lambda-1__PD-Lambda-1	1312	defense-finder-models/DefenseFinder/PD-Lambda-1/PD-Lambda-1	JASVWG010000021.1_PD-Lambda-1_3	1	1	1.0	1.0	1	PD-Lambda-1__PD-Lambda-1	mandatory	280	1.8e-102	341.5	0.578	0.971	1	272			PD-Lambda-1	PD-Lambda-1	Defense
JASVWG010000002.1	JASVWG010000002.1_10	cas6f_I_II_III_IV_V_VI_3	1790	CasFinder/CAS_Class1-Subtype-I-F	JASVWG010000002.1_CAS_Class1-Subtype-I-F_17	1	1	1.0	6.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	189	6.3e-62	207.0	1.0	0.979	4	188		JASVWG010000002.1_CAS_Class1-Type-I_18,JASVWG010000002.1_CAS_Cluster_19	Cas	CAS_Class1-Subtype-I-F	Defense
JASVWG010000002.1	JASVWG010000002.1_11	cas7f_I-F_2	1791	CasFinder/CAS_Class1-Subtype-I-F	JASVWG010000002.1_CAS_Class1-Subtype-I-F_17	1	1	1.0	6.0	1	cas7f_I-F_3	mandatory	350	8.499999999999999e-143	473.6	0.997	0.969	8	346		JASVWG010000002.1_CAS_Class1-Type-I_18,JASVWG010000002.1_CAS_Cluster_19	Cas	CAS_Class1-Subtype-I-F	Defense
JASVWG010000002.1	JASVWG010000002.1_12	cas5f_I-F_4	1792	CasFinder/CAS_Class1-Subtype-I-F	JASVWG010000002.1_CAS_Class1-Subtype-I-F_17	1	1	1.0	6.0	1	cas5f_I-F_4	mandatory	328	8.1e-112	371.2	1.0	0.927	11	314		JASVWG010000002.1_CAS_Class1-Type-I_18,JASVWG010000002.1_CAS_Cluster_19	Cas	CAS_Class1-Subtype-I-F	Defense
JASVWG010000002.1	JASVWG010000002.1_13	cas8f_I-F_8	1793	CasFinder/CAS_Class1-Subtype-I-F	JASVWG010000002.1_CAS_Class1-Subtype-I-F_17	1	1	1.0	6.0	1	cas8f_I-F_8	mandatory	452	3.9e-132	438.8	1.0	0.863	39	428		JASVWG010000002.1_CAS_Class1-Type-I_18,JASVWG010000002.1_CAS_Cluster_19	Cas	CAS_Class1-Subtype-I-F	Defense
JASVWG010000002.1	JASVWG010000002.1_14	cas3f_I-F_1	1794	CasFinder/CAS_Class1-Subtype-I-F	JASVWG010000002.1_CAS_Class1-Subtype-I-F_17	1	1	1.0	6.0	1	cas3f_I-F_1	mandatory	1138	0.0	1221.7	0.999	0.996	1	1133		JASVWG010000002.1_CAS_Class1-Type-I_18,JASVWG010000002.1_CAS_Cluster_19	Cas	CAS_Class1-Subtype-I-F	Defense
JASVWG010000002.1	JASVWG010000002.1_15	cas1_I-F_1	1795	CasFinder/CAS_Class1-Subtype-I-F	JASVWG010000002.1_CAS_Class1-Subtype-I-F_17	1	1	1.0	6.0	1	cas1_I-F_1	mandatory	341	2.5e-153	507.7	0.997	0.894	24	328		JASVWG010000002.1_CAS_Class1-Type-I_18,JASVWG010000002.1_CAS_Cluster_19	Cas	CAS_Class1-Subtype-I-F	Defense
JASVWG010000030.1	JASVWG010000030.1_30	PD-Lambda-5__PD-Lambda-5_B	2026	defense-finder-models/RM/PD-Lambda-5/PD-Lambda-5	JASVWG010000030.1_PD-Lambda-5_16	1	1	1.0	2.0	1	PD-Lambda-5__PD-Lambda-5_B	mandatory	304	9e-120	397.1	0.955	0.911	8	284			PD-Lambda-5	PD-Lambda-5	Defense
JASVWG010000030.1	JASVWG010000030.1_31	PD-Lambda-5__PD-Lambda-5_A	2027	defense-finder-models/RM/PD-Lambda-5/PD-Lambda-5	JASVWG010000030.1_PD-Lambda-5_16	1	1	1.0	2.0	1	PD-Lambda-5__PD-Lambda-5_A	mandatory	447	1.3e-105	351.7	0.992	0.996	2	446			PD-Lambda-5	PD-Lambda-5	Defense
JASVWG010000030.1	JASVWG010000030.1_42	Wadjet__JetA_I	2038	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JASVWG010000030.1_Wadjet_I_5	1	1	0.75	3.0	1	Wadjet__JetA_I	mandatory	499	2.3e-154	512.9	0.982	0.958	19	496		JASVWG010000030.1_Wadjet_4	Wadjet	Wadjet_I	Defense
JASVWG010000030.1	JASVWG010000030.1_43	Wadjet__JetB_I	2039	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JASVWG010000030.1_Wadjet_I_5	1	1	0.75	3.0	1	Wadjet__JetB_I	mandatory	230	1.3e-68	228.8	0.851	0.987	1	227		JASVWG010000030.1_Wadjet_4	Wadjet	Wadjet_I	Defense
JASVWG010000030.1	JASVWG010000030.1_44	Wadjet__JetC_I	2040	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JASVWG010000030.1_Wadjet_I_5	1	1	0.75	3.0	1	Wadjet__JetC_I	mandatory	1253	0.0	1197.5	0.994	0.876	25	1122		JASVWG010000030.1_Wadjet_4	Wadjet	Wadjet_I	Defense
JASVWG010000031.1	JASVWG010000031.1_30	Detocs__dtcC	2077	defense-finder-models/DefenseFinder/Detocs/Detocs	JASVWG010000031.1_Detocs_11	1	1	1.0	2.5	1	Detocs__dtcC	accessory	420	1.2e-129	430.7	0.995	0.96	1	403			Detocs	Detocs	Defense
JASVWG010000031.1	JASVWG010000031.1_31	Detocs__dtcB	2078	defense-finder-models/DefenseFinder/Detocs/Detocs	JASVWG010000031.1_Detocs_11	1	1	1.0	2.5	1	Detocs__dtcB	mandatory	152	1.6999999999999998e-43	146.0	0.987	0.974	1	148		JASVWG010000031.1_Detocs_REase_12,JASVWG010000031.1_Detocs_TOPRIM_13,JASVWG010000031.1_Detocs_hydrolase_14	Detocs	Detocs	Defense
JASVWG010000031.1	JASVWG010000031.1_32	Detocs__dtcA	2079	defense-finder-models/DefenseFinder/Detocs/Detocs	JASVWG010000031.1_Detocs_11	1	1	1.0	2.5	1	Detocs__dtcA	mandatory	1168	2.4e-189	629.8	0.983	0.985	8	1158		JASVWG010000031.1_Detocs_REase_12,JASVWG010000031.1_Detocs_TOPRIM_13,JASVWG010000031.1_Detocs_hydrolase_14	Detocs	Detocs	Defense
JASVWG010000038.1	JASVWG010000038.1_6	SoFic__SoFic	2355	defense-finder-models/DefenseFinder/SoFIC/SoFic	JASVWG010000038.1_SoFic_10	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	401	3.5e-85	284.3	0.967	0.893	32	389			SoFIC	SoFic	Defense
JASVWG010000004.1	JASVWG010000004.1_111	CBASS__2TM_Gros	3055	defense-finder-models/DefenseFinder/CBASS/CBASS_I	JASVWG010000004.1_CBASS_I_7	1	1	1.0	2.0	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	200	1.2e-20	72.6	0.722	0.835	1	167		JASVWG010000004.1_CBASS_6	CBASS	CBASS_I	Defense
JASVWG010000004.1	JASVWG010000004.1_112	CBASS__Cyclase_SMODS	3056	defense-finder-models/DefenseFinder/CBASS/CBASS_I	JASVWG010000004.1_CBASS_I_7	1	1	1.0	2.0	1	CBASS__Cyclase_SMODS	mandatory	433	1.1e-40	137.4	1.0	0.376	1	163		JASVWG010000004.1_CBASS_6	CBASS	CBASS_I	Defense
JASVWG010000053.1	JASVWG010000053.1_9	Damona__VCA0399	3220	defense-finder-models/DefenseFinder/Damona/Damona	JASVWG010000053.1_Damona_1	1	1	1.0	1.0	1	Damona__VCA0399	mandatory	322	1.1000000000000001e-60	203.1	0.957	0.941	7	309			Damona	Damona	Defense
JASVWG010000056.1	JASVWG010000056.1_21	Zorya_III__ZorG3	3295	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JASVWG010000056.1_Zorya_TypeIII_8	1	1	1.0	4.0	1	Zorya_III__ZorG3	mandatory	220	5.3000000000000004e-86	286.4	0.791	0.986	2	218			Zorya	Zorya_TypeIII	Defense
JASVWG010000056.1	JASVWG010000056.1_22	Zorya__ZorA	3296	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JASVWG010000056.1_Zorya_TypeIII_8	1	1	1.0	4.0	1	Zorya__ZorA2	mandatory	779	2.9e-10	37.5	0.514	0.492	109	491			Zorya	Zorya_TypeIII	Defense
JASVWG010000056.1	JASVWG010000056.1_23	Zorya__ZorB	3297	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JASVWG010000056.1_Zorya_TypeIII_8	1	1	1.0	4.0	1	Zorya__ZorB	mandatory	217	1.5e-10	38.8	0.804	0.889	8	200			Zorya	Zorya_TypeIII	Defense
JASVWG010000056.1	JASVWG010000056.1_24	Zorya_III__ZorF3	3298	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JASVWG010000056.1_Zorya_TypeIII_8	1	1	1.0	4.0	1	Zorya_III__ZorF3	mandatory	227	4.2e-76	254.0	0.831	0.982	3	225			Zorya	Zorya_TypeIII	Defense
JASVWG010000009.1	JASVWG010000009.1_66	CapRel__CapRel	4248	defense-finder-models/DefenseFinder/CapRel/CapRel	JASVWG010000009.1_CapRel_15	1	1	1.0	1.0	1	CapRel__CapRel	mandatory	368	4.2e-37	126.0	0.949	0.916	8	344			CapRel	CapRel	Defense
