hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JBEGES010000104.1_13	JBEGES010000104.1	283	385	SoFic__SoFic	9.7e-122	404.7	0.981	0.909	18	367
JBEGES010000108.1_9	JBEGES010000108.1	348	261	Gao_Qat__QatD	3.2e-16	57.5	0.953	0.954	2	250
JBEGES010000108.1_10	JBEGES010000108.1	349	279	CBASS__AG_E1_ThiF	8.900000000000001e-32	108.5	0.582	0.513	20	162
JBEGES010000109.1_9	JBEGES010000109.1	364	1380	Gabija__GajB_2	1.7999999999999998e-33	114.0	0.625	0.536	190	929
JBEGES010000011.1_18	JBEGES010000011.1	389	180	DarTG__DarG	1.3e-66	222.8	0.744	0.978	1	176
JBEGES010000114.1_11	JBEGES010000114.1	489	299	WYL_I_II_III_IV_V_VI_4	2.8999999999999997e-22	77.6	0.988	0.572	119	289
JBEGES010000114.1_11	JBEGES010000114.1	489	299	WYL_I_II_III_IV_V_VI_1	7.5e-43	145.3	0.901	0.967	2	290
JBEGES010000127.1_3	JBEGES010000127.1	727	862	Dodola__DolB	4.1999999999999997e-22	76.8	0.595	0.276	486	723
JBEGES010000013.1_17	JBEGES010000013.1	768	121	Dpd__QueD	1.1e-57	191.6	0.967	0.959	5	120
JBEGES010000013.1_40	JBEGES010000013.1	791	368	Veles__VlsB1	2.9e-104	347.1	0.949	0.946	19	366
JBEGES010000013.1_40	JBEGES010000013.1	791	368	Veles__VlsB2	1.7e-104	347.9	0.918	0.951	17	366
JBEGES010000136.1_2	JBEGES010000136.1	873	747	CBASS__AG_E1_ThiF	2.9e-14	51.1	0.406	0.135	370	470
JBEGES010000136.1_2	JBEGES010000136.1	873	747	CBASS__Jab	3.4e-27	93.3	0.649	0.183	603	739
JBEGES010000136.1_2	JBEGES010000136.1	873	747	6A_MBL__cap2_3	2.7e-50	169.2	0.535	0.521	352	740
JBEGES010000136.1_3	JBEGES010000136.1	874	387	6A_MBL__MblB	4.3e-43	145.5	0.966	0.956	5	374
JBEGES010000138.1_7	JBEGES010000138.1	892	322	WYL_I_II_III_IV_V_VI_4	7.799999999999999e-39	131.6	0.965	0.528	144	313
JBEGES010000138.1_7	JBEGES010000138.1	892	322	WYL_I_II_III_IV_V_VI_1	5e-67	224.7	0.984	0.994	1	320
JBEGES010000139.1_1	JBEGES010000139.1	896	521	DISARM__drmC	3.7e-14	51.0	0.479	0.261	329	464
JBEGES010000142.1_1	JBEGES010000142.1	979	187	DS-1__DS-1B	9.1e-31	105.3	0.423	0.984	1	184
