hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JBEGEC010000001.1_10	JBEGEC010000001.1	10	325	Zorya__ZorB	9.5e-07	26.4	0.604	0.474	117	270
JBEGEC010000001.1_228	JBEGEC010000001.1	228	375	Veles__VlsB1	2e-110	367.4	0.959	0.941	18	370
JBEGEC010000001.1_228	JBEGEC010000001.1	228	375	Veles__VlsB2	3.7e-111	369.8	0.923	0.941	17	369
JBEGEC010000001.1_287	JBEGEC010000001.1	287	1168	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.4e-11	40.9	0.645	0.405	658	1130
JBEGEC010000001.1_287	JBEGEC010000001.1	287	1168	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	3.8e-12	43.1	0.434	0.415	1	485
JBEGEC010000001.1_287	JBEGEC010000001.1	287	1168	Wadjet__JetC_I	7.3e-15	51.9	0.451	0.431	340	842
JBEGEC010000001.1_313	JBEGEC010000001.1	313	482	DEDDh_I_II_III_IV_V_VI_1	4e-18	64.1	0.975	0.373	6	185
JBEGEC010000001.1_342	JBEGEC010000001.1	342	212	DEDDh_I_II_III_IV_V_VI_1	1.5e-24	85.0	0.994	0.825	26	200
JBEGEC010000010.1_30	JBEGEC010000010.1	437	271	Gao_Qat__QatD	1.8e-15	54.9	0.799	0.768	16	223
JBEGEC010000010.1_111	JBEGEC010000010.1	518	390	SoFic__SoFic	5.5e-119	395.6	0.986	0.941	18	384
JBEGEC010000011.1_35	JBEGEC010000011.1	633	702	Lamassu-Fam__LmuB_SMC_Lipase	4.9e-18	62.6	0.691	0.675	16	489
JBEGEC010000011.1_35	JBEGEC010000011.1	633	702	Lamassu-Fam__LmuB_SMC_Mrr	2.6000000000000002e-20	70.5	0.81	0.738	4	521
JBEGEC010000011.1_35	JBEGEC010000011.1	633	702	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	6.8e-127	423.0	0.98	0.991	1	696
JBEGEC010000011.1_36	JBEGEC010000011.1	634	154	Lamassu-Fam__LmuC_acc_Cap4_nuclease	2.2e-14	52.2	0.945	0.922	10	151
JBEGEC010000011.1_37	JBEGEC010000011.1	635	420	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	1.4e-50	171.6	0.949	0.919	24	409
JBEGEC010000011.1_39	JBEGEC010000011.1	637	996	Gabija__GajB_3	2.1e-08	31.8	0.587	0.26	662	920
JBEGEC010000011.1_39	JBEGEC010000011.1	637	996	Gabija__GajB_2	7.8e-42	141.6	0.53	0.298	630	926
JBEGEC010000011.1_62	JBEGEC010000011.1	660	321	SspBCDE__SspD	3.4e-05	21.5	0.546	0.498	122	281
JBEGEC010000012.1_22	JBEGEC010000012.1	823	180	DarTG__DarG	9.6e-68	226.4	0.739	0.972	1	175
JBEGEC010000013.1_38	JBEGEC010000013.1	998	370	Veles__VlsB1	1.6e-124	413.8	0.97	0.978	3	364
