sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGEC010000010.1_SoFic_12	SoFIC	SoFic	Defense	JBEGEC010000010.1_111	JBEGEC010000010.1_111	JBEGEC010000010.1_111	1	SoFic__SoFic
JBEGEC010000011.1_Lamassu-Cap4_nuclease_5	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	JBEGEC010000011.1_35	JBEGEC010000011.1_37	JBEGEC010000011.1_35,JBEGEC010000011.1_36,JBEGEC010000011.1_37	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease
JBEGEC010000016.1_CAS_Class1-Subtype-I-C_14	Cas	CAS_Class1-Subtype-I-C	Defense	JBEGEC010000016.1_48	JBEGEC010000016.1_55	JBEGEC010000016.1_48,JBEGEC010000016.1_49,JBEGEC010000016.1_50,JBEGEC010000016.1_51,JBEGEC010000016.1_52,JBEGEC010000016.1_54,JBEGEC010000016.1_55	7	cas1_I_II_III_IV_V_VI_6,cas2_I_II_III_IV_V_VI_3,cas3_I_5,cas4_I_II_III_IV_V_VI_1,cas5_I-C_11,cas7_I-C_7,cas8c_I-C_2
JBEGEC010000020.1_UG7_4	All_UG	UG7	Defense	JBEGEC010000020.1_1	JBEGEC010000020.1_1	JBEGEC010000020.1_1	1	DRT8__DRT8a
JBEGEC010000021.1_AbiE_6	AbiE	AbiE	Defense	JBEGEC010000021.1_6	JBEGEC010000021.1_7	JBEGEC010000021.1_6,JBEGEC010000021.1_7	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JBEGEC010000021.1_Septu_7	Septu	Septu	Defense	JBEGEC010000021.1_41	JBEGEC010000021.1_42	JBEGEC010000021.1_41,JBEGEC010000021.1_42	2	Septu__PtuA_2,Septu__PtuB_2
JBEGEC010000023.1_Kiwa_11	Kiwa	Kiwa	Defense	JBEGEC010000023.1_32	JBEGEC010000023.1_33	JBEGEC010000023.1_32,JBEGEC010000023.1_33	2	Kiwa__KwaA,Kiwa__KwaB
JBEGEC010000024.1_Wadjet_I_10	Wadjet	Wadjet_I	Defense	JBEGEC010000024.1_20	JBEGEC010000024.1_22	JBEGEC010000024.1_20,JBEGEC010000024.1_21,JBEGEC010000024.1_22	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEGEC010000039.1_MazEF_8	MazEF	MazEF	Defense	JBEGEC010000039.1_5	JBEGEC010000039.1_6	JBEGEC010000039.1_5,JBEGEC010000039.1_6	2	MazEF__MazE,MazEF__MazF
JBEGEC010000005.1_PD-T7-2_2	PD-T7-2	PD-T7-2	Defense	JBEGEC010000005.1_192	JBEGEC010000005.1_193	JBEGEC010000005.1_192,JBEGEC010000005.1_193	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
JBEGEC010000005.1_RM_Type_II_13	RM	RM_Type_II	Defense	JBEGEC010000005.1_202	JBEGEC010000005.1_203	JBEGEC010000005.1_202,JBEGEC010000005.1_203	2	RM_Type_II__Type_II_MTases_FAM_6,RM_Type_II__Type_II_REase15
JBEGEC010000008.1_Zorya_TypeIII_1	Zorya	Zorya_TypeIII	Defense	JBEGEC010000008.1_201	JBEGEC010000008.1_204	JBEGEC010000008.1_201,JBEGEC010000008.1_202,JBEGEC010000008.1_204	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA
