sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGFE010000010.1_RM_Type_I_19	RM	RM_Type_I	Defense	JBEGFE010000010.1_3	JBEGFE010000010.1_7	JBEGFE010000010.1_3,JBEGFE010000010.1_7	2	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed
JBEGFE010000010.1_pAgo_S1B_2	pAgo	pAgo_S1B	Defense	JBEGFE010000010.1_68	JBEGFE010000010.1_69	JBEGFE010000010.1_68,JBEGFE010000010.1_69	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
JBEGFE010000010.1_Pycsar_1	Pycsar	Pycsar	Defense	JBEGFE010000010.1_86	JBEGFE010000010.1_87	JBEGFE010000010.1_86,JBEGFE010000010.1_87	2	CBASS__Effector_TIR,Pycsar__AG_cyclase
JBEGFE010000123.1_AbiE_5	AbiE	AbiE	Defense	JBEGFE010000123.1_5	JBEGFE010000123.1_6	JBEGFE010000123.1_5,JBEGFE010000123.1_6	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JBEGFE010000126.1_Mokosh_TypeII_12	Mokosh	Mokosh_TypeII	Defense	JBEGFE010000126.1_1	JBEGFE010000126.1_1	JBEGFE010000126.1_1	1	Mokosh_TypeII__MkoC
JBEGFE010000149.1_HEC-09_10	HEC-09	HEC-09	Defense	JBEGFE010000149.1_1	JBEGFE010000149.1_1	JBEGFE010000149.1_1	1	HEC-09__HEC-09
JBEGFE010000018.1_Zorya_TypeIII_11	Zorya	Zorya_TypeIII	Defense	JBEGFE010000018.1_24	JBEGFE010000018.1_27	JBEGFE010000018.1_24,JBEGFE010000018.1_25,JBEGFE010000018.1_27	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEGFE010000002.1_SoFic_16	SoFIC	SoFic	Defense	JBEGFE010000002.1_77	JBEGFE010000002.1_77	JBEGFE010000002.1_77	1	SoFic__SoFic
JBEGFE010000020.1_AbiH_14	AbiH	AbiH	Defense	JBEGFE010000020.1_7	JBEGFE010000020.1_7	JBEGFE010000020.1_7	1	AbiH__AbiH
JBEGFE010000031.1_PD-Lambda-1_13	PD-Lambda-1	PD-Lambda-1	Defense	JBEGFE010000031.1_47	JBEGFE010000031.1_47	JBEGFE010000031.1_47	1	PD-Lambda-1__PD-Lambda-1
JBEGFE010000033.1_Wadjet_I_4	Wadjet	Wadjet_I	Defense	JBEGFE010000033.1_35	JBEGFE010000033.1_38	JBEGFE010000033.1_35,JBEGFE010000033.1_36,JBEGFE010000033.1_37,JBEGFE010000033.1_38	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
JBEGFE010000034.1_AbiD_7	AbiD	AbiD	Defense	JBEGFE010000034.1_10	JBEGFE010000034.1_10	JBEGFE010000034.1_10	1	AbiD__AbiD
JBEGFE010000055.1_PD-T7-2_6	PD-T7-2	PD-T7-2	Defense	JBEGFE010000055.1_5	JBEGFE010000055.1_6	JBEGFE010000055.1_5,JBEGFE010000055.1_6	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
JBEGFE010000007.1_HEC-09_8	HEC-09	HEC-09	Defense	JBEGFE010000007.1_38	JBEGFE010000007.1_38	JBEGFE010000007.1_38	1	HEC-09__HEC-09
JBEGFE010000007.1_Hypnos_9	Hypnos	Hypnos	Defense	JBEGFE010000007.1_81	JBEGFE010000007.1_81	JBEGFE010000007.1_81	1	Hypnos__HyoA
JBEGFE010000079.1_RM_Type_II_17	RM	RM_Type_II	Defense	JBEGFE010000079.1_18	JBEGFE010000079.1_19	JBEGFE010000079.1_18,JBEGFE010000079.1_19	2	RM_Type_II__Type_II_MTases_FAM_41,RM_Type_II__Type_II_REase25
JBEGFE010000099.1_DS-1_15	DS-1	DS-1	Defense	JBEGFE010000099.1_3	JBEGFE010000099.1_4	JBEGFE010000099.1_3,JBEGFE010000099.1_4	2	DS-1__DS-1A,DS-1__DS-1B
