sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGFT010000008.1_Gao_Qat_12	Gao_Qat	Gao_Qat	Defense	JBEGFT010000008.1_6	JBEGFT010000008.1_9	JBEGFT010000008.1_6,JBEGFT010000008.1_7,JBEGFT010000008.1_8,JBEGFT010000008.1_9	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
JBEGFT010000042.1_Wadjet_I_4	Wadjet	Wadjet_I	Defense	JBEGFT010000042.1_12	JBEGFT010000042.1_14	JBEGFT010000042.1_12,JBEGFT010000042.1_13,JBEGFT010000042.1_14	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEGFT010000044.1_Zorya_TypeIII_5	Zorya	Zorya_TypeIII	Defense	JBEGFT010000044.1_20	JBEGFT010000044.1_23	JBEGFT010000044.1_20,JBEGFT010000044.1_21,JBEGFT010000044.1_22,JBEGFT010000044.1_23	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JBEGFT010000045.1_Prometheus_11	Prometheus	Prometheus	Defense	JBEGFT010000045.1_3	JBEGFT010000045.1_3	JBEGFT010000045.1_3	1	Prometheus__ProA
JBEGFT010000060.1_CBASS_I_9	CBASS	CBASS_I	Defense	JBEGFT010000060.1_1	JBEGFT010000060.1_2	JBEGFT010000060.1_1,JBEGFT010000060.1_2	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
JBEGFT010000065.1_SoFic_2	SoFIC	SoFic	Defense	JBEGFT010000065.1_13	JBEGFT010000065.1_13	JBEGFT010000065.1_13	1	SoFic__SoFic
JBEGFT010000065.1_Retron_VI_1	Retron	Retron_VI	Defense	JBEGFT010000065.1_26	JBEGFT010000065.1_27	JBEGFT010000065.1_26,JBEGFT010000065.1_27	2	Retron_VI__HTH,Retron__RT_Tot_10
JBEGFT010000088.1_HEC-09_6	HEC-09	HEC-09	Defense	JBEGFT010000088.1_1	JBEGFT010000088.1_1	JBEGFT010000088.1_1	1	HEC-09__HEC-09
JBEGFT010000089.1_Gao_Qat_13	Gao_Qat	Gao_Qat	Defense	JBEGFT010000089.1_11	JBEGFT010000089.1_14	JBEGFT010000089.1_11,JBEGFT010000089.1_12,JBEGFT010000089.1_13,JBEGFT010000089.1_14	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
JBEGFT010000129.1_RM_Type_I_17	RM	RM_Type_I	Defense	JBEGFT010000129.1_3	JBEGFT010000129.1_8	JBEGFT010000129.1_3,JBEGFT010000129.1_6,JBEGFT010000129.1_8	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
JBEGFT010000136.1_RM_Type_I_19	RM	RM_Type_I	Defense	JBEGFT010000136.1_2	JBEGFT010000136.1_6	JBEGFT010000136.1_2,JBEGFT010000136.1_3,JBEGFT010000136.1_6	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEGFT010000152.1_RloC_15	RloC	RloC	Defense	JBEGFT010000152.1_5	JBEGFT010000152.1_5	JBEGFT010000152.1_5	1	RloC__RloC
JBEGFT010000184.1_AbiE_14	AbiE	AbiE	Defense	JBEGFT010000184.1_3	JBEGFT010000184.1_4	JBEGFT010000184.1_3,JBEGFT010000184.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JBEGFT010000191.1_HEC-09_7	HEC-09	HEC-09	Defense	JBEGFT010000191.1_2	JBEGFT010000191.1_2	JBEGFT010000191.1_2	1	HEC-09__HEC-09
JBEGFT010000195.1_Gabija_10	Gabija	Gabija	Defense	JBEGFT010000195.1_1	JBEGFT010000195.1_2	JBEGFT010000195.1_1,JBEGFT010000195.1_2	2	Gabija__GajA,Gabija__GajB_2
