hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JASVWG010000010.1_38	JASVWG010000010.1	38	320	WYL_I_II_III_IV_V_VI_4	9.4e-29	98.6	0.971	0.525	144	311
JASVWG010000010.1_38	JASVWG010000010.1	38	320	WYL_I_II_III_IV_V_VI_1	6.4e-54	181.5	0.965	0.959	3	309
JASVWG010000011.1_78	JASVWG010000011.1	207	372	Veles__VlsB1	3.1e-112	373.3	0.949	0.938	14	362
JASVWG010000011.1_78	JASVWG010000011.1	207	372	Veles__VlsB2	1e-112	374.9	0.913	0.938	14	362
JASVWG010000011.1_111	JASVWG010000011.1	240	761	Dodola__DolB	2.3000000000000002e-20	71.0	0.491	0.254	429	621
JASVWG010000013.1_26	JASVWG010000013.1	388	832	BREX__brxHI	1.2e-42	144.1	0.466	0.409	77	416
JASVWG010000013.1_90	JASVWG010000013.1	452	391	SoFic__SoFic	1.6e-116	387.5	0.986	0.939	19	385
JASVWG010000015.1_19	JASVWG010000015.1	584	911	Thoeris_IV__ThsA_Casp4	2.1e-26	91.1	0.645	0.244	480	701
JASVWG010000015.1_39	JASVWG010000015.1	604	491	DISARM__drmC	1.2e-16	59.0	0.611	0.303	311	459
JASVWG010000015.1_72	JASVWG010000015.1	637	487	DS-20__DS-20	1.8e-174	579.1	0.976	0.998	1	486
JASVWG010000015.1_77	JASVWG010000015.1	642	276	PD_DExK_I_II_III_IV_V_VI_5	5.7e-17	59.4	0.937	0.442	9	130
JASVWG010000016.1_23	JASVWG010000016.1	692	123	Dpd__QueD	3.3000000000000004e-57	190.0	0.967	0.943	5	120
JASVWG010000017.1_14	JASVWG010000017.1	768	232	Zorya__ZorB	4.5e-12	43.8	0.558	0.578	94	227
JASVWG010000017.1_28	JASVWG010000017.1	782	261	Gao_Qat__QatD	4.6e-22	76.5	0.953	0.954	2	250
JASVWG010000017.1_32	JASVWG010000017.1	786	280	CBASS__AG_E1_ThiF	1.7e-35	120.5	0.627	0.55	18	171
JASVWG010000001.1_48	JASVWG010000001.1	1022	923	UG9__DNA_pol	1.9e-32	110.8	0.678	0.407	520	895
JASVWG010000001.1_70	JASVWG010000001.1	1044	930	Dodola__DolB	3.3000000000000003e-25	86.9	0.408	0.178	610	775
JASVWG010000001.1_85	JASVWG010000001.1	1059	406	DISARM__drmC	2.7e-17	61.1	0.589	0.367	205	353
JASVWG010000001.1_88	JASVWG010000001.1	1062	729	Gabija__GajB_1	8.6e-35	118.4	0.914	0.834	15	622
JASVWG010000001.1_88	JASVWG010000001.1	1062	729	UG35__UvrD	1.5000000000000002e-78	262.7	0.542	0.606	4	445
JASVWG010000001.1_88	JASVWG010000001.1	1062	729	Gabija__GajB_2	1.8000000000000002e-104	348.3	0.779	0.893	1	651
JASVWG010000001.1_92	JASVWG010000001.1	1066	473	DISARM__drmC	3.3e-17	60.8	0.574	0.302	291	433
JASVWG010000001.1_127	JASVWG010000001.1	1101	809	Gao_Iet__IetA	2.2e-31	107.1	0.53	0.262	558	769
JASVWG010000020.1_17	JASVWG010000020.1	1186	824	Dodola__DolB	2.5e-09	34.6	0.405	0.2	311	475
JASVWG010000020.1_24	JASVWG010000020.1	1193	247	DEDDh_I_II_III_IV_V_VI_1	3.5e-38	129.2	0.994	0.66	4	166
JASVWG010000021.1_58	JASVWG010000021.1	1312	280	PD-Lambda-1__PD-Lambda-1	1.8e-102	341.5	0.578	0.971	1	272
JASVWG010000021.1_65	JASVWG010000021.1	1319	378	DS-21__DS-21A	4.7e-87	289.8	0.989	0.984	5	376
JASVWG010000021.1_66	JASVWG010000021.1	1320	215	DS-21__DS-21C	1.6e-73	244.6	0.887	0.902	20	213
JASVWG010000022.1_18	JASVWG010000022.1	1344	304	Ukko__UkkD1	2.4e-58	195.5	0.947	0.865	20	282
JASVWG010000022.1_18	JASVWG010000022.1	1344	304	Ukko__UkkD2	2.4e-58	195.5	0.947	0.865	20	282
JASVWG010000023.1_35	JASVWG010000023.1	1429	427	Veles__VlsA1	3.5999999999999996e-66	221.3	0.963	0.642	4	277
JASVWG010000023.1_35	JASVWG010000023.1	1429	427	Veles__VlsA2	3.3999999999999998e-68	227.8	0.979	0.646	3	278
JASVWG010000023.1_37	JASVWG010000023.1	1431	376	Veles__VlsB1	3.6999999999999996e-127	422.4	0.97	0.963	5	366
JASVWG010000023.1_37	JASVWG010000023.1	1431	376	Veles__VlsB2	8.3e-129	427.9	0.933	0.963	5	366
JASVWG010000024.1_22	JASVWG010000024.1	1483	180	DarTG__DarG	1.8000000000000001e-65	218.9	0.735	0.967	1	174
JASVWG010000002.1_10	JASVWG010000002.1	1790	189	cas6f_I_II_III_IV_V_VI_1	1.9e-52	175.8	1.0	0.995	1	188
