replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
CP168194.1	CP168194.1_80	dCTPdeaminase__dCTPdeaminase	80	defense-finder-models/DefenseFinder/dCTPdeaminase/dCTPdeaminase	CP168194.1_dCTPdeaminase_11	1	1	1.0	1.0	1	dCTPdeaminase__dCTPdeaminase	mandatory	570	7.3e-108	359.2	0.913	0.972	9	562			dCTPdeaminase	dCTPdeaminase	Defense
CP168194.1	CP168194.1_249	SoFic__SoFic	249	defense-finder-models/DefenseFinder/SoFIC/SoFic	CP168194.1_SoFic_7	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	385	7.400000000000001e-122	404.9	0.981	0.909	18	367			SoFIC	SoFic	Defense
CP168194.1	CP168194.1_625	Rst_HelicaseDUF2290__DUF2290	625	defense-finder-models/DefenseFinder/Rst_HelicaseDUF2290/Rst_HelicaseDUF2290	CP168194.1_Rst_HelicaseDUF2290_6	1	1	1.0	2.0	1	Rst_HelicaseDUF2290__DUF2290	mandatory	216	1.9e-15	54.7	0.764	0.722	29	184			Rst_HelicaseDUF2290	Rst_HelicaseDUF2290	Defense
CP168194.1	CP168194.1_626	Rst_HelicaseDUF2290__Helicase	626	defense-finder-models/DefenseFinder/Rst_HelicaseDUF2290/Rst_HelicaseDUF2290	CP168194.1_Rst_HelicaseDUF2290_6	1	1	1.0	2.0	1	Rst_HelicaseDUF2290__Helicase	mandatory	692	1.8e-126	420.9	0.966	0.955	23	683			Rst_HelicaseDUF2290	Rst_HelicaseDUF2290	Defense
CP168194.1	CP168194.1_1158	Hma__HmaA	1158	defense-finder-models/DefenseFinder/Hma/Hma	CP168194.1_Hma_4	1	1	1.0	3.0	1	Hma__HmaA	mandatory	1085	0.0	1763.2	0.917	0.994	1	1079			Hma	Hma	Defense
CP168194.1	CP168194.1_1161	Hma__HmaB	1161	defense-finder-models/DefenseFinder/Hma/Hma	CP168194.1_Hma_4	1	1	1.0	3.0	1	Hma__HmaB	mandatory	976	0.0	1683.3	0.95	0.998	1	974			Hma	Hma	Defense
CP168194.1	CP168194.1_1163	HEC-05__HEC-05	1163	defense-finder-models/DefenseFinder/HEC-05/HEC-05	CP168194.1_HEC-05_3	1	1	1.0	1.0	1	HEC-05__HEC-05	mandatory	577	4.5e-81	271.7	0.536	0.964	11	566			HEC-05	HEC-05	Defense
CP168194.1	CP168194.1_1164	Hma__HmaC	1164	defense-finder-models/DefenseFinder/Hma/Hma	CP168194.1_Hma_4	1	1	1.0	3.0	1	Hma__HmaC	mandatory	939	0.0	1400.2	0.999	0.999	1	938			Hma	Hma	Defense
CP168194.1	CP168194.1_1903	DS-29__DS-29	1903	defense-finder-models/DefenseFinder/DS-29/DS-29	CP168194.1_DS-29_1	1	1	1.0	1.0	1	DS-29__DS-29	mandatory	255	3.699999999999999e-43	145.8	0.965	0.976	5	253			DS-29	DS-29	Defense
CP168194.1	CP168194.1_2259	Prometheus__ProA	2259	defense-finder-models/DefenseFinder/Prometheus/Prometheus	CP168194.1_Prometheus_5	1	1	1.0	1.0	1	Prometheus__ProA	mandatory	2211	0.0	1087.5	0.525	0.433	1249	2206			Prometheus	Prometheus	Defense
CP168194.1	CP168194.1_3516	Zorya_III__ZorG3	3516	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	CP168194.1_Zorya_TypeIII_10	1	1	1.0	4.0	1	Zorya_III__ZorG3	mandatory	250	1.1999999999999999e-92	308.2	0.892	0.992	1	248			Zorya	Zorya_TypeIII	Defense
CP168194.1	CP168194.1_3517	Zorya__ZorA	3517	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	CP168194.1_Zorya_TypeIII_10	1	1	1.0	4.0	1	Zorya__ZorA2	mandatory	891	1.1e-07	28.8	0.46	0.363	109	431			Zorya	Zorya_TypeIII	Defense
CP168194.1	CP168194.1_3518	Zorya__ZorB	3518	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	CP168194.1_Zorya_TypeIII_10	1	1	1.0	4.0	1	Zorya__ZorB	mandatory	225	1.1e-15	55.5	0.83	0.884	9	207			Zorya	Zorya_TypeIII	Defense
CP168194.1	CP168194.1_3519	Zorya_III__ZorF3	3519	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	CP168194.1_Zorya_TypeIII_10	1	1	1.0	4.0	1	Zorya_III__ZorF3	mandatory	217	1.2000000000000001e-80	268.9	0.823	0.982	1	213			Zorya	Zorya_TypeIII	Defense
CP168194.1	CP168194.1_3982	Wadjet__JetC_I	3982	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168194.1_Wadjet_I_9	1	1	0.75	3.0	1	Wadjet__JetC_I	mandatory	1356	0.0	1183.9	0.994	0.81	25	1122		CP168194.1_Wadjet_8	Wadjet	Wadjet_I	Defense
CP168194.1	CP168194.1_3983	Wadjet__JetB_I	3983	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168194.1_Wadjet_I_9	1	1	0.75	3.0	1	Wadjet__JetB_I	mandatory	234	2.2e-66	221.5	0.802	0.936	11	229		CP168194.1_Wadjet_8	Wadjet	Wadjet_I	Defense
CP168194.1	CP168194.1_3984	Wadjet__JetA_I	3984	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	CP168194.1_Wadjet_I_9	1	1	0.75	3.0	1	Wadjet__JetA_I	mandatory	490	2.6e-155	516.0	0.994	0.992	2	487		CP168194.1_Wadjet_8	Wadjet	Wadjet_I	Defense
CP168194.1	CP168194.1_4008	Dsr_II__Dsr2	4008	defense-finder-models/DefenseFinder/Dsr/Dsr_II	CP168194.1_Dsr_II_2	1	1	1.0	1.0	1	Dsr_II__Dsr2	mandatory	1183	3.6e-105	350.9	0.732	0.732	15	880			Dsr	Dsr_II	Defense
