replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAUBLF010000005.1	JAUBLF010000005.1_14	Zorya_III__ZorF3	249	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAUBLF010000005.1_Zorya_TypeIII_3	1	1	1.0	4.0	1	Zorya_III__ZorF3	mandatory	224	7.2e-79	262.8	0.815	0.969	1	217			Zorya	Zorya_TypeIII	Defense
JAUBLF010000005.1	JAUBLF010000005.1_15	Zorya__ZorB	250	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAUBLF010000005.1_Zorya_TypeIII_3	1	1	1.0	4.0	1	Zorya__ZorB	mandatory	225	3.6e-16	56.9	0.819	0.876	9	205			Zorya	Zorya_TypeIII	Defense
JAUBLF010000005.1	JAUBLF010000005.1_16	Zorya__ZorA	251	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAUBLF010000005.1_Zorya_TypeIII_3	1	1	1.0	4.0	1	Zorya__ZorA2	mandatory	835	4.6e-08	29.9	0.737	0.612	120	630			Zorya	Zorya_TypeIII	Defense
JAUBLF010000005.1	JAUBLF010000005.1_17	Zorya_III__ZorG3	252	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAUBLF010000005.1_Zorya_TypeIII_3	1	1	1.0	4.0	1	Zorya_III__ZorG3	mandatory	246	9.1e-91	301.8	0.892	0.992	1	244			Zorya	Zorya_TypeIII	Defense
JAUBLF010000012.1	JAUBLF010000012.1_36	PD-T7-5__PD-T7-5	630	defense-finder-models/DefenseFinder/PD-T7-5/PD-T7-5	JAUBLF010000012.1_PD-T7-5_5	1	1	1.0	1.0	1	PD-T7-5__PD-T7-5	mandatory	342	1.9999999999999998e-130	432.6	0.913	0.991	1	339			PD-T7-5	PD-T7-5	Defense
JAUBLF010000022.1	JAUBLF010000022.1_27	SspBCDE__SspD	1042	defense-finder-models/DefenseFinder/SspBCDE/SspBCDE	JAUBLF010000022.1_SspBCDE_2	1	1	0.429	3.0	1	SspBCDE__SspD	mandatory	279	4.3e-141	467.0	0.989	0.993	2	278			SspBCDE	SspBCDE	Defense
JAUBLF010000022.1	JAUBLF010000022.1_28	SspBCDE__SspC	1043	defense-finder-models/DefenseFinder/SspBCDE/SspBCDE	JAUBLF010000022.1_SspBCDE_2	1	1	0.429	3.0	1	SspBCDE__SspC	mandatory	1109	0.0	1289.0	0.993	0.989	5	1101			SspBCDE	SspBCDE	Defense
JAUBLF010000022.1	JAUBLF010000022.1_29	SspBCDE__SspB	1044	defense-finder-models/DefenseFinder/SspBCDE/SspBCDE	JAUBLF010000022.1_SspBCDE_2	1	1	0.429	3.0	1	SspBCDE__SspB	mandatory	312	5.199999999999999e-43	145.1	0.92	0.917	10	295			SspBCDE	SspBCDE	Defense
JAUBLF010000030.1	JAUBLF010000030.1_2	cas6f_I_II_III_IV_V_VI_3	1259	CasFinder/CAS_Class1-Subtype-I-F	JAUBLF010000030.1_CAS_Class1-Subtype-I-F_13	1	1	1.0	6.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	189	2.4999999999999997e-62	208.0	1.0	0.979	4	188		JAUBLF010000030.1_CAS_Class1-Type-I_14,JAUBLF010000030.1_CAS_Cluster_15	Cas	CAS_Class1-Subtype-I-F	Defense
JAUBLF010000030.1	JAUBLF010000030.1_3	cas7f_I-F_2	1260	CasFinder/CAS_Class1-Subtype-I-F	JAUBLF010000030.1_CAS_Class1-Subtype-I-F_13	1	1	1.0	6.0	1	cas7f_I-F_3	mandatory	346	9.7e-141	466.6	0.997	0.971	7	342		JAUBLF010000030.1_CAS_Class1-Type-I_14,JAUBLF010000030.1_CAS_Cluster_15	Cas	CAS_Class1-Subtype-I-F	Defense
