sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGEP010000103.1_Gabija_2	Gabija	Gabija	Defense	JBEGEP010000103.1_9	JBEGEP010000103.1_10	JBEGEP010000103.1_9,JBEGEP010000103.1_10	2	Gabija__GajA,Gabija__GajB_3
JBEGEP010000017.1_RM_Type_I_14	RM	RM_Type_I	Defense	JBEGEP010000017.1_43	JBEGEP010000017.1_47	JBEGEP010000017.1_43,JBEGEP010000017.1_46,JBEGEP010000017.1_47	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEGEP010000036.1_AbiJ_11	AbiJ	AbiJ	Defense	JBEGEP010000036.1_32	JBEGEP010000036.1_32	JBEGEP010000036.1_32	1	AbiJ__AbiJ
JBEGEP010000038.1_AbiJ_12	AbiJ	AbiJ	Defense	JBEGEP010000038.1_32	JBEGEP010000038.1_32	JBEGEP010000038.1_32	1	AbiJ__AbiJ
JBEGEP010000005.1_RM_Type_III_17	RM	RM_Type_III	Defense	JBEGEP010000005.1_89	JBEGEP010000005.1_90	JBEGEP010000005.1_89,JBEGEP010000005.1_90	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JBEGEP010000052.1_Zorya_TypeIII_8	Zorya	Zorya_TypeIII	Defense	JBEGEP010000052.1_9	JBEGEP010000052.1_12	JBEGEP010000052.1_9,JBEGEP010000052.1_11,JBEGEP010000052.1_12	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEGEP010000059.1_RM_Type_I_16	RM	RM_Type_I	Defense	JBEGEP010000059.1_1	JBEGEP010000059.1_2	JBEGEP010000059.1_1,JBEGEP010000059.1_2	2	RM__Type_I_MTases_FAM_2,RM__Type_I_S_52
JBEGEP010000060.1_Wadjet_I_7	Wadjet	Wadjet_I	Defense	JBEGEP010000060.1_23	JBEGEP010000060.1_26	JBEGEP010000060.1_23,JBEGEP010000060.1_24,JBEGEP010000060.1_25,JBEGEP010000060.1_26	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
JBEGEP010000061.1_Shango_1	Shango	Shango	Defense	JBEGEP010000061.1_17	JBEGEP010000061.1_19	JBEGEP010000061.1_17,JBEGEP010000061.1_18,JBEGEP010000061.1_19	3	Shango__SngA,Shango__SngB,Shango__SngC
JBEGEP010000063.1_RloC_4	RloC	RloC	Defense	JBEGEP010000063.1_1	JBEGEP010000063.1_1	JBEGEP010000063.1_1	1	RloC__RloC
JBEGEP010000063.1_DS-10_3	DS-10	DS-10	Defense	JBEGEP010000063.1_2	JBEGEP010000063.1_2	JBEGEP010000063.1_2	1	DS-10__DS-10
JBEGEP010000063.1_SoFic_5	SoFIC	SoFic	Defense	JBEGEP010000063.1_15	JBEGEP010000063.1_15	JBEGEP010000063.1_15	1	SoFic__SoFic
JBEGEP010000007.1_SoFic_10	SoFIC	SoFic	Defense	JBEGEP010000007.1_37	JBEGEP010000007.1_37	JBEGEP010000007.1_37	1	SoFic__SoFic
JBEGEP010000089.1_HEC-09_9	HEC-09	HEC-09	Defense	JBEGEP010000089.1_5	JBEGEP010000089.1_5	JBEGEP010000089.1_5	1	HEC-09__HEC-09
