replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JBEGFL010000128.1	JBEGFL010000128.1_3	RM__Type_I_REases_FAM_0.einsi_trimmed	694	defense-finder-models/RM/RM/RM_Type_I	JBEGFL010000128.1_RM_Type_I_12	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1060	1.7999999999999998e-243	809.2	0.994	0.978	1	1037		JBEGFL010000128.1_PrrC_11	RM	RM_Type_I	Defense
JBEGFL010000128.1	JBEGFL010000128.1_6	RM__Type_I_S_06	697	defense-finder-models/RM/RM/RM_Type_I	JBEGFL010000128.1_RM_Type_I_12	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	525	1.1999999999999998e-69	233.5	0.73	0.76	118	516		JBEGFL010000128.1_PrrC_11	RM	RM_Type_I	Defense
JBEGFL010000128.1	JBEGFL010000128.1_8	RM__Type_I_MTases_FAM_0	699	defense-finder-models/RM/RM/RM_Type_I	JBEGFL010000128.1_RM_Type_I_12	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	605	8.6e-170	564.0	0.98	0.835	100	604		JBEGFL010000128.1_PrrC_11	RM	RM_Type_I	Defense
JBEGFL010000136.1	JBEGFL010000136.1_3	RM__Type_I_MTases_FAM_0	830	defense-finder-models/RM/RM/RM_Type_I	JBEGFL010000136.1_RM_Type_I_14	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	526	4.3000000000000005e-162	538.6	0.992	0.99	4	524		JBEGFL010000136.1_PrrC_13	RM	RM_Type_I	Defense
JBEGFL010000136.1	JBEGFL010000136.1_6	RM__Type_I_S_51	833	defense-finder-models/RM/RM/RM_Type_I	JBEGFL010000136.1_RM_Type_I_14	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	402	8.3e-60	200.6	0.836	0.99	2	399		JBEGFL010000136.1_PrrC_13	RM	RM_Type_I	Defense
JBEGFL010000136.1	JBEGFL010000136.1_7	RM__Type_I_REases_FAM_0.einsi_trimmed	834	defense-finder-models/RM/RM/RM_Type_I	JBEGFL010000136.1_RM_Type_I_14	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	4e-229	761.7	0.98	0.964	10	1067		JBEGFL010000136.1_PrrC_13	RM	RM_Type_I	Defense
JBEGFL010000146.1	JBEGFL010000146.1_1	RM_Type_II__Type_II_MTases_FAM_41	965	defense-finder-models/RM/RM/RM_Type_II	JBEGFL010000146.1_RM_Type_II_10	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	405	3.2e-133	442.5	0.955	0.938	1	380			RM	RM_Type_II	Defense
JBEGFL010000146.1	JBEGFL010000146.1_2	RM_Type_II__Type_II_REase25	966	defense-finder-models/RM/RM/RM_Type_II	JBEGFL010000146.1_RM_Type_II_10	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	217	2.4e-24	84.9	0.732	0.885	8	199			RM	RM_Type_II	Defense
JBEGFL010000182.1	JBEGFL010000182.1_2	HEC-09__HEC-09	1374	defense-finder-models/DefenseFinder/HEC-09/HEC-09	JBEGFL010000182.1_HEC-09_3	1	1	1.0	1.0	1	HEC-09__HEC-09	mandatory	234	5.0000000000000005e-37	125.5	0.805	0.979	5	233			HEC-09	HEC-09	Defense
JBEGFL010000192.1	JBEGFL010000192.1_1	Gabija__GajB_2	1460	defense-finder-models/DefenseFinder/Gabija/Gabija	JBEGFL010000192.1_Gabija_7	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	580	2e-55	186.5	0.742	0.967	8	568			Gabija	Gabija	Defense
