sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGER010000101.1_SoFic_5	SoFIC	SoFic	Defense	JBEGER010000101.1_13	JBEGER010000101.1_13	JBEGER010000101.1_13	1	SoFic__SoFic
JBEGER010000131.1_6A_MBL_18	6A_MBL	6A_MBL	Defense	JBEGER010000131.1_2	JBEGER010000131.1_3	JBEGER010000131.1_2,JBEGER010000131.1_3	2	6A_MBL__MblB,6A_MBL__cap2_3
JBEGER010000138.1_DS-1_13	DS-1	DS-1	Defense	JBEGER010000138.1_12	JBEGER010000138.1_13	JBEGER010000138.1_12,JBEGER010000138.1_13	2	DS-1__DS-1A,DS-1__DS-1B
JBEGER010000139.1_RM_Type_I_22	RM	RM_Type_I	Defense	JBEGER010000139.1_6	JBEGER010000139.1_11	JBEGER010000139.1_6,JBEGER010000139.1_8,JBEGER010000139.1_11	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
JBEGER010000146.1_RloC_7	RloC	RloC	Defense	JBEGER010000146.1_5	JBEGER010000146.1_5	JBEGER010000146.1_5	1	RloC__RloC
JBEGER010000150.1_RM_Type_I_20	RM	RM_Type_I	Defense	JBEGER010000150.1_2	JBEGER010000150.1_6	JBEGER010000150.1_2,JBEGER010000150.1_3,JBEGER010000150.1_6	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEGER010000160.1_Hypnos_6	Hypnos	Hypnos	Defense	JBEGER010000160.1_5	JBEGER010000160.1_5	JBEGER010000160.1_5	1	Hypnos__HyoA
JBEGER010000185.1_HEC-09_11	HEC-09	HEC-09	Defense	JBEGER010000185.1_2	JBEGER010000185.1_2	JBEGER010000185.1_2	1	HEC-09__HEC-09
JBEGER010000195.1_HEC-09_12	HEC-09	HEC-09	Defense	JBEGER010000195.1_5	JBEGER010000195.1_5	JBEGER010000195.1_5	1	HEC-09__HEC-09
JBEGER010000198.1_AbiE_10	AbiE	AbiE	Defense	JBEGER010000198.1_3	JBEGER010000198.1_4	JBEGER010000198.1_3,JBEGER010000198.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JBEGER010000213.1_Gabija_14	Gabija	Gabija	Defense	JBEGER010000213.1_1	JBEGER010000213.1_2	JBEGER010000213.1_1,JBEGER010000213.1_2	2	Gabija__GajA,Gabija__GajB_2
JBEGER010000229.1_CBASS_I_3	CBASS	CBASS_I	Defense	JBEGER010000229.1_1	JBEGER010000229.1_2	JBEGER010000229.1_1,JBEGER010000229.1_2	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
JBEGER010000049.1_Wadjet_I_9	Wadjet	Wadjet_I	Defense	JBEGER010000049.1_12	JBEGER010000049.1_14	JBEGER010000049.1_12,JBEGER010000049.1_13,JBEGER010000049.1_14	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEGER010000050.1_Zorya_TypeIII_1	Zorya	Zorya_TypeIII	Defense	JBEGER010000050.1_20	JBEGER010000050.1_23	JBEGER010000050.1_20,JBEGER010000050.1_21,JBEGER010000050.1_22,JBEGER010000050.1_23	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JBEGER010000057.1_Prometheus_4	Prometheus	Prometheus	Defense	JBEGER010000057.1_23	JBEGER010000057.1_23	JBEGER010000057.1_23	1	Prometheus__ProA
JBEGER010000069.1_CBASS_II_17	CBASS	CBASS_II	Defense	JBEGER010000069.1_4	JBEGER010000069.1_7	JBEGER010000069.1_4,JBEGER010000069.1_5,JBEGER010000069.1_6,JBEGER010000069.1_7	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Phospholipase
