seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBEFVM010000080.1	4793	No terminal repeats	8	11	1.0000	NA	1	0.8764	NA	NA
JBEFVM010000022.1	83113	No terminal repeats	74	11	1.0000	NA	17	12.7973	MOBT;G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JBEFVM010000060.1	19867	No terminal repeats	25	11	1.0000	NA	2	9.8486	T_virB3	NA
JBEFVM010000059.1	20596	No terminal repeats	26	11	0.9999	NA	2	2.2434	NA	NA
JBEFVM010000044.1	38274	No terminal repeats	50	11	0.9999	NA	10	21.1336	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JBEFVM010000066.1	13027	No terminal repeats	14	11	0.9999	NA	0	2.7907	NA	NA
JBEFVM010000074.1	10221	No terminal repeats	10	11	0.9999	NA	0	1.8417	NA	NA
JBEFVM010000056.1	23628	No terminal repeats	20	11	0.9998	NA	0	1.9629	NA	NA
JBEFVM010000053.1	27554	No terminal repeats	32	11	0.9998	NA	1	4.4474	I_traY;I_traW;I_trbA	NA
JBEFVM010000058.1	20930	No terminal repeats	23	11	0.9998	NA	0	1.1415	NA	NA
JBEFVM010000030.1	68526	No terminal repeats	77	11	0.9998	NA	6	18.9949	I_traK;I_traI;I_traM;I_traN;traU	NA
JBEFVM010000043.1	38304	No terminal repeats	39	11	0.9998	NA	0	9.4956	NA	NA
JBEFVM010000067.1	12660	No terminal repeats	10	11	0.9997	NA	0	0.4902	NA	NA
JBEFVM010000071.1	10722	No terminal repeats	6	11	0.9997	NA	1	2.4488	NA	NA
JBEFVM010000065.1	13228	No terminal repeats	13	11	0.9995	NA	5	7.5758	virb4;T_virB3;T_virB2;T_virB9;T_virB8	NA
JBEFVM010000072.1	10293	No terminal repeats	12	11	0.9995	NA	0	1.1242	NA	NA
JBEFVM010000118.1	799	No terminal repeats	2	11	0.9989	NA	1	1.7183	T_virB6	NA
JBEFVM010000089.1	2998	No terminal repeats	4	11	0.9987	NA	1	3.4366	T_virB6	NA
JBEFVM010000083.1	4460	No terminal repeats	5	11	0.9795	NA	0	0.2163	NA	NA
JBEFVM010000064.1	14989	No terminal repeats	19	11	0.9670	NA	0	0.8214	NA	NA
JBEFVM010000055.1	23857	No terminal repeats	15	11	0.9519	NA	0	0.7119	NA	NA
JBEFVM010000078.1	5224	No terminal repeats	5	11	0.9312	NA	0	0.2071	NA	NA
