name	len	score	pvalue
JAUINW010000001.1 Xanthomonas campestris pv. campestris strain 5582 NODE_1_length_259131_cov_74.317297, whole genome shotgun sequence	259131	0.2749703824520111	0.12595362187476394
JAUINW010000002.1 Xanthomonas campestris pv. campestris strain 5582 NODE_2_length_207683_cov_78.975916, whole genome shotgun sequence	207683	0.1481740027666092	0.1653825817659944
JAUINW010000003.1 Xanthomonas campestris pv. campestris strain 5582 NODE_3_length_206688_cov_85.487501, whole genome shotgun sequence	206688	0.10808326303958893	0.18500264370420727
JAUINW010000004.1 Xanthomonas campestris pv. campestris strain 5582 NODE_4_length_198165_cov_86.635354, whole genome shotgun sequence	198165	0.32404619455337524	0.11371704811541657
JAUINW010000005.1 Xanthomonas campestris pv. campestris strain 5582 NODE_5_length_158137_cov_88.061268, whole genome shotgun sequence	158137	0.2624565660953522	0.12888058010423747
JAUINW010000006.1 Xanthomonas campestris pv. campestris strain 5582 NODE_6_length_156022_cov_81.359293, whole genome shotgun sequence	156022	0.12968222796916962	0.17401238764257118
JAUINW010000007.1 Xanthomonas campestris pv. campestris strain 5582 NODE_7_length_127001_cov_71.923387, whole genome shotgun sequence	127001	0.15332242846488953	0.16334315280610318
JAUINW010000008.1 Xanthomonas campestris pv. campestris strain 5582 NODE_8_length_118430_cov_73.995108, whole genome shotgun sequence	118430	0.08148224651813507	0.20237555706624366
JAUINW010000009.1 Xanthomonas campestris pv. campestris strain 5582 NODE_9_length_114615_cov_83.862517, whole genome shotgun sequence	114615	0.20835600793361664	0.14434624971674598
JAUINW010000010.1 Xanthomonas campestris pv. campestris strain 5582 NODE_10_length_109709_cov_89.106611, whole genome shotgun sequence	109709	0.06603098660707474	0.21629277135735328
JAUINW010000011.1 Xanthomonas campestris pv. campestris strain 5582 NODE_11_length_109511_cov_86.128333, whole genome shotgun sequence	109511	0.075686976313591	0.20741747866153032
JAUINW010000012.1 Xanthomonas campestris pv. campestris strain 5582 NODE_12_length_105934_cov_76.824858, whole genome shotgun sequence	105934	0.17533530294895172	0.15531762217690157
JAUINW010000013.1 Xanthomonas campestris pv. campestris strain 5582 NODE_13_length_105706_cov_76.249420, whole genome shotgun sequence	105706	0.10110226273536682	0.18885489840622405
JAUINW010000014.1 Xanthomonas campestris pv. campestris strain 5582 NODE_14_length_99436_cov_84.071227, whole genome shotgun sequence	99436	0.10559786856174469	0.18655109902560615
JAUINW010000015.1 Xanthomonas campestris pv. campestris strain 5582 NODE_15_length_96038_cov_76.177207, whole genome shotgun sequence	96038	0.08211325109004974	0.20186569982627087
JAUINW010000016.1 Xanthomonas campestris pv. campestris strain 5582 NODE_16_length_94870_cov_88.700896, whole genome shotgun sequence	94870	0.11702913790941238	0.18028174333408867
JAUINW010000017.1 Xanthomonas campestris pv. campestris strain 5582 NODE_17_length_90337_cov_82.536395, whole genome shotgun sequence	90337	0.08743724972009659	0.1978623763124103
JAUINW010000018.1 Xanthomonas campestris pv. campestris strain 5582 NODE_18_length_86979_cov_86.768383, whole genome shotgun sequence	86979	0.05908912047743797	0.22403504796434776
JAUINW010000019.1 Xanthomonas campestris pv. campestris strain 5582 NODE_19_length_86636_cov_81.197172, whole genome shotgun sequence	86636	0.07755953818559647	0.20566130372384622
JAUINW010000020.1 Xanthomonas campestris pv. campestris strain 5582 NODE_20_length_85294_cov_73.599352, whole genome shotgun sequence	85294	0.07205833494663239	0.2106654581161719
JAUINW010000021.1 Xanthomonas campestris pv. campestris strain 5582 NODE_21_length_81689_cov_88.635630, whole genome shotgun sequence	81689	0.032377272844314575	0.26293526701412495
JAUINW010000022.1 Xanthomonas campestris pv. campestris strain 5582 NODE_22_length_80786_cov_83.327795, whole genome shotgun sequence	80786	0.13213814795017242	0.1728227207493013
JAUINW010000023.1 Xanthomonas campestris pv. campestris strain 5582 NODE_23_length_80586_cov_86.770411, whole genome shotgun sequence	80586	0.1540529429912567	0.1631165495883375
JAUINW010000024.1 Xanthomonas campestris pv. campestris strain 5582 NODE_24_length_78601_cov_87.978873, whole genome shotgun sequence	78601	0.08043083548545837	0.2033008535387869
JAUINW010000025.1 Xanthomonas campestris pv. campestris strain 5582 NODE_25_length_77040_cov_79.546496, whole genome shotgun sequence	77040	0.11891038715839386	0.1792242616511821
JAUINW010000026.1 Xanthomonas campestris pv. campestris strain 5582 NODE_26_length_76981_cov_69.878992, whole genome shotgun sequence	76981	0.040103644132614136	0.24928242314374197
JAUINW010000027.1 Xanthomonas campestris pv. campestris strain 5582 NODE_27_length_71066_cov_85.744693, whole genome shotgun sequence	71066	0.04266791045665741	0.2452790996298814
JAUINW010000028.1 Xanthomonas campestris pv. campestris strain 5582 NODE_28_length_69236_cov_84.776717, whole genome shotgun sequence	69236	0.04026104137301445	0.2491124707304177
JAUINW010000029.1 Xanthomonas campestris pv. campestris strain 5582 NODE_29_length_64900_cov_69.764374, whole genome shotgun sequence	64900	0.14685948193073273	0.16610015862225244
JAUINW010000030.1 Xanthomonas campestris pv. campestris strain 5582 NODE_30_length_63545_cov_77.294558, whole genome shotgun sequence	63545	0.04436542093753815	0.2422010725885641
JAUINW010000031.1 Xanthomonas campestris pv. campestris strain 5582 NODE_31_length_56272_cov_74.654115, whole genome shotgun sequence	56272	0.039804182946681976	0.2495656771659491
JAUINW010000032.1 Xanthomonas campestris pv. campestris strain 5582 NODE_32_length_56063_cov_87.990998, whole genome shotgun sequence	56063	0.03933532163500786	0.25035878842812903
JAUINW010000033.1 Xanthomonas campestris pv. campestris strain 5582 NODE_33_length_55596_cov_80.471442, whole genome shotgun sequence	55596	0.029181383550167084	0.26960117833673236
JAUINW010000034.1 Xanthomonas campestris pv. campestris strain 5582 NODE_34_length_55545_cov_68.842324, whole genome shotgun sequence	55545	0.09453311562538147	0.192914872724526
