name	len	score	pvalue
JAUINZ010000001.1 Xanthomonas campestris pv. campestris strain 5742 NODE_1_length_280761_cov_171.326613, whole genome shotgun sequence	280761	0.22904926538467407	0.13779364000302138
JAUINZ010000002.1 Xanthomonas campestris pv. campestris strain 5742 NODE_2_length_222027_cov_170.209241, whole genome shotgun sequence	222027	0.16089753806591034	0.1605294961855125
JAUINZ010000003.1 Xanthomonas campestris pv. campestris strain 5742 NODE_3_length_197925_cov_179.023291, whole genome shotgun sequence	197925	0.33713558316230774	0.110827857088904
JAUINZ010000004.1 Xanthomonas campestris pv. campestris strain 5742 NODE_4_length_192333_cov_157.266421, whole genome shotgun sequence	192333	0.1035221740603447	0.1877596495203565
JAUINZ010000005.1 Xanthomonas campestris pv. campestris strain 5742 NODE_5_length_172470_cov_176.375056, whole genome shotgun sequence	172470	0.11211426556110382	0.18264219351914798
JAUINZ010000006.1 Xanthomonas campestris pv. campestris strain 5742 NODE_6_length_163660_cov_162.763032, whole genome shotgun sequence	163660	0.18814140558242798	0.15101216103935342
JAUINZ010000007.1 Xanthomonas campestris pv. campestris strain 5742 NODE_7_length_152291_cov_179.701999, whole genome shotgun sequence	152291	0.11769868433475494	0.17994183850744014
JAUINZ010000008.1 Xanthomonas campestris pv. campestris strain 5742 NODE_8_length_142595_cov_174.911871, whole genome shotgun sequence	142595	0.22608612477779388	0.13871893647556463
JAUINZ010000009.1 Xanthomonas campestris pv. campestris strain 5742 NODE_9_length_135042_cov_168.635565, whole genome shotgun sequence	135042	0.19411949813365936	0.14872724526021602
JAUINZ010000010.1 Xanthomonas campestris pv. campestris strain 5742 NODE_10_length_119042_cov_161.941260, whole genome shotgun sequence	119042	0.12851482629776	0.17440894327366116
JAUINZ010000011.1 Xanthomonas campestris pv. campestris strain 5742 NODE_11_length_116559_cov_172.551450, whole genome shotgun sequence	116559	0.21665959060192108	0.14121157187098723
JAUINZ010000012.1 Xanthomonas campestris pv. campestris strain 5742 NODE_12_length_115867_cov_157.564721, whole genome shotgun sequence	115867	0.16769735515117645	0.15798020998564846
JAUINZ010000013.1 Xanthomonas campestris pv. campestris strain 5742 NODE_13_length_111054_cov_171.150283, whole genome shotgun sequence	111054	0.09288876503705978	0.19401012161039352
