name	len	score	pvalue
JAYIPT010000001.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_1, whole genome shotgun sequence	567709	0.40289682149887085	0.09564544149860262
JAYIPT010000002.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_2, whole genome shotgun sequence	456817	0.4618588089942932	0.08044414230682076
JAYIPT010000003.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_3, whole genome shotgun sequence	283376	0.28088444471359253	0.12438628295188459
JAYIPT010000004.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_4, whole genome shotgun sequence	184742	0.13815224170684814	0.17044338696276154
JAYIPT010000005.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_5, whole genome shotgun sequence	183841	0.2509409487247467	0.13193972354407432
JAYIPT010000006.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_6, whole genome shotgun sequence	167708	0.20509541034698486	0.14525266258780875
JAYIPT010000007.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_7, whole genome shotgun sequence	158415	0.1553690880537033	0.16279552836316943
JAYIPT010000008.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_8, whole genome shotgun sequence	143671	0.15942831337451935	0.1609827026210439
JAYIPT010000009.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_9, whole genome shotgun sequence	135444	0.1801879107952118	0.15378805045698316
JAYIPT010000010.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_10, whole genome shotgun sequence	127941	0.16043315827846527	0.1606805649973563
JAYIPT010000011.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_11, whole genome shotgun sequence	126136	0.12815800309181213	0.17463554649142685
JAYIPT010000012.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_12, whole genome shotgun sequence	121863	0.08570800721645355	0.1989576251982778
JAYIPT010000013.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_13, whole genome shotgun sequence	116620	0.18026569485664368	0.15373139965254173
JAYIPT010000014.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_14, whole genome shotgun sequence	114210	0.11399425566196442	0.18162247903920237
JAYIPT010000015.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_15, whole genome shotgun sequence	109752	0.15550260245800018	0.16271999395724754
JAYIPT010000016.1 Xanthomonas campestris pv. campestris strain WHRI 6136 scf_82457_16, whole genome shotgun sequence	108272	0.1136738508939743	0.18179243145252663
