name	len	score	pvalue
JAYIMQ010000001.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_1, whole genome shotgun sequence	351688	0.3717305064201355	0.10325553289523377
JAYIMQ010000002.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_2, whole genome shotgun sequence	323901	0.25835657119750977	0.13016466500490972
JAYIMQ010000003.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_3, whole genome shotgun sequence	199828	0.20174869894981384	0.14627237706775437
JAYIMQ010000004.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_4, whole genome shotgun sequence	197540	0.21499750018119812	0.14174031271244053
JAYIMQ010000005.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_5, whole genome shotgun sequence	161233	0.1717119812965393	0.15658282347609337
JAYIMQ010000006.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_6, whole genome shotgun sequence	161054	0.1655379682779312	0.1586222524359846
JAYIMQ010000007.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_7, whole genome shotgun sequence	147406	0.07421211153268814	0.20862602915628067
JAYIMQ010000008.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_8, whole genome shotgun sequence	146239	0.05796467512845993	0.22509252964725432
JAYIMQ010000009.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_9, whole genome shotgun sequence	143873	0.12610292434692383	0.175636377369892
JAYIMQ010000010.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_10, whole genome shotgun sequence	137880	0.0857776552438736	0.19891985799531686
JAYIMQ010000011.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_11, whole genome shotgun sequence	137717	0.19643092155456543	0.1477830651861923
JAYIMQ010000012.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_12, whole genome shotgun sequence	134067	0.21341688930988312	0.14232570435833522
JAYIMQ010000013.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_13, whole genome shotgun sequence	124231	0.19473466277122498	0.14850064204245034
JAYIMQ010000014.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_14, whole genome shotgun sequence	116918	0.20893312990665436	0.14415741370194124
JAYIMQ010000015.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_15, whole genome shotgun sequence	116113	0.13766071200370789	0.1706888737820077
JAYIMQ010000016.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_16, whole genome shotgun sequence	115254	0.11663845926523209	0.18041392854445198
JAYIMQ010000017.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_17, whole genome shotgun sequence	114282	0.0752837210893631	0.2077384998866984
JAYIMQ010000018.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_18, whole genome shotgun sequence	108090	0.08086669445037842	0.20292318150917743
JAYIMQ010000019.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_19, whole genome shotgun sequence	89900	0.0854966938495636	0.1991842284160435
JAYIMQ010000020.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_20, whole genome shotgun sequence	89185	0.09834708273410797	0.19053553893798625
JAYIMQ010000021.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_21, whole genome shotgun sequence	86978	0.053108446300029755	0.2303988216632676
JAYIMQ010000022.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_22, whole genome shotgun sequence	83856	0.04985084757208824	0.23451544678601102
JAYIMQ010000023.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_23, whole genome shotgun sequence	81221	0.12048548460006714	0.17856333559936552
JAYIMQ010000024.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_24, whole genome shotgun sequence	81217	0.0933564305305481	0.1937268675881864
JAYIMQ010000025.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_25, whole genome shotgun sequence	72309	0.10863520205020905	0.18464385527607827
JAYIMQ010000026.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_26, whole genome shotgun sequence	69190	0.055077146738767624	0.22822720749301306
JAYIMQ010000027.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_27, whole genome shotgun sequence	66822	0.09063813090324402	0.19569076214215575
JAYIMQ010000028.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_28, whole genome shotgun sequence	62963	0.18530866503715515	0.15199410831633808
JAYIMQ010000029.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_29, whole genome shotgun sequence	62353	0.05712660029530525	0.22596117531535614
JAYIMQ010000030.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_30, whole genome shotgun sequence	60732	0.08282464742660522	0.20145026059370044
JAYIMQ010000031.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_31, whole genome shotgun sequence	58988	0.041025735437870026	0.24788503663418687
JAYIMQ010000032.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_32, whole genome shotgun sequence	52659	0.06183360144495964	0.22086260291562806
JAYIMQ010000033.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_33, whole genome shotgun sequence	51795	0.043129950761795044	0.24450487196918197
JAYIMQ010000034.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_34, whole genome shotgun sequence	51332	0.19304433465003967	0.14908603368834505
JAYIMQ010000035.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_35, whole genome shotgun sequence	49651	0.055933982133865356	0.22735856182491124
JAYIMQ010000036.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_36, whole genome shotgun sequence	47790	0.026758035644888878	0.27551174560012087
JAYIMQ010000037.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_37, whole genome shotgun sequence	44676	0.053385067731142044	0.23000226603217766
JAYIMQ010000038.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_38, whole genome shotgun sequence	42928	0.03383058309555054	0.2603859808142609
JAYIMQ010000039.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_39, whole genome shotgun sequence	40265	0.06932683289051056	0.21308255910567264
JAYIMQ010000040.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_40, whole genome shotgun sequence	35851	0.019027911126613617	0.29809653297076816
JAYIMQ010000041.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_41, whole genome shotgun sequence	32211	0.02233271673321724	0.28731399652541734
JAYIMQ010000042.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_42, whole genome shotgun sequence	31752	0.023795314133167267	0.2831784878011934
JAYIMQ010000043.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_43, whole genome shotgun sequence	29070	0.0356917642056942	0.25710023415665834
JAYIMQ010000044.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_44, whole genome shotgun sequence	28762	0.030121587216854095	0.26748621497091923
JAYIMQ010000045.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_45, whole genome shotgun sequence	27366	0.03883406147360802	0.2510385980814261
JAYIMQ010000046.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_46, whole genome shotgun sequence	27325	0.034811779856681824	0.2587053402824987
JAYIMQ010000047.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_47, whole genome shotgun sequence	27153	0.025616075843572617	0.27815544980738727
JAYIMQ010000048.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_48, whole genome shotgun sequence	26478	0.02859646826982498	0.2709230304403656
JAYIMQ010000049.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_49, whole genome shotgun sequence	26123	0.016865985468029976	0.30666968804290357
JAYIMQ010000050.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_50, whole genome shotgun sequence	23537	0.03462006151676178	0.2590452451091472
JAYIMQ010000051.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_51, whole genome shotgun sequence	22948	0.02372349612414837	0.28336732381599816
JAYIMQ010000052.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_52, whole genome shotgun sequence	20884	0.027096880599856377	0.2746619835334995
JAYIMQ010000053.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_53, whole genome shotgun sequence	20587	0.04761786758899689	0.23765012463176977
JAYIMQ010000054.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_54, whole genome shotgun sequence	17733	0.050998106598854065	0.23311806027645593
JAYIMQ010000055.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_55, whole genome shotgun sequence	17646	0.018646346405148506	0.29964498829216707
JAYIMQ010000056.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_56, whole genome shotgun sequence	17053	0.044424690306186676	0.24216330538560316
JAYIMQ010000057.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_57, whole genome shotgun sequence	16359	0.5171746015548706	0.05527230153334844
JAYIMQ010000058.1 Xanthomonas campestris pv. campestris strain WHRI 5485 scf_82077_58, whole genome shotgun sequence	13432	0.0295321736484766	0.2687702998715915
