name	len	score	pvalue
JAUIOX010000001.1 Xanthomonas campestris pv. campestris strain 5816 NODE_1_length_188196_cov_137.492747, whole genome shotgun sequence	188196	0.15885424613952637	0.16113377143288768
JAUIOX010000002.1 Xanthomonas campestris pv. campestris strain 5816 NODE_2_length_172853_cov_159.201758, whole genome shotgun sequence	172853	0.11409008502960205	0.18154694463328047
JAUIOX010000003.1 Xanthomonas campestris pv. campestris strain 5816 NODE_3_length_153615_cov_130.785727, whole genome shotgun sequence	153615	0.19104403257369995	0.1499169121534859
JAUIOX010000004.1 Xanthomonas campestris pv. campestris strain 5816 NODE_4_length_147709_cov_157.097560, whole genome shotgun sequence	147709	0.1494273990392685	0.1648160737215802
JAUIOX010000005.1 Xanthomonas campestris pv. campestris strain 5816 NODE_5_length_147399_cov_145.394944, whole genome shotgun sequence	147399	0.07421211153268814	0.20862602915628067
JAUIOX010000006.1 Xanthomonas campestris pv. campestris strain 5816 NODE_6_length_134054_cov_125.400815, whole genome shotgun sequence	134054	0.21341687440872192	0.14232570435833522
JAUIOX010000007.1 Xanthomonas campestris pv. campestris strain 5816 NODE_7_length_124231_cov_153.598797, whole genome shotgun sequence	124231	0.1947346329689026	0.14850064204245034
JAUIOX010000008.1 Xanthomonas campestris pv. campestris strain 5816 NODE_8_length_122683_cov_174.930762, whole genome shotgun sequence	122683	0.14739829301834106	0.16572248659264294
JAUIOX010000009.1 Xanthomonas campestris pv. campestris strain 5816 NODE_9_length_116918_cov_173.788584, whole genome shotgun sequence	116918	0.20873166620731354	0.14423294810786313
JAUIOX010000010.1 Xanthomonas campestris pv. campestris strain 5816 NODE_10_length_111458_cov_140.190409, whole genome shotgun sequence	111458	0.16503041982650757	0.1589055064581917
JAUIOX010000011.1 Xanthomonas campestris pv. campestris strain 5816 NODE_11_length_111074_cov_152.518861, whole genome shotgun sequence	111074	0.0722230076789856	0.2103822040939648
JAUIOX010000012.1 Xanthomonas campestris pv. campestris strain 5816 NODE_12_length_109614_cov_170.871185, whole genome shotgun sequence	109614	0.17830924689769745	0.15441120930583882
JAUIOX010000013.1 Xanthomonas campestris pv. campestris strain 5816 NODE_13_length_108323_cov_134.907590, whole genome shotgun sequence	108323	0.08717983961105347	0.19805121232721504
JAUIOX010000014.1 Xanthomonas campestris pv. campestris strain 5816 NODE_14_length_108095_cov_129.830713, whole genome shotgun sequence	108095	0.08086669445037842	0.20292318150917743
JAUIOX010000015.1 Xanthomonas campestris pv. campestris strain 5816 NODE_15_length_107916_cov_170.230084, whole genome shotgun sequence	107916	0.05936373025178909	0.2236384923332578
JAUIOX010000016.1 Xanthomonas campestris pv. campestris strain 5816 NODE_16_length_102600_cov_173.323937, whole genome shotgun sequence	102600	0.15842339396476746	0.161265956643251
