name	len	score	pvalue
JAUIQA010000001.1 Xanthomonas campestris pv. campestris strain 10215A NODE_1_length_259163_cov_166.274106, whole genome shotgun sequence	259163	0.21489042043685913	0.141759196313921
JAUIQA010000002.1 Xanthomonas campestris pv. campestris strain 10215A NODE_2_length_253839_cov_160.074806, whole genome shotgun sequence	253839	0.26610779762268066	0.12787974922577233
JAUIQA010000003.1 Xanthomonas campestris pv. campestris strain 10215A NODE_3_length_246406_cov_166.398114, whole genome shotgun sequence	246406	0.18515260517597198	0.15208852632374045
JAUIQA010000004.1 Xanthomonas campestris pv. campestris strain 10215A NODE_4_length_193940_cov_139.346869, whole genome shotgun sequence	193940	0.10771673172712326	0.18515371251605106
JAUIQA010000005.1 Xanthomonas campestris pv. campestris strain 10215A NODE_5_length_192076_cov_157.533242, whole genome shotgun sequence	192076	0.1260756552219391	0.17567414457285294
JAUIQA010000006.1 Xanthomonas campestris pv. campestris strain 10215A NODE_6_length_189852_cov_164.028908, whole genome shotgun sequence	189852	0.1427902728319168	0.16778079915401464
JAUIQA010000007.1 Xanthomonas campestris pv. campestris strain 10215A NODE_7_length_189695_cov_142.044600, whole genome shotgun sequence	189695	0.2265976071357727	0.13864340206964273
JAUIQA010000008.1 Xanthomonas campestris pv. campestris strain 10215A NODE_8_length_177958_cov_163.841422, whole genome shotgun sequence	177958	0.2572900354862213	0.13058010423748018
JAUIQA010000009.1 Xanthomonas campestris pv. campestris strain 10215A NODE_9_length_160213_cov_145.656517, whole genome shotgun sequence	160213	0.1388954073190689	0.17002794773019111
JAUIQA010000010.1 Xanthomonas campestris pv. campestris strain 10215A NODE_10_length_156278_cov_163.516200, whole genome shotgun sequence	156278	0.266879677772522	0.12772868041392854
JAUIQA010000011.1 Xanthomonas campestris pv. campestris strain 10215A NODE_11_length_156163_cov_158.502031, whole genome shotgun sequence	156163	0.16638776659965515	0.15826346400785557
JAUIQA010000012.1 Xanthomonas campestris pv. campestris strain 10215A NODE_12_length_145844_cov_164.885303, whole genome shotgun sequence	145844	0.08386360108852386	0.20050608051967672
JAUIQA010000013.1 Xanthomonas campestris pv. campestris strain 10215A NODE_13_length_136133_cov_162.993267, whole genome shotgun sequence	136133	0.12964951992034912	0.17401238764257118
JAUIQA010000014.1 Xanthomonas campestris pv. campestris strain 10215A NODE_14_length_136060_cov_162.780928, whole genome shotgun sequence	136060	0.18713334202766418	0.15137094946748245
JAUIQA010000015.1 Xanthomonas campestris pv. campestris strain 10215A NODE_15_length_124700_cov_151.435281, whole genome shotgun sequence	124700	0.10746897757053375	0.18532366492937533
JAUIQA010000016.1 Xanthomonas campestris pv. campestris strain 10215A NODE_16_length_124275_cov_163.513873, whole genome shotgun sequence	124275	0.18160390853881836	0.1532593096155299
