name	len	score	pvalue
JAUIOT010000100.1 Xanthomonas campestris pv. campestris strain 5808 NODE_100_length_2416_cov_82.041043, whole genome shotgun sequence	2416	0.6333654522895813	0.03882468464385527
JAUIOT010000101.1 Xanthomonas campestris pv. campestris strain 5808 NODE_101_length_2188_cov_104.742776, whole genome shotgun sequence	2188	0.005313199013471603	0.38847344965631847
JAUIOT010000102.1 Xanthomonas campestris pv. campestris strain 5808 NODE_102_length_1936_cov_144.942442, whole genome shotgun sequence	1936	6.974975258344784e-05	0.6799040713044792
JAUIOT010000103.1 Xanthomonas campestris pv. campestris strain 5808 NODE_103_length_1748_cov_61.747457, whole genome shotgun sequence	1748	0.02225630357861519	0.2875972505476244
JAUIOT010000104.1 Xanthomonas campestris pv. campestris strain 5808 NODE_104_length_1736_cov_277.197709, whole genome shotgun sequence	1736	0.08342946320772171	0.20082710174484478
JAUIOT010000105.1 Xanthomonas campestris pv. campestris strain 5808 NODE_105_length_1634_cov_94.725112, whole genome shotgun sequence	1634	0.05906614288687706	0.22405393156582823
JAUIOT010000106.1 Xanthomonas campestris pv. campestris strain 5808 NODE_106_length_1506_cov_5052.599720, whole genome shotgun sequence	1506	0.000799837987869978	0.5243031951053705
JAUIOT010000107.1 Xanthomonas campestris pv. campestris strain 5808 NODE_107_length_1470_cov_161.578607, whole genome shotgun sequence	1470	7.920305506559089e-06	0.792034896895536
JAUIOT010000108.1 Xanthomonas campestris pv. campestris strain 5808 NODE_108_length_1403_cov_143.977376, whole genome shotgun sequence	1403	0.00959458202123642	0.3471183624140796
JAUIOT010000109.1 Xanthomonas campestris pv. campestris strain 5808 NODE_109_length_1377_cov_115.066923, whole genome shotgun sequence	1377	0.15980969369411469	0.16086940101216105
JAUIOT010000010.1 Xanthomonas campestris pv. campestris strain 5808 NODE_10_length_122676_cov_166.341096, whole genome shotgun sequence	122676	0.14739829301834106	0.16572248659264294
JAUIOT010000110.1 Xanthomonas campestris pv. campestris strain 5808 NODE_110_length_1250_cov_112.023018, whole genome shotgun sequence	1250	0.01918167434632778	0.2976433265352368
JAUIOT010000111.1 Xanthomonas campestris pv. campestris strain 5808 NODE_111_length_1227_cov_130.162609, whole genome shotgun sequence	1227	0.40066495537757874	0.09640078555782158
JAUIOT010000112.1 Xanthomonas campestris pv. campestris strain 5808 NODE_112_length_1210_cov_114.300971, whole genome shotgun sequence	1210	0.06939522922039032	0.21298814109827027
JAUIOT010000113.1 Xanthomonas campestris pv. campestris strain 5808 NODE_113_length_1198_cov_114.445138, whole genome shotgun sequence	1198	0.6852196455001831	0.03429262028854143
JAUIOT010000114.1 Xanthomonas campestris pv. campestris strain 5808 NODE_114_length_1098_cov_124.237023, whole genome shotgun sequence	1098	0.1408853977918625	0.1689138152428431
JAUIOT010000115.1 Xanthomonas campestris pv. campestris strain 5808 NODE_115_length_1096_cov_94.263003, whole genome shotgun sequence	1096	0.0006323927082121372	0.5404675579726566
JAUIOT010000116.1 Xanthomonas campestris pv. campestris strain 5808 NODE_116_length_1038_cov_150.120708, whole genome shotgun sequence	1038	0.0904851034283638	0.19576629654807765
JAUIOT010000117.1 Xanthomonas campestris pv. campestris strain 5808 NODE_117_length_1005_cov_1740.719828, whole genome shotgun sequence	1005	0.002720820950344205	0.4374952790996299
JAUIOT010000118.1 Xanthomonas campestris pv. campestris strain 5808 NODE_118_length_1000_cov_65.566631, whole genome shotgun sequence	1000	0.00025828619254752994	0.599762066621346
JAUIOT010000011.1 Xanthomonas campestris pv. campestris strain 5808 NODE_11_length_116918_cov_164.382426, whole genome shotgun sequence	116918	0.20873168110847473	0.14423294810786313
JAUIOT010000012.1 Xanthomonas campestris pv. campestris strain 5808 NODE_12_length_115587_cov_132.721704, whole genome shotgun sequence	115587	0.11598370969295502	0.18065941536369817
JAUIOT010000013.1 Xanthomonas campestris pv. campestris strain 5808 NODE_13_length_111249_cov_131.926168, whole genome shotgun sequence	111249	0.16618405282497406	0.158320114812297
JAUIOT010000014.1 Xanthomonas campestris pv. campestris strain 5808 NODE_14_length_108095_cov_122.128534, whole genome shotgun sequence	108095	0.08086669445037842	0.20292318150917743
JAUIOT010000015.1 Xanthomonas campestris pv. campestris strain 5808 NODE_15_length_108067_cov_124.811547, whole genome shotgun sequence	108067	0.0866856724023819	0.19837223355238312
JAUIOT010000016.1 Xanthomonas campestris pv. campestris strain 5808 NODE_16_length_107913_cov_160.078879, whole genome shotgun sequence	107913	0.05936373025178909	0.2236384923332578
JAUIOT010000017.1 Xanthomonas campestris pv. campestris strain 5808 NODE_17_length_90107_cov_129.777807, whole genome shotgun sequence	90107	0.08840775489807129	0.19706926505023037
JAUIOT010000018.1 Xanthomonas campestris pv. campestris strain 5808 NODE_18_length_86979_cov_156.857437, whole genome shotgun sequence	86979	0.05310846492648125	0.2303988216632676
JAUIOT010000019.1 Xanthomonas campestris pv. campestris strain 5808 NODE_19_length_85656_cov_167.285467, whole genome shotgun sequence	85656	0.09123539924621582	0.19516202130070248
JAUIOT010000001.1 Xanthomonas campestris pv. campestris strain 5808 NODE_1_length_294123_cov_147.250600, whole genome shotgun sequence	294123	0.19189834594726562	0.14952035652239595
JAUIOT010000020.1 Xanthomonas campestris pv. campestris strain 5808 NODE_20_length_83910_cov_143.092183, whole genome shotgun sequence	83910	0.04985084757208824	0.23451544678601102
JAUIOT010000021.1 Xanthomonas campestris pv. campestris strain 5808 NODE_21_length_83476_cov_127.736172, whole genome shotgun sequence	83476	0.09397993981838226	0.19317924314525267
JAUIOT010000022.1 Xanthomonas campestris pv. campestris strain 5808 NODE_22_length_80665_cov_149.940984, whole genome shotgun sequence	80665	0.11613409966230392	0.18058388095777628
JAUIOT010000023.1 Xanthomonas campestris pv. campestris strain 5808 NODE_23_length_79941_cov_136.035373, whole genome shotgun sequence	79941	0.03794921934604645	0.2527381222146688
JAUIOT010000024.1 Xanthomonas campestris pv. campestris strain 5808 NODE_24_length_74454_cov_154.974885, whole genome shotgun sequence	74454	0.04759488254785538	0.23765012463176977
JAUIOT010000025.1 Xanthomonas campestris pv. campestris strain 5808 NODE_25_length_72314_cov_165.592591, whole genome shotgun sequence	72314	0.10840576887130737	0.18479492408792206
JAUIOT010000026.1 Xanthomonas campestris pv. campestris strain 5808 NODE_26_length_69308_cov_160.390649, whole genome shotgun sequence	69308	0.0553286150097847	0.22800060427524738
JAUIOT010000027.1 Xanthomonas campestris pv. campestris strain 5808 NODE_27_length_66187_cov_135.047209, whole genome shotgun sequence	66187	0.15181513130664825	0.16389077724903695
JAUIOT010000028.1 Xanthomonas campestris pv. campestris strain 5808 NODE_28_length_62963_cov_119.729797, whole genome shotgun sequence	62963	0.18530866503715515	0.15199410831633808
JAUIOT010000029.1 Xanthomonas campestris pv. campestris strain 5808 NODE_29_length_61436_cov_146.532473, whole genome shotgun sequence	61436	0.07893620431423187	0.2044905204320568
JAUIOT010000002.1 Xanthomonas campestris pv. campestris strain 5808 NODE_2_length_188196_cov_126.642668, whole genome shotgun sequence	188196	0.15885423123836517	0.16113377143288768
JAUIOT010000030.1 Xanthomonas campestris pv. campestris strain 5808 NODE_30_length_59655_cov_166.254221, whole genome shotgun sequence	59655	0.04005702584981918	0.24928242314374197
JAUIOT010000031.1 Xanthomonas campestris pv. campestris strain 5808 NODE_31_length_59094_cov_153.292933, whole genome shotgun sequence	59094	0.056203074753284454	0.22705642420122366
JAUIOT010000032.1 Xanthomonas campestris pv. campestris strain 5808 NODE_32_length_53883_cov_149.141992, whole genome shotgun sequence	53883	0.051509350538253784	0.23245713422463932
JAUIOT010000033.1 Xanthomonas campestris pv. campestris strain 5808 NODE_33_length_52940_cov_174.826949, whole genome shotgun sequence	52940	0.03530696779489517	0.2577989274114359
JAUIOT010000034.1 Xanthomonas campestris pv. campestris strain 5808 NODE_34_length_52671_cov_161.069438, whole genome shotgun sequence	52671	0.06183360144495964	0.22086260291562806
