seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIST010000032.1	57547	No terminal repeats	62	11	1.0000	NA	18	42.4991	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIST010000033.1	44997	DTR	54	11	0.9999	NA	10	24.3078	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;MOBP1	NA
JAYIST010000034.1	39976	DTR	51	11	0.9999	NA	11	18.7443	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2;I_traV	NA
JAYIST010000055.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYIST010000052.1	5638	No terminal repeats	9	11	0.9997	NA	0	0.3559	NA	NA
JAYIST010000049.1	6249	No terminal repeats	9	11	0.9993	NA	0	1.1242	NA	NA
JAYIST010000041.1	15181	No terminal repeats	12	11	0.9991	NA	0	1.2466	NA	NA
JAYIST010000056.1	3061	No terminal repeats	3	11	0.9968	NA	2	2.6906	virb4;T_virB6	NA
JAYIST010000046.1	8369	No terminal repeats	6	11	0.8062	NA	0	0.3825	NA	NA
JAYIST010000036.1	33266	No terminal repeats	28	11	0.7956	NA	0	3.0122	NA	NA
