seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIVQ010000066.1	6269	No terminal repeats	6	11	1.0000	NA	0	5.4218	NA	NA
JAYIVQ010000040.1	38675	No terminal repeats	39	11	1.0000	NA	17	34.8978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JAYIVQ010000054.1	16215	No terminal repeats	18	11	1.0000	NA	1	4.1647	NA	NA
JAYIVQ010000041.1	38323	No terminal repeats	43	11	1.0000	NA	10	20.0587	I_traV;T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAYIVQ010000061.1	8476	No terminal repeats	8	11	0.9999	NA	0	2.5688	NA	NA
JAYIVQ010000070.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYIVQ010000031.1	56458	No terminal repeats	59	11	0.9999	NA	1	14.4815	MOBQ	NF000496
JAYIVQ010000064.1	7881	No terminal repeats	10	11	0.9994	NA	0	0.7327	NA	NA
JAYIVQ010000063.1	8046	No terminal repeats	10	11	0.9993	NA	0	0.7327	NA	NA
JAYIVQ010000049.1	25292	No terminal repeats	23	11	0.9990	NA	0	2.4834	NA	NA
JAYIVQ010000071.1	2707	No terminal repeats	3	11	0.9983	NA	2	2.6906	virb4;T_virB6	NA
JAYIVQ010000048.1	27384	No terminal repeats	26	11	0.9913	NA	0	1.6063	NA	NA
JAYIVQ010000060.1	9649	No terminal repeats	7	11	0.9815	NA	0	0.2071	NA	NA
JAYIVQ010000030.1	58254	No terminal repeats	47	11	0.9027	NA	0	0.6480	NA	NF033135
