seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYISD010000056.1	6269	No terminal repeats	6	11	1.0000	NA	0	5.4218	NA	NA
JAYISD010000042.1	28862	No terminal repeats	30	11	1.0000	NA	17	30.7770	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYISD010000043.1	27992	No terminal repeats	30	11	1.0000	NA	1	11.7221	NA	NA
JAYISD010000064.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYISD010000040.1	38840	DTR	49	11	0.9999	NA	10	15.0803	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAYISD010000022.1	99847	No terminal repeats	97	11	0.9998	NA	1	2.9055	MOBQ	NF000496
JAYISD010000060.1	5846	No terminal repeats	9	11	0.9997	NA	0	1.5596	NA	NA
JAYISD010000048.1	15181	No terminal repeats	12	11	0.9991	NA	0	1.2466	NA	NA
JAYISD010000062.1	3641	No terminal repeats	5	11	0.9990	NA	0	1.1242	NA	NA
JAYISD010000065.1	3061	No terminal repeats	3	11	0.9968	NA	2	2.6906	virb4;T_virB6	NA
JAYISD010000033.1	61762	No terminal repeats	52	11	0.9800	NA	0	0.8696	NA	NF033135
JAYISD010000041.1	33294	No terminal repeats	29	11	0.9401	NA	0	3.0122	NA	NA
JAYISD010000052.1	8971	No terminal repeats	7	11	0.8114	NA	0	0.3254	NA	NA
JAYISD010000053.1	8369	No terminal repeats	6	11	0.8062	NA	0	0.3825	NA	NA
