seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIVA010000081.1	4144	No terminal repeats	5	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAYIVA010000090.1	2217	No terminal repeats	5	11	1.0000	NA	3	7.7219	T_virB3;T_virB2;T_virB1	NA
JAYIVA010000080.1	4264	No terminal repeats	4	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIVA010000086.1	3097	No terminal repeats	3	11	1.0000	NA	2	2.5325	T_virB3;virb4	NA
JAYIVA010000064.1	8790	No terminal repeats	16	11	1.0000	NA	0	1.7858	NA	NA
JAYIVA010000040.1	36796	No terminal repeats	45	11	0.9999	NA	11	18.8469	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAYIVA010000053.1	22102	No terminal repeats	15	11	0.9999	NA	0	3.2214	NA	NA
JAYIVA010000084.1	3557	No terminal repeats	2	11	0.9999	NA	0	1.7183	NA	NA
JAYIVA010000082.1	3868	No terminal repeats	8	11	0.9999	NA	0	2.4510	NA	NA
JAYIVA010000072.1	6648	No terminal repeats	13	11	0.9999	NA	0	1.3215	NA	NA
JAYIVA010000058.1	14551	No terminal repeats	15	11	0.9999	NA	1	1.2122	NA	NA
JAYIVA010000076.1	4952	No terminal repeats	6	11	0.9999	NA	2	5.1548	T_virB6;T_virB6	NA
JAYIVA010000063.1	9429	ITR	10	11	0.9998	NA	0	2.5828	NA	NA
JAYIVA010000055.1	17420	No terminal repeats	15	11	0.9998	NA	6	7.5359	T_virB8;T_virB9;T_virB2;T_virB3;virb4	NA
JAYIVA010000043.1	34043	No terminal repeats	36	11	0.9998	NA	0	9.5630	NA	NA
JAYIVA010000087.1	2908	No terminal repeats	6	11	0.9997	NA	0	0.7271	NA	NA
JAYIVA010000023.1	68314	No terminal repeats	63	11	0.9997	NA	0	0.5617	NA	NA
JAYIVA010000059.1	14178	No terminal repeats	8	11	0.9996	NA	0	3.4237	NA	NA
JAYIVA010000085.1	3311	No terminal repeats	4	11	0.9973	NA	0	1.6307	NA	NA
JAYIVA010000054.1	21527	No terminal repeats	14	11	0.9964	NA	1	2.4784	B_traH	NA
JAYIVA010000052.1	23892	No terminal repeats	14	11	0.9937	NA	0	1.2991	NA	NA
JAYIVA010000039.1	39241	No terminal repeats	29	11	0.9661	NA	1	2.0975	NA	NA
JAYIVA010000033.1	43209	No terminal repeats	25	11	0.7168	NA	0	1.9536	NA	NA
