replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
CP142009.1	CP142009.1_55	SoFic__SoFic	55	defense-finder-models/DefenseFinder/SoFIC/SoFic	CP142009.1_SoFic_7	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	383	5.3e-109	362.7	0.983	0.953	17	381			SoFIC	SoFic	Defense
CP142009.1	CP142009.1_221	SoFic__SoFic	221	defense-finder-models/DefenseFinder/SoFIC/SoFic	CP142009.1_SoFic_8	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	373	1e-120	401.3	0.975	0.93	9	355			SoFIC	SoFic	Defense
CP142009.1	CP142009.1_330	AbiD__AbiD	330	defense-finder-models/DefenseFinder/AbiD/AbiD	CP142009.1_AbiD_1	1	1	1.0	1.0	1	AbiD__AbiD	mandatory	307	8.7e-75	250.0	0.929	0.987	1	303			AbiD	AbiD	Defense
CP142009.1	CP142009.1_346	AbiV__AbiV	346	defense-finder-models/DefenseFinder/AbiV/AbiV	CP142009.1_AbiV_2	1	1	1.0	1.0	1	AbiV__AbiV	mandatory	223	2.4e-11	41.9	0.647	0.587	16	146			AbiV	AbiV	Defense
CP142009.1	CP142009.1_529	Gao_Ppl__PplA	529	defense-finder-models/DefenseFinder/Gao_Ppl/Gao_Ppl	CP142009.1_Gao_Ppl_5	1	1	1.0	1.0	1	Gao_Ppl__PplA	mandatory	568	5.699999999999999e-69	230.9	0.585	0.94	30	563			Gao_Ppl	Gao_Ppl	Defense
CP142009.1	CP142009.1_584	Retron_XII__RT_12	584	defense-finder-models/DefenseFinder/Retron/Retron_XII	CP142009.1_Retron_XII_6	1	1	1.0	1.0	1	Retron_XII__RT_12	mandatory	565	8.399999999999999e-181	600.1	0.974	0.977	9	560			Retron	Retron_XII	Defense
CP142009.1	CP142009.1_1011	DS-33__DS-33	1011	defense-finder-models/DefenseFinder/DS-33/DS-33	CP142009.1_DS-33_3	1	1	1.0	1.0	1	DS-33__DS-33	mandatory	322	1.7000000000000001e-100	334.1	0.951	0.904	23	313			DS-33	DS-33	Defense
CP142009.1	CP142009.1_1200	RM__Type_I_REases_FAM_0.einsi_trimmed	1200	defense-finder-models/RM/RM/RM_Type_I	CP142009.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	2.8e-229	762.1	0.98	0.964	10	1067		CP142009.1_PrrC_13	RM	RM_Type_I	Defense
CP142009.1	CP142009.1_1201	RM__Type_I_S_51	1201	defense-finder-models/RM/RM/RM_Type_I	CP142009.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	416	3.5999999999999995e-70	234.7	0.836	0.99	2	413		CP142009.1_PrrC_13	RM	RM_Type_I	Defense
CP142009.1	CP142009.1_1203	RM__Type_I_MTases_FAM_0	1203	defense-finder-models/RM/RM/RM_Type_I	CP142009.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	503	2.6000000000000003e-167	555.8	0.992	0.99	4	501		CP142009.1_PrrC_13	RM	RM_Type_I	Defense
CP142009.1	CP142009.1_2071	Gabija__GajA	2071	defense-finder-models/DefenseFinder/Gabija/Gabija	CP142009.1_Gabija_4	1	1	1.0	2.0	1	Gabija__GajA	mandatory	438	4.4e-96	321.0	0.71	0.984	1	431			Gabija	Gabija	Defense
CP142009.1	CP142009.1_2073	Gabija__GajB_2	2073	defense-finder-models/DefenseFinder/Gabija/Gabija	CP142009.1_Gabija_4	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	605	1.2e-100	335.7	0.767	0.954	20	596			Gabija	Gabija	Defense
