sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
RRXH01000008.1_RM_Type_II_16	RM	RM_Type_II	Defense	RRXH01000008.1_2	RRXH01000008.1_4	RRXH01000008.1_2,RRXH01000008.1_4	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase38
RRXH01000009.1_RM_Type_IIG_18	RM	RM_Type_IIG	Defense	RRXH01000009.1_10	RRXH01000009.1_10	RRXH01000009.1_10	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
RRXH01000011.1_RM_Type_IIG_19	RM	RM_Type_IIG	Defense	RRXH01000011.1_291	RRXH01000011.1_291	RRXH01000011.1_291	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
RRXH01000012.1_Zorya_TypeI_2	Zorya	Zorya_TypeI	Defense	RRXH01000012.1_2	RRXH01000012.1_4	RRXH01000012.1_2,RRXH01000012.1_3,RRXH01000012.1_4	3	Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorB
RRXH01000013.1_SoFic_3	SoFIC	SoFic	Defense	RRXH01000013.1_229	RRXH01000013.1_229	RRXH01000013.1_229	1	SoFic__SoFic
RRXH01000018.1_Retron_XII_8	Retron	Retron_XII	Defense	RRXH01000018.1_42	RRXH01000018.1_42	RRXH01000018.1_42	1	Retron_XII__RT_12
RRXH01000022.1_RM_Type_I_13	RM	RM_Type_I	Defense	RRXH01000022.1_196	RRXH01000022.1_199	RRXH01000022.1_196,RRXH01000022.1_197,RRXH01000022.1_199	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
RRXH01000027.1_RM_Type_I_15	RM	RM_Type_I	Defense	RRXH01000027.1_7	RRXH01000027.1_10	RRXH01000027.1_7,RRXH01000027.1_9,RRXH01000027.1_10	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
RRXH01000029.1_AbiD_11	AbiD	AbiD	Defense	RRXH01000029.1_1	RRXH01000029.1_1	RRXH01000029.1_1	1	AbiD__AbiD
RRXH01000031.1_Zorya_TypeIII_7	Zorya	Zorya_TypeIII	Defense	RRXH01000031.1_508	RRXH01000031.1_511	RRXH01000031.1_508,RRXH01000031.1_510,RRXH01000031.1_511	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
RRXH01000032.1_RM_Type_IV_17	RM	RM_Type_IV	Defense	RRXH01000032.1_168	RRXH01000032.1_169	RRXH01000032.1_168,RRXH01000032.1_169	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
RRXH01000038.1_SoFic_4	SoFIC	SoFic	Defense	RRXH01000038.1_45	RRXH01000038.1_45	RRXH01000038.1_45	1	SoFic__SoFic
RRXH01000038.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	RRXH01000038.1_179	RRXH01000038.1_181	RRXH01000038.1_179,RRXH01000038.1_180,RRXH01000038.1_181	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
RRXH01000039.1_Lamassu-Cap4_nuclease_1	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	RRXH01000039.1_7	RRXH01000039.1_9	RRXH01000039.1_7,RRXH01000039.1_8,RRXH01000039.1_9	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease
RRXH01000045.1_Gao_Ppl_9	Gao_Ppl	Gao_Ppl	Defense	RRXH01000045.1_122	RRXH01000045.1_122	RRXH01000045.1_122	1	Gao_Ppl__PplA
RRXH01000047.1_AbiE_10	AbiE	AbiE	Defense	RRXH01000047.1_3	RRXH01000047.1_4	RRXH01000047.1_3,RRXH01000047.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
