sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYINZ010000001.1_Zorya_TypeIII_2	Zorya	Zorya_TypeIII	Defense	JAYINZ010000001.1_16	JAYINZ010000001.1_19	JAYINZ010000001.1_16,JAYINZ010000001.1_17,JAYINZ010000001.1_18,JAYINZ010000001.1_19	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JAYINZ010000002.1_RloC_3	RloC	RloC	Defense	JAYINZ010000002.1_313	JAYINZ010000002.1_313	JAYINZ010000002.1_313	1	RloC__RloC
JAYINZ010000004.1_RM_Type_I_15	RM	RM_Type_I	Defense	JAYINZ010000004.1_23	JAYINZ010000004.1_27	JAYINZ010000004.1_23,JAYINZ010000004.1_26,JAYINZ010000004.1_27	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYINZ010000005.1_PsyrTA_8	PsyrTA	PsyrTA	Defense	JAYINZ010000005.1_141	JAYINZ010000005.1_142	JAYINZ010000005.1_141,JAYINZ010000005.1_142	2	PsyrTA__PsyrA,PsyrTA__PsyrT
JAYINZ010000009.1_Gabija_6	Gabija	Gabija	Defense	JAYINZ010000009.1_2	JAYINZ010000009.1_3	JAYINZ010000009.1_2,JAYINZ010000009.1_3	2	Gabija__GajA,Gabija__GajB_1
JAYINZ010000011.1_Wadjet_I_5	Wadjet	Wadjet_I	Defense	JAYINZ010000011.1_117	JAYINZ010000011.1_120	JAYINZ010000011.1_117,JAYINZ010000011.1_118,JAYINZ010000011.1_120	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYINZ010000012.1_SoFic_13	SoFIC	SoFic	Defense	JAYINZ010000012.1_86	JAYINZ010000012.1_86	JAYINZ010000012.1_86	1	SoFic__SoFic
JAYINZ010000016.1_RM_Type_I_17	RM	RM_Type_I	Defense	JAYINZ010000016.1_79	JAYINZ010000016.1_82	JAYINZ010000016.1_79,JAYINZ010000016.1_81,JAYINZ010000016.1_82	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JAYINZ010000024.1_AbiD_10	AbiD	AbiD	Defense	JAYINZ010000024.1_50	JAYINZ010000024.1_50	JAYINZ010000024.1_50	1	AbiD__AbiD
JAYINZ010000028.1_Gabija_7	Gabija	Gabija	Defense	JAYINZ010000028.1_30	JAYINZ010000028.1_31	JAYINZ010000028.1_30,JAYINZ010000028.1_31	2	Gabija__GajA,Gabija__GajB_2
JAYINZ010000029.1_Retron_XII_1	Retron	Retron_XII	Defense	JAYINZ010000029.1_44	JAYINZ010000029.1_44	JAYINZ010000029.1_44	1	Retron_XII__RT_12
JAYINZ010000030.1_AbiV_12	AbiV	AbiV	Defense	JAYINZ010000030.1_49	JAYINZ010000030.1_49	JAYINZ010000030.1_49	1	AbiV__AbiV
JAYINZ010000033.1_SoFic_11	SoFIC	SoFic	Defense	JAYINZ010000033.1_1	JAYINZ010000033.1_1	JAYINZ010000033.1_1	1	SoFic__SoFic
JAYINZ010000042.1_Gao_Ppl_9	Gao_Ppl	Gao_Ppl	Defense	JAYINZ010000042.1_6	JAYINZ010000042.1_6	JAYINZ010000042.1_6	1	Gao_Ppl__PplA
JAYINZ010000044.1_RM_Type_IIG_18	RM	RM_Type_IIG	Defense	JAYINZ010000044.1_7	JAYINZ010000044.1_7	JAYINZ010000044.1_7	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
