system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
1,JAYIWD010000006.1,HEC-01,JAYIWD010000006.1_132,PDLC04205,HEC-01B_WP_210225848.1,HEC-01B,4.8e-97,5.599999999999999e-97,0.946,0.986,141980,142645,-,-,132,166,"PDLC04191,HEC-01B_WP_108373334.1, 1, 0.00021, 0.257, 0.266 | PDLC04197,HEC-01B_WP_138974980.1, 1, 6.2e-05, 0.333, 0.365 | PDLC04196,HEC-01B_WP_026409402.1, 1, 3e-05, 0.252, 0.284 | PDLC04196,HEC-01B_WP_026409402.1, 2, 90, 0.108, 0.132 | PDLC04205,HEC-01B_WP_210225848.1, 1, 5.6e-97, 0.946, 0.986 | PDLC04203,HEC-01B_WP_080599585.1, 1, 6.5e-23, 0.748, 0.932 | PDLC04194,HEC-01B_WP_026975055.1, 1, 1.8, 0.243, 0.25 | PDLC04194,HEC-01B_WP_026975055.1, 2, 1e-07, 0.302, 0.314 | PDLC04193,HEC-01B_WP_201788763.1, 1, 1.6e-06, 0.23, 0.246 | PDLC04204,HEC-01B_WP_117543580.1, 1, 2.3e-24, 0.721, 0.937 | PDLC04143,HEC-01A_WP_207689501.1, 1, 370, 0.09, 0.105 | PDLC04143,HEC-01A_WP_207689501.1, 2, 2e-07, 0.356, 0.405 | PDLC04143,HEC-01A_WP_207689501.1, 3, 0.35, 0.135, 0.158 | PDLC04207,HEC-01B_WP_093457186.1, 1, 0.064, 0.216, 0.246 | PDLC04202,HEC-01B_WP_170163002.1, 1, 9.5e-35, 0.959, 0.985 | PDLC04200,HEC-01B_WP_203408937.1, 1, 0.084, 0.257, 0.284 | PDLC04200,HEC-01B_WP_203408937.1, 2, 2.2, 0.117, 0.133 | PDLC04206,HEC-01B_WP_118569729.1, 1, 2.2e-56, 0.955, 0.982","PDLC04205, HEC-01B_WP_210225848.1, 5.6e-97, 0.946, 0.986 | PDLC04206, HEC-01B_WP_118569729.1, 2.2e-56, 0.955, 0.982 | PDLC04202, HEC-01B_WP_170163002.1, 9.5e-35, 0.959, 0.985 | PDLC04204, HEC-01B_WP_117543580.1, 2.3e-24, 0.721, 0.937 | PDLC04203, HEC-01B_WP_080599585.1, 6.5e-23, 0.748, 0.932"
1,JAYIWD010000006.1,HEC-01,JAYIWD010000006.1_133,PDLC04182,HEC-01A_WP_105482478.1,HEC-01A,2.499999999999999e-192,2.799999999999999e-192,0.993,0.988,142648,143880,-,-,133,166,"PDLC04180,HEC-01A_WP_062996032.1, 1, 9.2e-30, 0.888, 0.89 | PDLC04175,HEC-01A_WP_211640766.1, 1, 1.7e-32, 0.915, 0.923 | PDLC04182,HEC-01A_WP_105482478.1, 1, 2.8e-192, 0.993, 0.988 | PDLC04179,HEC-01A_WP_123852116.1, 1, 0.00045, 0.117, 0.1 | PDLC04179,HEC-01A_WP_123852116.1, 2, 3.7e-16, 0.397, 0.351 | PDLC04184,HEC-01A_WP_097318232.1, 1, 8.6e-09, 0.109, 0.095 | PDLC04184,HEC-01A_WP_097318232.1, 2, 2.8e-25, 0.484, 0.457 | PDLC04174,HEC-01A_WP_202806903.1, 1, 1.5e-14, 0.448, 0.686 | PDLC04181,HEC-01A_WP_034574200.1, 1, 1.6e-11, 0.248, 0.235 | PDLC04181,HEC-01A_WP_034574200.1, 2, 6.6e-11, 0.37, 0.302 | PDLC04181,HEC-01A_WP_034574200.1, 3, 8.9, 0.08, 0.074 | PDLC04183,HEC-01A_WP_193205907.1, 1, 8.9e-40, 0.976, 0.973 | PDLC04177,HEC-01A_WP_199302758.1, 1, 3.4e-33, 0.903, 0.913 | PDLC04176,HEC-01A_WP_157306701.1, 1, 2.4e-33, 0.92, 0.919 | PDLC04178,HEC-01A_WP_002628442.1, 1, 2.1e-40, 0.82, 0.789 | PDLC04144,HEC-01B_WP_231583829.1, 1, 3.1e-97, 0.978, 0.975","PDLC04182, HEC-01A_WP_105482478.1, 2.8e-192, 0.993, 0.988 | PDLC04144, HEC-01B_WP_231583829.1, 3.1e-97, 0.978, 0.975 | PDLC04178, HEC-01A_WP_002628442.1, 2.1e-40, 0.82, 0.789 | PDLC04183, HEC-01A_WP_193205907.1, 8.9e-40, 0.976, 0.973 | PDLC04176, HEC-01A_WP_157306701.1, 2.4e-33, 0.92, 0.919"
3,JAYIWD010000009.1,cas_type_I-F1,JAYIWD010000009.1_64,PDLC00925,cas1_YPEST,Cas1f,5.199999999999999e-155,5.999999999999999e-155,0.921,0.993,71384,72373,+,-,64,150,"PDLC00925,cas1_YPEST, 1, 6e-155, 0.921, 0.993","PDLC00925, cas1_YPEST, 6e-155, 0.921, 0.993"
3,JAYIWD010000009.1,cas_type_I-F1,JAYIWD010000009.1_66,PDLC00941,cas3_yersinia,Cas23f,1.0999999999999997e-87,1.2999999999999996e-87,0.918,0.323,74540,75748,+,-,66,150,"PDLC00941,cas3_yersinia, 1, 1.3e-87, 0.918, 0.323","PDLC00941, cas3_yersinia, 1.3e-87, 0.918, 0.323"
3,JAYIWD010000009.1,cas_type_I-F1,JAYIWD010000009.1_67,PDLC01627,pfam09611,Cas8f,1.1999999999999998e-125,1.3999999999999997e-125,0.861,0.997,75827,77182,+,-,67,150,"PDLC01348,cd09735, 1, 9.2e-119, 0.863, 0.997 | PDLC01028,cas_Csy1, 1, 1.1e-109, 0.874, 0.984 | PDLC01288,cd09675, 1, 7.1e-101, 0.872, 0.981 | PDLC01627,pfam09611, 1, 1.4e-125, 0.861, 0.997","PDLC01627, pfam09611, 1.4e-125, 0.861, 0.997 | PDLC01348, cd09735, 9.2e-119, 0.863, 0.997 | PDLC01028, cas_Csy1, 1.1e-109, 0.874, 0.984 | PDLC01288, cd09675, 7.1e-101, 0.872, 0.981"
3,JAYIWD010000009.1,cas_type_I-F1,JAYIWD010000009.1_68,PDLC01628,pfam09614,Cas5f,2.8999999999999996e-101,3.299999999999999e-101,0.902,0.996,77179,78186,+,-,68,150,"PDLC01289,cd09676, 1, 2.7e-71, 0.908, 0.996 | PDLC01029,cas_Csy2, 1, 2.7e-84, 0.908, 0.997 | PDLC01349,cd09736, 1, 3.8e-90, 0.905, 0.996 | PDLC01199,C19_Cas5f_1, 1, 1.5e-17, 0.42, 0.527 | PDLC01199,C19_Cas5f_1, 2, 45, 0.077, 0.108 | PDLC01628,pfam09614, 1, 3.3e-101, 0.902, 0.996","PDLC01628, pfam09614, 3.3e-101, 0.902, 0.996 | PDLC01349, cd09736, 3.8e-90, 0.905, 0.996 | PDLC01029, cas_Csy2, 2.7e-84, 0.908, 0.997 | PDLC01289, cd09676, 2.7e-71, 0.908, 0.996 | PDLC01199, C19_Cas5f_1, 1.5e-17, 0.42, 0.527"
3,JAYIWD010000009.1,cas_type_I-F1,JAYIWD010000009.1_69,PDLC01629,pfam09615,Cas7f,5.399999999999999e-147,6.199999999999998e-147,0.968,0.997,78209,79246,+,-,69,150,"PDLC01350,cd09737, 1, 3.1e-136, 0.968, 0.994 | PDLC01290,cd09677, 1, 2.1e-125, 0.98, 0.997 | PDLC01030,cas_Csy3, 1, 5.4e-135, 0.98, 0.997 | PDLC01629,pfam09615, 1, 6.2e-147, 0.968, 0.997","PDLC01629, pfam09615, 6.2e-147, 0.968, 0.997 | PDLC01350, cd09737, 3.1e-136, 0.968, 0.994 | PDLC01030, cas_Csy3, 5.4e-135, 0.98, 0.997 | PDLC01290, cd09677, 2.1e-125, 0.98, 0.997"
3,JAYIWD010000009.1,cas_type_I-F1,JAYIWD010000009.1_70,PDLC01352,cd09739,Cas6f,3e-16,3.3e-16,0.886,0.317,79251,79460,+,-,70,150,"PDLC01287,cd09674, 1, 5e-13, 0.8, 0.286 | PDLC00955,cas_Csy4, 1, 1.4e-12, 0.771, 0.288 | PDLC01352,cd09739, 1, 3.3e-16, 0.886, 0.317 | PDLC01631,pfam09618, 1, 6.7e-15, 0.829, 0.311","PDLC01352, cd09739, 3.3e-16, 0.886, 0.317 | PDLC01631, pfam09618, 6.7e-15, 0.829, 0.311 | PDLC01287, cd09674, 5e-13, 0.8, 0.286 | PDLC00955, cas_Csy4, 1.4e-12, 0.771, 0.288"
3,JAYIWD010000009.1,cas_type_I-F1,JAYIWD010000009.1_71,PDLC01631,pfam09618,Cas6f,1.6e-35,1.7999999999999998e-35,0.975,0.628,79460,79816,+,-,71,150,"PDLC01287,cd09674, 1, 2.6e-29, 0.975, 0.626 | PDLC00955,cas_Csy4, 1, 4e-27, 0.975, 0.625 | PDLC01352,cd09739, 1, 8.5e-34, 0.975, 0.623 | PDLC01631,pfam09618, 1, 1.8e-35, 0.975, 0.628","PDLC01631, pfam09618, 1.8e-35, 0.975, 0.628 | PDLC01352, cd09739, 8.5e-34, 0.975, 0.623 | PDLC01287, cd09674, 2.6e-29, 0.975, 0.626 | PDLC00955, cas_Csy4, 4e-27, 0.975, 0.625"
2,JAYIWD010000009.1,SoFic,JAYIWD010000009.1_91,PDLC03963,SoFic__SoFic,SoFic,2.7999999999999993e-121,3.399999999999999e-121,0.928,0.972,99001,100119,-,-,91,150,"PDLC03963,SoFic__SoFic, 1, 3.4e-121, 0.928, 0.972","PDLC03963, SoFic__SoFic, 3.4e-121, 0.928, 0.972"
