system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
1,JAYIJU010000002.1,PDC-S08,JAYIJU010000002.1_34,PDLC04900,PDC-S08_WP_202707215.1,PDC-S08,1.2999999999999995e-127,1.9999999999999992e-127,0.981,0.935,36723,37688,+,-,34,307,"PDLC04900,PDC-S08_WP_202707215.1, 1, 2e-127, 0.981, 0.935","PDLC04900, PDC-S08_WP_202707215.1, 2e-127, 0.981, 0.935"
2,JAYIJU010000002.1,PDC-S55,JAYIJU010000002.1_36,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,9.3e-36,1.1e-35,0.932,0.984,38465,39037,-,-,36,307,"PDLC05037,PDC-S55_WP_162277864.1, 1, 1.1e-35, 0.932, 0.984","PDLC05037, PDC-S55_WP_162277864.1, 1.1e-35, 0.932, 0.984"
3,JAYIJU010000003.1,HEC-01,JAYIJU010000003.1_169,PDLC04210,HEC-01B_WP_071536491.1,HEC-01B,8.8e-15,1.3e-14,0.688,0.664,185810,186454,-,-,169,199,"PDLC04191,HEC-01B_WP_108373334.1, 1, 0.0076, 0.298, 0.302 | PDLC04191,HEC-01B_WP_108373334.1, 2, 610, 0.116, 0.135 | PDLC04197,HEC-01B_WP_138974980.1, 1, 350, 0.07, 0.078 | PDLC04197,HEC-01B_WP_138974980.1, 2, 0.00021, 0.451, 0.453 | PDLC04205,HEC-01B_WP_210225848.1, 1, 0.0012, 0.344, 0.347 | PDLC04210,HEC-01B_WP_071536491.1, 1, 1.3e-14, 0.688, 0.664 | PDLC04211,HEC-01B_WP_079384264.1, 1, 0.0095, 0.377, 0.509 | PDLC04185,HEC-01B_WP_225908638.1, 1, 0.77, 0.149, 0.17 | PDLC04185,HEC-01B_WP_225908638.1, 2, 45, 0.149, 0.176 | PDLC04212,HEC-01B_WP_101726552.1, 1, 0.0039, 0.665, 0.658 | PDLC04206,HEC-01B_WP_118569729.1, 1, 0.036, 0.265, 0.26","PDLC04210, HEC-01B_WP_071536491.1, 1.3e-14, 0.688, 0.664 | PDLC04197, HEC-01B_WP_138974980.1, 0.00021, 0.451, 0.453 | PDLC04205, HEC-01B_WP_210225848.1, 0.0012, 0.344, 0.347 | PDLC04212, HEC-01B_WP_101726552.1, 0.0039, 0.665, 0.658 | PDLC04191, HEC-01B_WP_108373334.1, 0.0076, 0.298, 0.302"
3,JAYIJU010000003.1,HEC-01,JAYIJU010000003.1_170,PDLC04184,HEC-01A_WP_097318232.1,HEC-01A,1.5999999999999997e-94,1.8999999999999997e-94,0.899,0.929,186451,187869,-,-,170,199,"PDLC04180,HEC-01A_WP_062996032.1, 1, 0.00021, 0.114, 0.144 | PDLC04180,HEC-01A_WP_062996032.1, 2, 7.4e-13, 0.357, 0.432 | PDLC04175,HEC-01A_WP_211640766.1, 1, 3.8e-06, 0.112, 0.146 | PDLC04175,HEC-01A_WP_211640766.1, 2, 2.8e-22, 0.406, 0.51 | PDLC04182,HEC-01A_WP_105482478.1, 1, 0.00027, 0.08, 0.094 | PDLC04182,HEC-01A_WP_105482478.1, 2, 1.8e-26, 0.4, 0.446 | PDLC04179,HEC-01A_WP_123852116.1, 1, 1.8e-06, 0.118, 0.122 | PDLC04179,HEC-01A_WP_123852116.1, 2, 5.9e-09, 0.351, 0.344 | PDLC04184,HEC-01A_WP_097318232.1, 1, 1.9e-94, 0.899, 0.929 | PDLC04174,HEC-01A_WP_202806903.1, 1, 3.6e-14, 0.41, 0.716 | PDLC04183,HEC-01A_WP_193205907.1, 1, 3.2e-08, 0.125, 0.144 | PDLC04183,HEC-01A_WP_193205907.1, 2, 1.2e-13, 0.414, 0.468 | PDLC04177,HEC-01A_WP_199302758.1, 1, 0.0036, 0.068, 0.081 | PDLC04177,HEC-01A_WP_199302758.1, 2, 3.2e-19, 0.317, 0.354 | PDLC04176,HEC-01A_WP_157306701.1, 1, 4.5e-08, 0.121, 0.156 | PDLC04176,HEC-01A_WP_157306701.1, 2, 1.9e-16, 0.374, 0.45 | PDLC04178,HEC-01A_WP_002628442.1, 1, 6.1e-07, 0.123, 0.143 | PDLC04178,HEC-01A_WP_002628442.1, 2, 1.1e-21, 0.374, 0.434 | PDLC04144,HEC-01B_WP_231583829.1, 1, 0.09, 0.099, 0.119 | PDLC04144,HEC-01B_WP_231583829.1, 2, 1e-12, 0.366, 0.418","PDLC04184, HEC-01A_WP_097318232.1, 1.9e-94, 0.899, 0.929 | PDLC04182, HEC-01A_WP_105482478.1, 1.8e-26, 0.4, 0.446 | PDLC04175, HEC-01A_WP_211640766.1, 2.8e-22, 0.406, 0.51 | PDLC04178, HEC-01A_WP_002628442.1, 1.1e-21, 0.374, 0.434 | PDLC04177, HEC-01A_WP_199302758.1, 3.2e-19, 0.317, 0.354"
4,JAYIJU010000008.1,SoFic,JAYIJU010000008.1_16,PDLC03963,SoFic__SoFic,SoFic,1.2999999999999997e-108,1.5999999999999996e-108,0.95,0.981,15986,17134,+,-,16,122,"PDLC03963,SoFic__SoFic, 1, 1.6e-108, 0.95, 0.981","PDLC03963, SoFic__SoFic, 1.6e-108, 0.95, 0.981"
5,JAYIJU010000009.1,HEC-01,JAYIJU010000009.1_69,PDLC04205,HEC-01B_WP_210225848.1,HEC-01B,7.699999999999999e-97,8.999999999999999e-97,0.946,0.986,74443,75108,-,-,69,126,"PDLC04191,HEC-01B_WP_108373334.1, 1, 0.00022, 0.257, 0.266 | PDLC04197,HEC-01B_WP_138974980.1, 1, 6.1e-05, 0.333, 0.365 | PDLC04196,HEC-01B_WP_026409402.1, 1, 3e-05, 0.252, 0.284 | PDLC04196,HEC-01B_WP_026409402.1, 2, 92, 0.108, 0.132 | PDLC04205,HEC-01B_WP_210225848.1, 1, 9e-97, 0.946, 0.986 | PDLC04203,HEC-01B_WP_080599585.1, 1, 6.5e-23, 0.748, 0.932 | PDLC04194,HEC-01B_WP_026975055.1, 1, 1.8, 0.243, 0.25 | PDLC04194,HEC-01B_WP_026975055.1, 2, 1e-07, 0.302, 0.314 | PDLC04193,HEC-01B_WP_201788763.1, 1, 1.6e-06, 0.23, 0.246 | PDLC04204,HEC-01B_WP_117543580.1, 1, 2.3e-24, 0.721, 0.937 | PDLC04143,HEC-01A_WP_207689501.1, 1, 370, 0.09, 0.105 | PDLC04143,HEC-01A_WP_207689501.1, 2, 2.1e-07, 0.356, 0.405 | PDLC04143,HEC-01A_WP_207689501.1, 3, 0.46, 0.131, 0.153 | PDLC04207,HEC-01B_WP_093457186.1, 1, 0.064, 0.216, 0.246 | PDLC04202,HEC-01B_WP_170163002.1, 1, 1.8e-34, 0.959, 0.985 | PDLC04200,HEC-01B_WP_203408937.1, 1, 0.085, 0.257, 0.284 | PDLC04200,HEC-01B_WP_203408937.1, 2, 2.2, 0.113, 0.128 | PDLC04206,HEC-01B_WP_118569729.1, 1, 2.8e-56, 0.955, 0.982","PDLC04205, HEC-01B_WP_210225848.1, 9e-97, 0.946, 0.986 | PDLC04206, HEC-01B_WP_118569729.1, 2.8e-56, 0.955, 0.982 | PDLC04202, HEC-01B_WP_170163002.1, 1.8e-34, 0.959, 0.985 | PDLC04204, HEC-01B_WP_117543580.1, 2.3e-24, 0.721, 0.937 | PDLC04203, HEC-01B_WP_080599585.1, 6.5e-23, 0.748, 0.932"
5,JAYIJU010000009.1,HEC-01,JAYIJU010000009.1_70,PDLC04182,HEC-01A_WP_105482478.1,HEC-01A,2.499999999999999e-192,2.799999999999999e-192,0.993,0.988,75111,76343,-,-,70,126,"PDLC04180,HEC-01A_WP_062996032.1, 1, 9.2e-30, 0.888, 0.89 | PDLC04175,HEC-01A_WP_211640766.1, 1, 1.7e-32, 0.915, 0.923 | PDLC04182,HEC-01A_WP_105482478.1, 1, 2.8e-192, 0.993, 0.988 | PDLC04179,HEC-01A_WP_123852116.1, 1, 0.00045, 0.117, 0.1 | PDLC04179,HEC-01A_WP_123852116.1, 2, 3.7e-16, 0.397, 0.351 | PDLC04184,HEC-01A_WP_097318232.1, 1, 8.5e-09, 0.109, 0.095 | PDLC04184,HEC-01A_WP_097318232.1, 2, 2.8e-25, 0.484, 0.457 | PDLC04174,HEC-01A_WP_202806903.1, 1, 1.5e-14, 0.448, 0.686 | PDLC04181,HEC-01A_WP_034574200.1, 1, 1.6e-11, 0.248, 0.235 | PDLC04181,HEC-01A_WP_034574200.1, 2, 6.5e-11, 0.37, 0.302 | PDLC04181,HEC-01A_WP_034574200.1, 3, 8.9, 0.08, 0.074 | PDLC04183,HEC-01A_WP_193205907.1, 1, 8.9e-40, 0.976, 0.973 | PDLC04177,HEC-01A_WP_199302758.1, 1, 3.4e-33, 0.903, 0.913 | PDLC04176,HEC-01A_WP_157306701.1, 1, 2.4e-33, 0.92, 0.919 | PDLC04178,HEC-01A_WP_002628442.1, 1, 2.1e-40, 0.82, 0.789 | PDLC04144,HEC-01B_WP_231583829.1, 1, 3.1e-97, 0.978, 0.975","PDLC04182, HEC-01A_WP_105482478.1, 2.8e-192, 0.993, 0.988 | PDLC04144, HEC-01B_WP_231583829.1, 3.1e-97, 0.978, 0.975 | PDLC04178, HEC-01A_WP_002628442.1, 2.1e-40, 0.82, 0.789 | PDLC04183, HEC-01A_WP_193205907.1, 8.9e-40, 0.976, 0.973 | PDLC04176, HEC-01A_WP_157306701.1, 2.4e-33, 0.92, 0.919"
6,JAYIJU010000012.1,PDC-M03,JAYIJU010000012.1_42,PDLC04344,PDC-M03A_WP_148311240.1,PDC-M03A,3.1999999999999995e-102,3.4999999999999995e-102,0.983,0.967,38819,39694,+,-,42,105,"PDLC04337,PDC-M03A_WP_211959720.1, 1, 1.6e-34, 0.774, 0.956 | PDLC04344,PDC-M03A_WP_148311240.1, 1, 3.5e-102, 0.983, 0.967 | PDLC04338,PDC-M03A_WP_186572779.1, 1, 1.3e-41, 0.938, 0.675 | PDLC04341,PDC-M03A_WP_089725102.1, 1, 3.6e-58, 0.74, 0.762 | PDLC04342,PDC-M03A_WP_095795207.1, 1, 4.1e-67, 0.986, 0.977 | PDLC04339,PDC-M03A_WP_143482249.1, 1, 3.9e-07, 0.216, 0.218 | PDLC04339,PDC-M03A_WP_143482249.1, 2, 2.3e-09, 0.144, 0.143 | PDLC04345,PDC-M03A_WP_170195461.1, 1, 6.2e-51, 0.979, 0.983 | PDLC04340,PDC-M03A_WP_027723948.1, 1, 2.5e-37, 0.935, 0.921 | PDLC04343,PDC-M03A_WP_212367596.1, 1, 1.3e-34, 0.932, 0.751","PDLC04344, PDC-M03A_WP_148311240.1, 3.5e-102, 0.983, 0.967 | PDLC04342, PDC-M03A_WP_095795207.1, 4.1e-67, 0.986, 0.977 | PDLC04341, PDC-M03A_WP_089725102.1, 3.6e-58, 0.74, 0.762 | PDLC04345, PDC-M03A_WP_170195461.1, 6.2e-51, 0.979, 0.983 | PDLC04338, PDC-M03A_WP_186572779.1, 1.3e-41, 0.938, 0.675"
6,JAYIJU010000012.1,PDC-M03,JAYIJU010000012.1_43,PDLC04347,PDC-M03B_WP_156391106.1,PDC-M03B,2.0999999999999996e-80,2.3999999999999995e-80,0.963,0.98,39691,40425,+,-,43,105,"PDLC04350,PDC-M03B_WP_211959721.1, 1, 8.3e-38, 0.869, 0.761 | PDLC04347,PDC-M03B_WP_156391106.1, 1, 2.4e-80, 0.963, 0.98 | PDLC04352,PDC-M03B_WP_159721333.1, 1, 9.4e-26, 0.89, 0.884 | PDLC04349,PDC-M03B_WP_127064912.1, 1, 8.6e-24, 0.771, 0.832 | PDLC04346,PDC-M03B_WP_170319402.1, 1, 3.9e-61, 0.771, 0.752 | PDLC04351,PDC-M03B_WP_109690396.1, 1, 6.9e-08, 0.604, 0.584 | PDLC04348,PDC-M03B_WP_214099834.1, 1, 6.6e-67, 0.951, 0.956","PDLC04347, PDC-M03B_WP_156391106.1, 2.4e-80, 0.963, 0.98 | PDLC04348, PDC-M03B_WP_214099834.1, 6.6e-67, 0.951, 0.956 | PDLC04346, PDC-M03B_WP_170319402.1, 3.9e-61, 0.771, 0.752 | PDLC04350, PDC-M03B_WP_211959721.1, 8.3e-38, 0.869, 0.761 | PDLC04352, PDC-M03B_WP_159721333.1, 9.4e-26, 0.89, 0.884"
8,JAYIJU010000012.1,RM_type_I,JAYIJU010000012.1_79,PDLC03029,MTase_I_00012,MTase_I,6.499999999999997e-268,7.299999999999997e-268,0.995,0.995,86889,89075,+,-,79,105,"PDLC03028,MTase_I_00011, 1, 1.1e-32, 0.647, 0.363 | PDLC03031,MTase_I_00014, 1, 2.9e-46, 0.652, 0.56 | PDLC03021,MTase_I_00004, 1, 7.5e-32, 0.471, 0.635 | PDLC03020,MTase_I_00003, 1, 65, 0.043, 0.076 | PDLC03020,MTase_I_00003, 2, 2.1e-14, 0.359, 0.602 | PDLC03038,MTase_I_00021, 1, 6.7e-30, 0.59, 0.439 | PDLC03029,MTase_I_00012, 1, 7.3e-268, 0.995, 0.995 | PDLC03027,MTase_I_00010, 1, 84, 0.044, 0.04 | PDLC03027,MTase_I_00010, 2, 4.1e-40, 0.446, 0.364 | PDLC03018,MTase_I_00001, 1, 0.001, 0.126, 0.105 | PDLC03018,MTase_I_00001, 2, 2.5, 0.041, 0.04 | PDLC03039,MTase_I_00022, 1, 1.9e-25, 0.449, 0.421 | PDLC03036,MTase_I_00019, 1, 4.1e-14, 0.403, 0.435 | PDLC03035,MTase_I_00018, 1, 5.3e-33, 0.471, 0.485 | PDLC03022,MTase_I_00005, 1, 6.4e-41, 0.609, 0.505 | PDLC03026,MTase_I_00009, 1, 7.3e-29, 0.473, 0.653 | PDLC03033,MTase_I_00016, 1, 1.3e-24, 0.432, 0.545 | PDLC03025,MTase_I_00008, 1, 3.3e-17, 0.427, 0.497 | PDLC03019,MTase_I_00002, 1, 6.1e-32, 0.616, 0.437 | PDLC03030,MTase_I_00013, 1, 0.001, 0.093, 0.11 | PDLC03030,MTase_I_00013, 2, 560, 0.032, 0.034 | PDLC03030,MTase_I_00013, 3, 420, 0.056, 0.055 | PDLC03032,MTase_I_00015, 1, 6.3e-27, 0.427, 0.285","PDLC03029, MTase_I_00012, 7.3e-268, 0.995, 0.995 | PDLC03031, MTase_I_00014, 2.9e-46, 0.652, 0.56 | PDLC03022, MTase_I_00005, 6.4e-41, 0.609, 0.505 | PDLC03027, MTase_I_00010, 4.1e-40, 0.446, 0.364 | PDLC03035, MTase_I_00018, 5.3e-33, 0.471, 0.485"
