system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
1,JAYGWZ010000001.1,zorya_type_III,JAYGWZ010000001.1_147,PDLC00658,ZorG3_00003,ZorG3,1.4999999999999996e-87,1.5999999999999994e-87,0.988,0.9,158569,159309,+,-,147,273,"PDLC00657,ZorG3_00002, 1, 1.1e-29, 0.972, 0.948 | PDLC00658,ZorG3_00003, 1, 1.6e-87, 0.988, 0.9 | PDLC00656,ZorG3_00001, 1, 9.5e-55, 0.794, 0.694 | PDLC00656,ZorG3_00001, 2, 8.7e-16, 0.174, 0.151","PDLC00658, ZorG3_00003, 1.6e-87, 0.988, 0.9 | PDLC00656, ZorG3_00001, 9.5e-55, 0.794, 0.694 | PDLC00657, ZorG3_00002, 1.1e-29, 0.972, 0.948"
1,JAYGWZ010000001.1,zorya_type_III,JAYGWZ010000001.1_148,PDLC00647,ZorA3_00001,ZorA3,0,3.099999999999999e-175,0.407,0.468,159287,161977,+,-,148,273,"PDLC00650,ZorA3_00004, 1, 4.5e-167, 0.404, 0.341 | PDLC00650,ZorA3_00004, 2, 2.7e-11, 0.078, 0.066 | PDLC00650,ZorA3_00004, 3, 4.9e-10, 0.078, 0.066 | PDLC00650,ZorA3_00004, 4, 3.8e-36, 0.159, 0.135 | PDLC00650,ZorA3_00004, 5, 6.8e-124, 0.307, 0.258 | PDLC00647,ZorA3_00001, 1, 3.1e-175, 0.407, 0.468 | PDLC00647,ZorA3_00001, 2, 6.7e-11, 0.078, 0.09 | PDLC00647,ZorA3_00001, 3, 2.9e-10, 0.078, 0.09 | PDLC00647,ZorA3_00001, 4, 6.1e-28, 0.158, 0.182 | PDLC00647,ZorA3_00001, 5, 9.4e-118, 0.312, 0.359 | PDLC00648,ZorA3_00002, 1, 1.7e-153, 0.399, 0.516 | PDLC00648,ZorA3_00002, 2, 3.4e-08, 0.071, 0.092 | PDLC00648,ZorA3_00002, 3, 2.4e-07, 0.078, 0.101 | PDLC00648,ZorA3_00002, 4, 4.5e-122, 0.453, 0.581 | PDLC00649,ZorA3_00003, 1, 1.5e-171, 0.404, 0.519 | PDLC00649,ZorA3_00003, 2, 4e-13, 0.076, 0.097 | PDLC00649,ZorA3_00003, 3, 9.9e-11, 0.079, 0.102 | PDLC00649,ZorA3_00003, 4, 2.6e-149, 0.445, 0.572","PDLC00647, ZorA3_00001, 3.1e-175, 0.407, 0.468 | PDLC00649, ZorA3_00003, 1.5e-171, 0.404, 0.519 | PDLC00650, ZorA3_00004, 4.5e-167, 0.404, 0.341 | PDLC00648, ZorA3_00002, 1.7e-153, 0.399, 0.516"
1,JAYGWZ010000001.1,zorya_type_III,JAYGWZ010000001.1_149,PDLC00651,ZorB3_00001,ZorB3,3.3999999999999994e-116,4.0999999999999993e-116,0.963,0.977,161974,162627,+,-,149,273,"PDLC00651,ZorB3_00001, 1, 4.1e-116, 0.963, 0.977","PDLC00651, ZorB3_00001, 4.1e-116, 0.963, 0.977"
1,JAYGWZ010000001.1,zorya_type_III,JAYGWZ010000001.1_150,PDLC00652,ZorF3_00001,ZorF3,6.499999999999998e-69,7.699999999999999e-69,0.979,0.876,162624,163337,+,-,150,273,"PDLC00653,ZorF3_00002, 1, 9.5e-19, 0.529, 0.445 | PDLC00653,ZorF3_00002, 2, 8.3e-34, 0.483, 0.409 | PDLC00652,ZorF3_00001, 1, 7.7e-69, 0.979, 0.876 | PDLC00655,ZorF3_00004, 1, 2e-46, 0.95, 0.929 | PDLC00654,ZorF3_00003, 1, 2.1e-42, 0.55, 0.812","PDLC00652, ZorF3_00001, 7.7e-69, 0.979, 0.876 | PDLC00655, ZorF3_00004, 2e-46, 0.95, 0.929 | PDLC00654, ZorF3_00003, 2.1e-42, 0.55, 0.812 | PDLC00653, ZorF3_00002, 8.3e-34, 0.483, 0.409"
2,JAYGWZ010000005.1,GAO_19,JAYGWZ010000005.1_126,PDLC04100,PD-T7-2_B_WP_088195867.1,HerA,2.799999999999998e-287,3.4999999999999977e-287,0.985,0.995,134245,136011,-,-,126,227,"PDLC04104,PD-T7-2_B_WP_200868270.1, 1, 250, 0.095, 0.142 | PDLC04104,PD-T7-2_B_WP_200868270.1, 2, 1e-24, 0.317, 0.499 | PDLC04100,PD-T7-2_B_WP_088195867.1, 1, 3.5e-287, 0.985, 0.995 | PDLC04098,PD-T7-2_B_WP_015285889.1, 1, 3e-18, 0.312, 0.286 | PDLC04098,PD-T7-2_B_WP_015285889.1, 2, 1.8e-28, 0.382, 0.328 | PDLC04097,PD-T7-2_B_WP_009660643.1, 1, 8.6e-10, 0.346, 0.335 | PDLC04097,PD-T7-2_B_WP_009660643.1, 2, 1.5e-19, 0.239, 0.235 | PDLC04099,PD-T7-2_B_WP_080459181.1, 1, 2.1e-13, 0.17, 0.486 | PDLC02188,HerA_00002, 1, 7.5e-10, 0.178, 0.192 | PDLC02188,HerA_00002, 2, 3.9e-23, 0.244, 0.249 | PDLC04101,PD-T7-2_B_WP_091835808.1, 1, 1e-14, 0.231, 0.35 | PDLC04101,PD-T7-2_B_WP_091835808.1, 2, 230, 0.151, 0.202 | PDLC01055,shah_acc_0057, 1, 6.2e-08, 0.285, 0.306 | PDLC01055,shah_acc_0057, 2, 1.6e-08, 0.139, 0.148 | PDLC04103,PD-T7-2_B_WP_171016958.1, 1, 4.2e-17, 0.45, 0.447 | PDLC04103,PD-T7-2_B_WP_171016958.1, 2, 2.1e-19, 0.251, 0.257 | PDLC04102,PD-T7-2_B_WP_161832976.1, 1, 3.3e-29, 0.45, 0.431 | PDLC04102,PD-T7-2_B_WP_161832976.1, 2, 5.3e-41, 0.302, 0.272 | PDLC04106,PD-T7-2_B_WP_223159018.1, 1, 5.1e-15, 0.18, 0.162 | PDLC04106,PD-T7-2_B_WP_223159018.1, 2, 2.5e-36, 0.304, 0.276 | PDLC02185,HerA_00001, 1, 5.3e-272, 0.981, 0.995 | PDLC04107,PD-T7-2_B_WP_230199856.1, 1, 7.6e-12, 0.236, 0.467 | PDLC04105,PD-T7-2_B_WP_212464868.1, 1, 8.4e-27, 0.43, 0.436 | PDLC04105,PD-T7-2_B_WP_212464868.1, 2, 1.3e-36, 0.326, 0.339","PDLC04100, PD-T7-2_B_WP_088195867.1, 3.5e-287, 0.985, 0.995 | PDLC02185, HerA_00001, 5.3e-272, 0.981, 0.995 | PDLC04102, PD-T7-2_B_WP_161832976.1, 5.3e-41, 0.302, 0.272 | PDLC04105, PD-T7-2_B_WP_212464868.1, 1.3e-36, 0.326, 0.339 | PDLC04106, PD-T7-2_B_WP_223159018.1, 2.5e-36, 0.304, 0.276"
2,JAYGWZ010000005.1,GAO_19,JAYGWZ010000005.1_127,PDLC02186,SIR2_00001,SIR2,3.4999999999999993e-187,4.299999999999999e-187,0.986,0.988,136008,137315,-,-,127,227,"PDLC04091,PD-T7-2_A_WP_200009895.1, 1, 700, 0.046, 0.058 | PDLC04091,PD-T7-2_A_WP_200009895.1, 2, 3.3e-06, 0.165, 0.217 | PDLC04091,PD-T7-2_A_WP_200009895.1, 3, 6.6, 0.037, 0.046 | PDLC04089,PD-T7-2_A_WP_187753972.1, 1, 1e-10, 0.381, 0.467 | PDLC04080,PD-T7-2_A_WP_075189553.1, 1, 31, 0.057, 0.072 | PDLC04080,PD-T7-2_A_WP_075189553.1, 2, 4.2e-21, 0.378, 0.496 | PDLC04079,PD-T7-2_A_WP_073185249.1, 1, 0.74, 0.067, 0.067 | PDLC04079,PD-T7-2_A_WP_073185249.1, 2, 1.2e-31, 0.404, 0.412 | PDLC04083,PD-T7-2_A_WP_092273639.1, 1, 5.8, 0.087, 0.097 | PDLC04083,PD-T7-2_A_WP_092273639.1, 2, 4.3e-12, 0.378, 0.445 | PDLC04087,PD-T7-2_A_WP_153741654.1, 1, 3.3, 0.053, 0.067 | PDLC04087,PD-T7-2_A_WP_153741654.1, 2, 8e-17, 0.376, 0.431 | PDLC04090,PD-T7-2_A_WP_198578662.1, 1, 18, 0.071, 0.087 | PDLC04090,PD-T7-2_A_WP_198578662.1, 2, 5.7e-37, 0.5, 0.472 | PDLC04086,PD-T7-2_A_WP_146130070.1, 1, 4.1e-07, 0.399, 0.471 | PDLC04096,PD-T7-2_A_WP_232103391.1, 1, 1.8e-08, 0.351, 0.591 | PDLC04088,PD-T7-2_A_WP_176695388.1, 1, 70, 0.067, 0.074 | PDLC04088,PD-T7-2_A_WP_176695388.1, 2, 3.2e-14, 0.385, 0.387 | PDLC04085,PD-T7-2_A_WP_138143905.1, 1, 4.2e-37, 0.798, 0.752 | PDLC04075,PD-T7-2_A_WP_039085641.1, 1, 40, 0.069, 0.089 | PDLC04075,PD-T7-2_A_WP_039085641.1, 2, 1.2e-23, 0.443, 0.442 | PDLC04074,PD-T7-2_A_WP_024466888.1, 1, 1.1e-09, 0.349, 0.395 | PDLC04076,PD-T7-2_A_WP_048861093.1, 1, 8.4e-186, 0.986, 0.99 | PDLC04078,PD-T7-2_A_WP_055245702.1, 1, 0.00086, 0.218, 0.503 | PDLC04082,PD-T7-2_A_WP_082815471.1, 1, 59, 0.069, 0.084 | PDLC04082,PD-T7-2_A_WP_082815471.1, 2, 2.3e-14, 0.356, 0.417 | PDLC04094,PD-T7-2_A_WP_219250417.1, 1, 21, 0.032, 0.035 | PDLC04094,PD-T7-2_A_WP_219250417.1, 2, 1.8e-19, 0.378, 0.356 | PDLC04095,PD-T7-2_A_WP_228287722.1, 1, 0.00015, 0.397, 0.673 | PDLC04093,PD-T7-2_A_WP_212447869.1, 1, 0.59, 0.064, 0.066 | PDLC04093,PD-T7-2_A_WP_212447869.1, 2, 1.3e-22, 0.456, 0.463 | PDLC04084,PD-T7-2_A_WP_104725143.1, 1, 0.076, 0.096, 0.099 | PDLC04084,PD-T7-2_A_WP_104725143.1, 2, 3e-45, 0.523, 0.514 | PDLC02186,SIR2_00001, 1, 4.3e-187, 0.986, 0.988 | PDLC04092,PD-T7-2_A_WP_211597541.1, 1, 3.8e-06, 0.36, 0.409 | PDLC04081,PD-T7-2_A_WP_082717311.1, 1, 0.091, 0.062, 0.078 | PDLC04081,PD-T7-2_A_WP_082717311.1, 2, 6.2e-27, 0.42, 0.49","PDLC02186, SIR2_00001, 4.3e-187, 0.986, 0.988 | PDLC04076, PD-T7-2_A_WP_048861093.1, 8.4e-186, 0.986, 0.99 | PDLC04084, PD-T7-2_A_WP_104725143.1, 3e-45, 0.523, 0.514 | PDLC04085, PD-T7-2_A_WP_138143905.1, 4.2e-37, 0.798, 0.752 | PDLC04090, PD-T7-2_A_WP_198578662.1, 5.7e-37, 0.5, 0.472"
3,JAYGWZ010000005.1,Lamassu_Family,JAYGWZ010000005.1_131,PDLC03859,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,LmuB,6.399999999999999e-104,8.599999999999998e-104,0.985,0.992,141109,143067,-,-,131,227,"PDLC03863,Lamassu-Fam__LmuB_SMC_Mrr, 1, 1.4e-19, 0.821, 0.844 | PDLC00252,LmuB1_00004, 1, 0.00056, 0.081, 0.097 | PDLC00252,LmuB1_00004, 2, 0.63, 0.296, 0.332 | PDLC03866,Lamassu-Fam__LmuB_SMC_Sir2, 1, 0.00053, 0.055, 0.055 | PDLC03866,Lamassu-Fam__LmuB_SMC_Sir2, 2, 58, 0.043, 0.044 | PDLC03866,Lamassu-Fam__LmuB_SMC_Sir2, 3, 520, 0.018, 0.019 | PDLC00263,LmuB2_00003, 1, 0.049, 0.084, 0.265 | PDLC00254,LmuB1_00006, 1, 0.27, 0.037, 0.05 | PDLC00254,LmuB1_00006, 2, 8.4, 0.193, 0.217 | PDLC03859,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II, 1, 8.6e-104, 0.985, 0.992 | PDLC03860,Lamassu-Fam__LmuB_SMC_Cap4_nuclease, 1, 0.00027, 0.04, 0.046 | PDLC03860,Lamassu-Fam__LmuB_SMC_Cap4_nuclease, 2, 3.4, 0.233, 0.232 | PDLC03865,Lamassu-Fam__LmuB_SMC_Hydrolase_protease, 1, 0.09, 0.038, 0.025 | PDLC03865,Lamassu-Fam__LmuB_SMC_Hydrolase_protease, 2, 0.0017, 0.288, 0.204 | PDLC00256,LmuB1_00008, 1, 0.015, 0.04, 0.046 | PDLC00256,LmuB1_00008, 2, 54, 0.061, 0.071 | PDLC00256,LmuB1_00008, 3, 430, 0.009, 0.011 | PDLC03867,Lamassu-Fam__LmuB_SMC_hypothetical, 1, 4.1e-07, 0.086, 0.091 | PDLC03867,Lamassu-Fam__LmuB_SMC_hypothetical, 2, 120, 0.083, 0.088 | PDLC03867,Lamassu-Fam__LmuB_SMC_hypothetical, 3, 0.24, 0.11, 0.122 | PDLC00250,LmuB1_00002, 1, 0.0021, 0.04, 0.045 | PDLC00250,LmuB1_00002, 2, 160, 0.032, 0.595 | PDLC00249,LmuB1_00001, 1, 0.0012, 0.043, 0.05 | PDLC00249,LmuB1_00001, 2, 29, 0.127, 0.227 | PDLC00255,LmuB1_00007, 1, 0.00024, 0.04, 0.047 | PDLC00255,LmuB1_00007, 2, 310, 0.136, 0.145 | PDLC03862,Lamassu-Fam__LmuB_SMC_Lipase, 1, 2.4e-08, 0.087, 0.089 | PDLC03862,Lamassu-Fam__LmuB_SMC_Lipase, 2, 0.00055, 0.501, 0.51 | PDLC00259,LmuB1_00011, 1, 0.089, 0.081, 0.088 | PDLC00259,LmuB1_00011, 2, 1000, 0.07, 0.078 | PDLC00259,LmuB1_00011, 3, 350, 0.08, 0.09 | PDLC00262,LmuB2_00002, 1, 0.032, 0.084, 0.092 | PDLC00262,LmuB2_00002, 2, 180, 0.034, 0.037","PDLC03859, Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II, 8.6e-104, 0.985, 0.992 | PDLC03863, Lamassu-Fam__LmuB_SMC_Mrr, 1.4e-19, 0.821, 0.844 | PDLC03862, Lamassu-Fam__LmuB_SMC_Lipase, 2.4e-08, 0.087, 0.089 | PDLC03867, Lamassu-Fam__LmuB_SMC_hypothetical, 4.1e-07, 0.086, 0.091 | PDLC00255, LmuB1_00007, 0.00024, 0.04, 0.047"
3,JAYGWZ010000005.1,Lamassu_Family,JAYGWZ010000005.1_132,PDLC03870,Lamassu-Fam__LmuC_acc_Cap4_nuclease,LmuC,1.1e-6,1.1e-6,0.846,0.847,143064,143549,-,-,132,227,"PDLC03870,Lamassu-Fam__LmuC_acc_Cap4_nuclease, 1, 1.1e-06, 0.846, 0.847","PDLC03870, Lamassu-Fam__LmuC_acc_Cap4_nuclease, 1.1e-06, 0.846, 0.847"
3,JAYGWZ010000005.1,Lamassu_Family,JAYGWZ010000005.1_133,PDLC03848,Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,LmuA,1.4999999999999998e-47,2e-47,0.961,0.976,143546,144766,-,-,133,227,"PDLC03848,Lamassu-Fam__LmuA_effector_Cap4_nuclease_II, 1, 2e-47, 0.961, 0.976","PDLC03848, Lamassu-Fam__LmuA_effector_Cap4_nuclease_II, 2e-47, 0.961, 0.976"
6,JAYGWZ010000005.1,retron_I-B,JAYGWZ010000005.1_137,PDLC02937,retron_I-B1,RT_I-B,5.099999999999999e-106,5.599999999999999e-106,0.991,0.994,148528,149484,+,-,137,227,"PDLC02937,retron_I-B1, 1, 5.6e-106, 0.991, 0.994 | PDLC02938,retron_I-B2, 1, 2.1e-34, 0.737, 0.699","PDLC02937, retron_I-B1, 5.6e-106, 0.991, 0.994 | PDLC02938, retron_I-B2, 2.1e-34, 0.737, 0.699"
