seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIVY010000058.1	25937	No terminal repeats	28	11	1.0000	NA	17	30.7770	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIVY010000082.1	5030	No terminal repeats	6	11	1.0000	NA	0	3.4614	NA	NA
JAYIVY010000039.1	46080	No terminal repeats	62	11	0.9999	NA	11	30.5201	T_virB1;T_virB2;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JAYIVY010000057.1	26126	No terminal repeats	18	11	0.9999	NA	1	2.8641	NA	NA
JAYIVY010000028.1	59308	No terminal repeats	63	11	0.9999	NA	0	12.6152	NA	NF000496
JAYIVY010000088.1	3179	No terminal repeats	4	11	0.9998	NA	1	3.4366	T_virB6	NA
JAYIVY010000043.1	40873	No terminal repeats	33	11	0.9993	NA	0	2.3511	NA	NA
JAYIVY010000049.1	34968	No terminal repeats	26	11	0.9989	NA	1	3.1753	NA	NA
JAYIVY010000069.1	12639	No terminal repeats	16	11	0.9988	NA	1	1.1611	NA	NA
JAYIVY010000089.1	2580	No terminal repeats	3	11	0.9976	NA	2	2.6906	virb4;T_virB6	NA
JAYIVY010000052.1	30566	No terminal repeats	27	11	0.9943	NA	0	1.5095	NA	NA
JAYIVY010000074.1	9649	No terminal repeats	7	11	0.9796	NA	0	0.2071	NA	NA
JAYIVY010000077.1	7636	No terminal repeats	6	11	0.9580	NA	0	0.3254	NA	NA
JAYIVY010000067.1	14178	No terminal repeats	9	11	0.9447	NA	0	0.5057	NA	NA
JAYIVY010000066.1	15046	No terminal repeats	13	11	0.9375	NA	0	0.2314	NA	NA
JAYIVY010000054.1	29069	No terminal repeats	26	11	0.8932	NA	0	4.0268	NA	NA
