gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	taxid	taxname	annotation_accessions	annotation_description
JAYIRT010000026.1|provirus_56922_71800_53	56922	57284	363	1	0.543	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_54	58144	58452	309	1	0.579	11	AGGAG	GENOMAD.160041.VV	1.232e-57	194	0	0	0	1	NA	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_55	58472	59794	1323	-1	0.611	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_56	59796	60116	321	-1	0.545	11	GGAG/GAGG	GENOMAD.214060.VP	2.027e-46	162	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_57	60127	60408	282	-1	0.567	11	GGAG/GAGG	GENOMAD.097192.VV	1.524e-12	64	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_58	60360	60647	288	-1	0.660	11	None	GENOMAD.227990.VV	9.754e-18	79	0	0	0	1	NA	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_59	61246	61374	129	-1	0.574	11	AGGAG	GENOMAD.112093.VV	2.595e-14	66	0	0	0	1	NA	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_60	61402	61647	246	-1	0.634	11	3Base/5BMM	GENOMAD.148914.VV	8.291e-21	87	0	0	1	1	NA	NA	NA	PF17091	Inovirus G7P protein
JAYIRT010000026.1|provirus_56922_71800_61	61657	61953	297	-1	0.593	11	AGxAGG/AGGxGG	GENOMAD.117825.VV	2.778e-47	164	0	0	1	2773	Inoviridae	NA	NA	PF02303	Helix-destabilising protein
JAYIRT010000026.1|provirus_56922_71800_62	61950	63056	1107	-1	0.594	11	GGAG/GAGG	GENOMAD.222250.VP	3.858e-09	61	0	0	0	2773	Inoviridae	MOBT	NA	PF02486;COG2946	DNA relaxase NicK
JAYIRT010000026.1|provirus_56922_71800_63	63049	63231	183	-1	0.628	11	None	GENOMAD.185254.VV	7.651e-27	103	0	0	0	1	NA	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_64	63228	63500	273	-1	0.608	11	GGA/GAG/AGG	GENOMAD.096365.VV	2.694e-28	109	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_65	63790	64176	387	1	0.592	11	GGA/GAG/AGG	GENOMAD.223687.VP	9.436e-06	46	0	0	1	2773	Inoviridae	NA	NA	PF12472	Phage related protein
JAYIRT010000026.1|provirus_56922_71800_66	65010	65294	285	-1	0.611	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIRT010000026.1|provirus_56922_71800_67	65291	71800	6510	-1	0.652	11	AGGAG	GENOMAD.168432.CP	3.181e-19	98	0	0	0	1	NA	NA	NA	COG5368	NA
JAYIRT010000036.1|provirus_35777_53541_35	35777	37438	1662	1	0.619	11	None	GENOMAD.157931.VP	3.647e-31	133	0	0	1	1246	Caudoviricetes	NA	NA	PF20454;K21512;COG5525	Phage terminase, large subunit GpA
JAYIRT010000036.1|provirus_35777_53541_36	37446	37610	165	-1	0.661	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIRT010000036.1|provirus_35777_53541_37	39528	43049	3522	1	0.662	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
