JAYIMG010000002.1_tRNA1_Ala	123757	123832
JAYIMG010000002.1_tRNA2_Pro	206790	206866
JAYIMG010000002.1_tRNA3_Glu	302134	302209
JAYIMG010000007.1_tRNA1_Arg	96785	96861
JAYIMG010000007.1_tRNA2_Glu	137110	137184
JAYIMG010000008.1_tRNA1_Thr	137798	137873
JAYIMG010000009.1_tRNA1_Leu	103219	103305
JAYIMG010000010.1_tRNA1_Val	28343	28417
JAYIMG010000010.1_tRNA2_Ser	52271	52363
JAYIMG010000010.1_tRNA3_Ser	58509	58599
JAYIMG010000010.1_tRNA4_Asp	66977	67053
JAYIMG010000010.1_tRNA5_Val	67083	67157
JAYIMG010000010.1_tRNA6_Leu	73873	73957
JAYIMG010000010.1_tRNA7_Lys	74035	74110
JAYIMG010000010.1_tRNA8_His	74194	74270
JAYIMG010000010.1_tRNA9_Arg	74302	74378
JAYIMG010000010.1_tRNA10_Pro	74422	74498
JAYIMG010000013.1_tRNA1_???	108116	108188
JAYIMG010000017.1_tRNA1_Thr	123	198
JAYIMG010000017.1_tRNA2_Gly	232	305
JAYIMG010000017.1_tRNA3_Tyr	335	420
JAYIMG010000017.1_tRNA4_Gln	4254	4330
JAYIMG010000020.1_tRNA1_Ser	14809	14898
JAYIMG010000025.1_tRNA1_Gly	8383	8456
