seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUING010000068.1	9675	No terminal repeats	10	11	1.0000	NA	2	8.9978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAUING010000028.1	63199	No terminal repeats	65	11	1.0000	NA	19	45.9908	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAUING010000086.1	2047	No terminal repeats	4	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUING010000065.1	10997	No terminal repeats	9	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAUING010000083.1	2925	No terminal repeats	5	11	1.0000	NA	0	2.5047	NA	NA
JAUING010000046.1	34467	DTR	44	11	0.9999	NA	10	17.7736	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAUING010000057.1	18118	No terminal repeats	19	11	0.9999	NA	0	3.1964	NA	NA
JAUING010000072.1	7742	No terminal repeats	6	11	0.9625	NA	0	0.8983	NA	NA
JAUING010000069.1	9651	No terminal repeats	7	11	0.9520	NA	0	0.2071	NA	NA
JAUING010000050.1	29119	No terminal repeats	24	11	0.8607	NA	0	3.7849	NA	NA
JAUING010000076.1	6557	No terminal repeats	4	11	0.8029	NA	0	1.0831	NA	NA
