JAYISY010000013.1_tRNA1_Leu	91097	91183
JAYISY010000014.1_tRNA1_Ser	48494	48583
JAYISY010000016.1_tRNA1_???	108102	108174
JAYISY010000018.1_tRNA1_Met	255	330
JAYISY010000002.1_tRNA1_Thr	123	198
JAYISY010000002.1_tRNA2_Gly	232	305
JAYISY010000002.1_tRNA3_Tyr	335	420
JAYISY010000002.1_tRNA4_Gln	4254	4330
JAYISY010000020.1_tRNA1_Gly	26324	26397
JAYISY010000004.1_tRNA1_Thr	99908	99983
JAYISY010000044.1_tRNA1_Leu	301	385
JAYISY010000007.1_tRNA1_Arg	108024	108100
JAYISY010000007.1_tRNA2_Arg	108197	108273
JAYISY010000007.1_tRNA3_Glu	148522	148596
