seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBEFUZ010000068.1	859	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JBEFUZ010000052.1	3568	No terminal repeats	5	11	1.0000	NA	0	2.9906	NA	NA
JBEFUZ010000044.1	9675	No terminal repeats	10	11	1.0000	NA	2	8.9978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JBEFUZ010000041.1	11700	ITR	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JBEFUZ010000051.1	4074	No terminal repeats	6	11	0.9999	NA	1	3.4366	T_virB6	NA
JBEFUZ010000037.1	18421	No terminal repeats	21	11	0.9999	NA	0	4.3206	NA	NA
JBEFUZ010000070.1	541	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JBEFUZ010000028.1	47458	No terminal repeats	48	11	0.9998	NA	0	10.9178	NA	NA
JBEFUZ010000042.1	10393	No terminal repeats	10	11	0.9997	NA	5	6.3031	virb4;T_virB3;T_virB2;T_virB9	NA
JBEFUZ010000032.1	32132	No terminal repeats	28	11	0.9988	NA	0	2.0578	NA	NA
JBEFUZ010000045.1	9651	No terminal repeats	7	11	0.9583	NA	0	0.2071	NA	NA
