seq_name	chromosome_score	plasmid_score	virus_score
JAYIRB010000001.1	0.5188	0.4701	0.0111
JAYIRB010000002.1	0.4330	0.5436	0.0234
JAYIRB010000003.1	0.3954	0.5776	0.0270
JAYIRB010000004.1	0.4596	0.5146	0.0258
JAYIRB010000005.1	0.4921	0.4636	0.0443
JAYIRB010000006.1	0.4963	0.4524	0.0514
JAYIRB010000007.1	0.4630	0.5149	0.0222
JAYIRB010000008.1	0.5299	0.4536	0.0166
JAYIRB010000009.1	0.3981	0.5475	0.0544
JAYIRB010000010.1	0.4331	0.5156	0.0513
JAYIRB010000011.1	0.4625	0.5267	0.0108
JAYIRB010000012.1	0.4571	0.5313	0.0116
JAYIRB010000013.1	0.3964	0.5624	0.0412
JAYIRB010000014.1	0.4927	0.5000	0.0073
JAYIRB010000015.1	0.4360	0.5307	0.0332
JAYIRB010000016.1	0.4751	0.4981	0.0268
JAYIRB010000017.1	0.4310	0.5567	0.0123
JAYIRB010000018.1	0.3963	0.5784	0.0253
JAYIRB010000019.1	0.4135	0.5549	0.0316
JAYIRB010000020.1	0.5366	0.4480	0.0153
JAYIRB010000021.1	0.4361	0.5416	0.0223
JAYIRB010000022.1	0.5847	0.3624	0.0529
JAYIRB010000023.1	0.5239	0.4545	0.0217
JAYIRB010000024.1	0.4528	0.5100	0.0372
JAYIRB010000025.1	0.4812	0.4839	0.0350
JAYIRB010000026.1	0.4409	0.5210	0.0381
JAYIRB010000027.1	0.5563	0.4267	0.0170
JAYIRB010000028.1	0.5271	0.4603	0.0125
JAYIRB010000029.1	0.4905	0.4993	0.0103
JAYIRB010000030.1	0.4715	0.5102	0.0183
JAYIRB010000031.1	0.4380	0.5142	0.0477
JAYIRB010000032.1	0.3597	0.6262	0.0142
JAYIRB010000033.1	0.4586	0.4977	0.0437
JAYIRB010000034.1	0.5299	0.4603	0.0098
JAYIRB010000035.1	0.5137	0.4586	0.0277
JAYIRB010000036.1	0.4114	0.5635	0.0251
JAYIRB010000037.1	0.4111	0.4957	0.0932
JAYIRB010000038.1	0.3318	0.6386	0.0296
JAYIRB010000039.1	0.4904	0.4624	0.0472
JAYIRB010000040.1	0.3748	0.5961	0.0291
JAYIRB010000041.1	0.3654	0.5707	0.0639
JAYIRB010000042.1	0.4510	0.5409	0.0081
JAYIRB010000043.1	0.4136	0.5759	0.0105
JAYIRB010000044.1	0.4971	0.4872	0.0157
JAYIRB010000045.1	0.4943	0.4945	0.0112
JAYIRB010000046.1	0.5932	0.3895	0.0174
JAYIRB010000047.1	0.5472	0.2824	0.1704
JAYIRB010000048.1	0.3535	0.5396	0.1069
JAYIRB010000049.1	0.4351	0.5441	0.0207
JAYIRB010000050.1	0.3434	0.6183	0.0384
JAYIRB010000051.1	0.2401	0.5582	0.2017
JAYIRB010000052.1	0.4127	0.5518	0.0354
JAYIRB010000053.1	0.2253	0.7169	0.0578
JAYIRB010000054.1	0.1151	0.8352	0.0496
JAYIRB010000055.1	0.6297	0.3671	0.0032
JAYIRB010000056.1	0.5383	0.4381	0.0236
JAYIRB010000057.1	0.0878	0.6315	0.2807
JAYIRB010000058.1	0.2216	0.6541	0.1242
JAYIRB010000059.1	0.5090	0.4560	0.0350
JAYIRB010000060.1	0.2902	0.4774	0.2324
JAYIRB010000061.1	0.1836	0.7948	0.0215
JAYIRB010000062.1	0.1624	0.8358	0.0019
JAYIRB010000063.1	0.2968	0.6120	0.0912
JAYIRB010000064.1	0.2792	0.5409	0.1799
JAYIRB010000065.1	0.0867	0.8926	0.0207
JAYIRB010000066.1	0.2136	0.7519	0.0345
JAYIRB010000067.1	0.0116	0.9057	0.0826
JAYIRB010000068.1	0.1708	0.7189	0.1104
JAYIRB010000069.1	0.7716	0.1896	0.0388
JAYIRB010000070.1	0.7208	0.2564	0.0227
JAYIRB010000071.1	0.5090	0.4622	0.0288
JAYIRB010000072.1	0.3392	0.4965	0.1643
JAYIRB010000073.1	0.0796	0.0770	0.8433
JAYIRB010000074.1	0.2266	0.5441	0.2292
JAYIRB010000075.1	0.4094	0.2680	0.3226
JAYIRB010000076.1	0.3638	0.2804	0.3558
JAYIRB010000077.1	0.7271	0.1872	0.0857
JAYIRB010000078.1	0.0851	0.7356	0.1793
JAYIRB010000079.1	0.0463	0.0294	0.9243
