seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAYIQR010000001.1	360	6	0	1	11	0.2702	0.8599	0.2889	0.0000	0.7111	0.0000	0.0583	0.2583	0.0306	0.0611	0.0000	0.0028	0.0222	0.0000	0.0139	0.3472	0.0639	0.0361	0.8044	0.5542	0.0000	0.0000	0.0000	0.0000	0.0000	54.7029	-119.0174	-373.2793
JAYIQR010000002.1	294	5	1	1	11	0.3072	0.8762	0.3129	0.0000	0.6871	0.0000	0.0476	0.2925	0.0272	0.0272	0.0136	0.0000	0.0068	0.0034	0.0000	0.3673	0.0408	0.0102	0.7951	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	52.4490	-77.4007	-316.5579
JAYIQR010000003.1	286	4	0	0	11	0.2947	0.8551	0.2692	0.0000	0.7308	0.0000	0.0699	0.3147	0.0350	0.0420	0.0035	0.0000	0.0070	0.0000	0.0070	0.4196	0.0455	0.0140	0.7833	0.6012	0.0000	0.0000	0.0000	0.0000	0.0035	59.3446	-91.4224	-347.7703
JAYIQR010000004.1	198	3	0	0	11	0.2538	0.8504	0.3081	0.0000	0.6919	0.0000	0.0354	0.2374	0.0101	0.0505	0.0202	0.0051	0.0101	0.0101	0.0101	0.2828	0.0758	0.0303	0.7836	0.5761	0.0000	0.0000	0.0000	0.0000	0.0000	9.3217	-35.9226	-183.3887
JAYIQR010000005.1	166	0	0	0	11	0.3273	0.8829	0.3614	0.0000	0.6386	0.0000	0.0361	0.3735	0.0120	0.0602	0.0000	0.0000	0.0060	0.0000	0.0000	0.4217	0.0602	0.0060	0.7626	0.6432	0.0000	0.0000	0.0000	0.0000	0.0000	24.0712	-30.7833	-228.0756
JAYIQR010000006.1	175	2	0	0	11	0.2759	0.8468	0.2857	0.0000	0.7143	0.0000	0.0400	0.3371	0.0057	0.0514	0.0057	0.0000	0.0057	0.0000	0.0114	0.3829	0.0571	0.0171	0.7750	0.6247	0.0000	0.0000	0.0000	0.0000	0.0000	23.1950	-36.6706	-211.3451
JAYIQR010000007.1	141	0	0	0	11	0.2571	0.8853	0.2979	0.0000	0.7021	0.0000	0.0213	0.3901	0.0284	0.0567	0.0000	0.0000	0.0071	0.0071	0.0284	0.4397	0.0567	0.0426	0.7744	0.6200	0.0000	0.0000	0.0000	0.0000	0.0071	10.5578	-37.5177	-189.5183
JAYIQR010000008.1	130	0	1	0	11	0.2636	0.8472	0.2077	0.0000	0.7923	0.0000	0.0308	0.2154	0.0077	0.0462	0.0308	0.0154	0.0077	0.0000	0.0154	0.2538	0.0923	0.0231	0.6636	0.6721	0.0000	0.0000	0.0000	0.7360	0.0000	-9.9825	-6.5518	-115.6263
JAYIQR010000009.1	133	1	1	1	11	0.3409	0.8801	0.3233	0.0000	0.6767	0.0000	0.0902	0.2556	0.0150	0.0677	0.0000	0.0000	0.0150	0.0000	0.0301	0.3609	0.0677	0.0451	0.7624	0.5318	0.0000	0.0000	0.0000	0.0000	0.0075	17.9383	-42.9973	-140.8722
JAYIQR010000010.1	125	5	0	0	11	0.3065	0.8511	0.2640	0.0000	0.7360	0.0000	0.0240	0.2240	0.0320	0.0800	0.0240	0.0000	0.0000	0.0000	0.0000	0.2800	0.1040	0.0000	0.7688	0.6396	0.0000	0.0000	0.0000	0.0044	0.0000	9.5235	-14.3078	-125.8188
JAYIQR010000011.1	105	0	0	0	11	0.2885	0.8747	0.3143	0.0000	0.6857	0.0000	0.0762	0.3333	0.0286	0.0190	0.0000	0.0000	0.0571	0.0000	0.0095	0.4381	0.0190	0.0667	0.8138	0.4553	0.0000	0.0000	0.0001	0.0000	0.0000	29.9705	-57.8365	-122.3127
JAYIQR010000012.1	82	1	0	0	11	0.3086	0.8629	0.2805	0.0000	0.7195	0.0000	0.0488	0.3049	0.0488	0.0000	0.0122	0.0000	0.0000	0.0000	0.0000	0.4024	0.0122	0.0000	0.8042	0.5943	0.0000	0.0000	0.0000	0.0001	0.0000	15.9273	-22.2115	-88.0209
JAYIQR010000013.1	75	4	0	0	11	0.1892	0.8690	0.2800	0.0000	0.7200	0.0000	0.0533	0.2667	0.0667	0.0533	0.0000	0.0000	0.0133	0.0000	0.0000	0.3867	0.0533	0.0133	0.7610	0.6380	0.0000	0.0000	0.0000	0.0003	0.0000	12.9822	-23.7350	-85.2739
JAYIQR010000014.1	90	0	0	0	11	0.3933	0.8657	0.3444	0.0000	0.6556	0.0000	0.1333	0.3000	0.0111	0.0111	0.0000	0.0000	0.0333	0.0000	0.0333	0.4444	0.0111	0.0667	0.8986	0.3100	0.0000	0.0000	0.0050	0.0000	0.0333	30.0705	-52.5606	-95.2546
JAYIQR010000015.1	84	0	1	0	11	0.3012	0.8608	0.2143	0.0000	0.7857	0.0000	0.0357	0.1667	0.0119	0.0714	0.0000	0.0000	0.0119	0.0000	0.0238	0.2143	0.0714	0.0357	0.7624	0.6073	0.0000	0.0000	0.0010	0.0104	0.0000	3.2708	-16.2528	-60.4582
JAYIQR010000016.1	93	1	0	0	11	0.3261	0.7811	0.3656	0.0000	0.6344	0.0000	0.0108	0.2581	0.0108	0.1290	0.0108	0.0000	0.0000	0.0000	0.0000	0.2796	0.1398	0.0000	0.6629	0.7487	0.0000	0.0000	0.0000	0.1745	0.0000	2.5913	-4.4632	-110.8171
JAYIQR010000017.1	94	2	0	0	11	0.3548	0.8205	0.2660	0.0000	0.7340	0.0000	0.0851	0.2979	0.0638	0.0319	0.0106	0.0000	0.0106	0.0000	0.0106	0.4468	0.0426	0.0213	0.8032	0.5774	0.0000	0.0000	0.0000	0.0000	0.0000	26.0158	-43.3309	-111.7051
JAYIQR010000018.1	79	0	0	0	11	0.2564	0.8800	0.3038	0.0000	0.6962	0.0000	0.0633	0.2658	0.0127	0.0380	0.0000	0.0000	0.0253	0.0000	0.0127	0.3418	0.0380	0.0380	0.7661	0.6120	0.0000	0.0000	0.0001	0.0006	0.0000	9.9167	-22.4942	-79.1087
JAYIQR010000019.1	78	0	0	0	11	0.4416	0.7861	0.3462	0.0000	0.6538	0.0000	0.0256	0.2564	0.0128	0.0128	0.0000	0.0000	0.0000	0.0000	0.0000	0.2949	0.0128	0.0000	0.7561	0.6545	0.0000	0.0000	0.0000	0.0394	0.0000	5.8033	-7.7775	-68.4261
