seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUINT010000089.1	3497	No terminal repeats	4	11	1.0000	NA	2	5.9341	MOBQ	NA
JAUINT010000108.1	856	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUINT010000082.1	5660	No terminal repeats	8	11	1.0000	NA	0	0.8501	NA	NA
JAUINT010000087.1	3915	No terminal repeats	6	11	1.0000	NA	0	3.0199	NA	NA
JAUINT010000086.1	4074	No terminal repeats	6	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUINT010000068.1	10222	No terminal repeats	11	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAUINT010000062.1	17004	No terminal repeats	15	11	1.0000	NA	0	6.9058	NA	NA
JAUINT010000078.1	6454	No terminal repeats	5	11	0.9999	NA	0	1.7183	NA	NA
JAUINT010000083.1	4968	No terminal repeats	8	11	0.9999	NA	0	5.0964	G_tfc18;G_tfc19	NA
JAUINT010000073.1	8044	No terminal repeats	10	11	0.9999	NA	0	1.2782	NA	NA
JAUINT010000054.1	26086	No terminal repeats	27	11	0.9998	NA	0	1.3797	NA	NA
JAUINT010000113.1	541	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAUINT010000091.1	2518	No terminal repeats	2	11	0.9994	NA	1	2.2747	G_tfc22;G_tfc23	NA
JAUINT010000052.1	27101	No terminal repeats	25	11	0.9972	NA	0	1.6063	NA	NA
JAUINT010000074.1	7752	No terminal repeats	6	11	0.9570	NA	0	0.8983	NA	NA
JAUINT010000070.1	9651	No terminal repeats	7	11	0.9559	NA	0	0.2071	NA	NA
JAUINT010000056.1	23166	No terminal repeats	23	11	0.9528	NA	0	2.1522	NA	NA
JAUINT010000071.1	8824	No terminal repeats	7	11	0.7577	NA	0	0.3254	NA	NA
JAUINT010000040.1	45582	No terminal repeats	44	11	0.7526	NA	1	0.3168	NA	NA
JAUINT010000084.1	4621	No terminal repeats	4	11	0.7420	NA	0	0.3163	NA	NA
