seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUIPU010000090.1	980	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUIPU010000069.1	3601	No terminal repeats	5	11	1.0000	NA	0	2.9906	NA	NA
JAUIPU010000060.1	10037	No terminal repeats	13	11	1.0000	NA	3	10.2736	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24	NA
JAUIPU010000057.1	12907	No terminal repeats	11	11	1.0000	NA	2	6.8731	B_traI;T_virB6	NA
JAUIPU010000068.1	3819	No terminal repeats	6	11	0.9999	NA	1	3.4366	T_virB6	NA
JAUIPU010000048.1	22708	No terminal repeats	16	11	0.9999	NA	0	0.4377	NA	NA
JAUIPU010000058.1	12122	No terminal repeats	13	11	0.9999	NA	0	2.0403	NA	NA
JAUIPU010000071.1	3217	No terminal repeats	5	11	0.9999	NA	0	1.3215	NA	NA
JAUIPU010000066.1	5914	No terminal repeats	10	11	0.9999	NA	0	1.2782	NA	NA
JAUIPU010000041.1	39239	No terminal repeats	31	11	0.9998	NA	2	10.0387	NA	NA
JAUIPU010000094.1	758	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAUIPU010000044.1	29267	No terminal repeats	19	11	0.9997	NA	1	3.2008	B_traH	NA
JAUIPU010000059.1	10484	No terminal repeats	10	11	0.9995	NA	0	2.5828	NA	NA
JAUIPU010000027.1	79453	No terminal repeats	72	11	0.9986	NA	1	0.3642	NA	NA
JAUIPU010000049.1	20008	No terminal repeats	12	11	0.9892	NA	0	1.1722	NA	NA
JAUIPU010000062.1	9337	No terminal repeats	7	11	0.9301	NA	0	0.2071	NA	NA
JAUIPU010000064.1	6769	No terminal repeats	5	11	0.9252	NA	0	0.3163	NA	NA
JAUIPU010000038.1	46954	No terminal repeats	41	11	0.8493	NA	0	0.6741	NA	NA
