seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUINA010000039.1	38676	No terminal repeats	39	11	1.0000	NA	17	34.8978	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAUINA010000109.1	526	No terminal repeats	1	11	1.0000	NA	1	1.4894	MOBQ	NA
JAUINA010000063.1	16214	No terminal repeats	19	11	1.0000	NA	1	4.1647	NA	NA
JAUINA010000080.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAUINA010000072.1	8475	No terminal repeats	8	11	0.9999	NA	0	2.5688	NA	NA
JAUINA010000041.1	38012	No terminal repeats	40	11	0.9998	NA	0	11.2812	NA	NA
JAUINA010000074.1	8046	No terminal repeats	10	11	0.9996	NA	0	0.7327	NA	NA
JAUINA010000042.1	36738	No terminal repeats	30	11	0.9984	NA	0	3.3434	NA	NA
JAUINA010000082.1	2707	No terminal repeats	3	11	0.9977	NA	2	2.6906	T_virB6;virb4	NA
JAUINA010000053.1	27423	No terminal repeats	26	11	0.9914	NA	0	1.6063	NA	NA
JAUINA010000070.1	9649	No terminal repeats	7	11	0.9658	NA	0	0.2071	NA	NA
