sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYGWY010000003.1_RM_Type_I_15	RM	RM_Type_I	Defense	JAYGWY010000003.1_101	JAYGWY010000003.1_105	JAYGWY010000003.1_101,JAYGWY010000003.1_102,JAYGWY010000003.1_105	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYGWY010000003.1_RM_Type_IV_16	RM	RM_Type_IV	Defense	JAYGWY010000003.1_277	JAYGWY010000003.1_278	JAYGWY010000003.1_277,JAYGWY010000003.1_278	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JAYGWY010000014.1_RloC_11	RloC	RloC	Defense	JAYGWY010000014.1_76	JAYGWY010000014.1_76	JAYGWY010000014.1_76	1	RloC__RloC
JAYGWY010000018.1_RM_Type_I_18	RM	RM_Type_I	Defense	JAYGWY010000018.1_24	JAYGWY010000018.1_27	JAYGWY010000018.1_24,JAYGWY010000018.1_26,JAYGWY010000018.1_27	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JAYGWY010000020.1_PD-T7-5_10	PD-T7-5	PD-T7-5	Defense	JAYGWY010000020.1_1	JAYGWY010000020.1_1	JAYGWY010000020.1_1	1	PD-T7-5__PD-T7-5
JAYGWY010000021.1_RM_Type_II_12	RM	RM_Type_II	Defense	JAYGWY010000021.1_47	JAYGWY010000021.1_48	JAYGWY010000021.1_47,JAYGWY010000021.1_48	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase06
JAYGWY010000024.1_CapRel_1	CapRel	CapRel	Defense	JAYGWY010000024.1_31	JAYGWY010000024.1_31	JAYGWY010000024.1_31	1	CapRel__CapRel
JAYGWY010000028.1_RM_Type_III_13	RM	RM_Type_III	Defense	JAYGWY010000028.1_8	JAYGWY010000028.1_9	JAYGWY010000028.1_8,JAYGWY010000028.1_9	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JAYGWY010000028.1_SoFic_8	SoFIC	SoFic	Defense	JAYGWY010000028.1_10	JAYGWY010000028.1_10	JAYGWY010000028.1_10	1	SoFic__SoFic
JAYGWY010000033.1_DS-32_4	DS-32	DS-32	Defense	JAYGWY010000033.1_1	JAYGWY010000033.1_2	JAYGWY010000033.1_1,JAYGWY010000033.1_2	2	DS-32__DS-32A,DS-32__DS-32B
JAYGWY010000033.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	JAYGWY010000033.1_30	JAYGWY010000033.1_33	JAYGWY010000033.1_30,JAYGWY010000033.1_31,JAYGWY010000033.1_33	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYGWY010000040.1_SoFic_9	SoFIC	SoFic	Defense	JAYGWY010000040.1_10	JAYGWY010000040.1_10	JAYGWY010000040.1_10	1	SoFic__SoFic
JAYGWY010000042.1_Zorya_TypeIII_7	Zorya	Zorya_TypeIII	Defense	JAYGWY010000042.1_16	JAYGWY010000042.1_19	JAYGWY010000042.1_16,JAYGWY010000042.1_17,JAYGWY010000042.1_19	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYGWY010000048.1_Gabija_2	Gabija	Gabija	Defense	JAYGWY010000048.1_3	JAYGWY010000048.1_4	JAYGWY010000048.1_3,JAYGWY010000048.1_4	2	Gabija__GajA,Gabija__GajB_1
JAYGWY010000048.1_Mokosh_TypeII_3	Mokosh	Mokosh_TypeII	Defense	JAYGWY010000048.1_5	JAYGWY010000048.1_5	JAYGWY010000048.1_5	1	Mokosh_TypeII__MkoC
